transfer,name,season,pos,team_name,yr,g,passing_att,passing_comp,passing_pct.,passing_yards,passing_yards/att,passing_td,passing_int,passing_rating,passing_att/g,passing_yards/g,player_id,rushing_att,rushing_yards,rushing_avg.,rushing_td,rushing_att/g,rushing_yards/g,offense_rush_yards,offense_pass_yards,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,season_wins,season_losses
False,Mikele Colasurdo,2022,QB,georgia_state,2,3,,,,,,,,,,,mikele_colasurdo_georgia_state,1.0,13.0,13.00,0.0,0.33,4.33,13,0,1,13,13.00,4.3,4,8
False,Mikele Colasurdo,2023,QB,georgia_state,3,6,8.0,5.0,62.5,47.0,5.9,0.0,0.0,111.85,1.3,7.8,mikele_colasurdo_georgia_state,4.0,19.0,4.75,1.0,0.67,3.17,19,47,12,66,5.50,11.0,7,6
False,Mikey Keene,2021,QB,ucf,1,11,272.0,173.0,63.6,1730.0,6.4,17.0,6.0,133.24,24.7,157.3,mikey_keene_ucf,35.0,-36.0,-1.03,1.0,3.18,-3.27,-36,1730,307,1694,5.52,154.0,9,4
True,Mikey Keene,2022,QB,ucf,2,4,83.0,60.0,72.3,647.0,7.8,6.0,1.0,159.22,20.8,161.8,mikey_keene_ucf,13.0,-13.0,-1.00,0.0,3.25,-3.25,-13,647,96,634,6.60,158.5,9,5
False,Mikey Keene,2023,QB,fresno_state,2,12,422.0,283.0,67.1,2976.0,7.1,24.0,10.0,140.33,35.2,248.0,mikey_keene_fresno_state,29.0,-136.0,-4.69,1.0,2.42,-11.33,-136,2976,451,2840,6.30,236.7,9,4
False,Mikey Keene,2024,QB,fresno_state,3,5,167.0,111.0,66.5,1356.0,8.1,7.0,6.0,141.32,33.4,271.2,mikey_keene_fresno_state,16.0,-71.0,-4.44,0.0,3.20,-14.20,-71,1356,183,1285,7.02,257.0,3,2
False,Mikey Pauley,2024,QB,kansas,2,1,,,,,,,,,,,mikey_pauley_kansas,2.0,17.0,8.50,0.0,2.00,17.00,17,0,2,17,8.50,17.0,1,5
False,Miklo Smalls,2017,QB,rice,1,6,75.0,43.0,57.3,623.0,8.3,1.0,5.0,118.18,12.5,103.8,miklo_smalls_rice,64.0,308.0,4.81,3.0,10.67,51.33,308,623,139,931,6.70,155.2,1,11
False,Miles Kendrick,2018,QB,kansas,2,4,19.0,11.0,57.9,100.0,5.3,1.0,0.0,119.48,4.8,25.0,miles_kendrick_kansas,16.0,47.0,2.94,1.0,4.00,11.75,47,100,35,147,4.20,36.8,3,9
False,Miles Kendrick,2020,QB,kansas,3,7,120.0,73.0,60.8,647.0,5.4,6.0,5.0,114.29,17.1,92.4,miles_kendrick_kansas,42.0,-15.0,-0.36,0.0,6.00,-2.14,-15,647,162,632,3.90,90.3,0,9
True,Miles Kendrick,2021,QB,kansas,4,5,18.0,12.0,66.7,106.0,5.9,2.0,1.0,141.7,3.6,21.2,miles_kendrick_kansas,13.0,73.0,5.62,0.0,2.60,14.60,73,106,31,179,5.77,35.8,2,10
False,Miles Kendrick,2022,QB,new_mexico,4,8,143.0,84.0,58.7,863.0,6.0,3.0,7.0,106.56,17.9,107.9,miles_kendrick_new_mexico,76.0,148.0,1.95,3.0,9.50,18.50,148,863,219,1011,4.62,126.4,2,10
False,Miller Mosley,2020,QB,georgia_southern,4,4,15.0,6.0,40.0,131.0,8.7,1.0,2.0,108.69,3.8,32.8,miller_mosley_georgia_southern,13.0,49.0,3.77,0.0,3.25,12.25,49,131,28,180,6.43,45.0,8,5
False,Miller Moss,2021,QB,usc,1,2,13.0,8.0,61.5,74.0,5.7,1.0,0.0,134.73,6.5,37.0,miller_moss_usc,3.0,-14.0,-4.67,0.0,1.50,-7.00,-14,74,16,60,3.75,30.0,4,8
False,Miller Moss,2022,QB,usc,1,5,14.0,12.0,85.7,159.0,11.4,1.0,0.0,204.68,2.8,31.8,miller_moss_usc,3.0,9.0,3.00,0.0,0.60,1.80,9,159,17,168,9.88,33.6,11,3
False,Miller Moss,2023,QB,usc,2,5,65.0,46.0,70.8,681.0,10.5,7.0,1.0,191.24,13.0,136.2,miller_moss_usc,4.0,32.0,8.00,2.0,0.80,6.40,32,681,69,713,10.33,142.6,8,5
False,Miller Moss,2024,QB,usc,3,5,200.0,129.0,64.5,1398.0,7.0,9.0,4.0,134.07,40.0,279.6,miller_moss_usc,15.0,-20.0,-1.33,1.0,3.00,-4.00,-20,1398,215,1378,6.41,275.6,3,2
False,Mitch Griffis,2020,QB,wake_forest,1,4,13.0,4.0,30.8,56.0,4.3,1.0,0.0,92.34,3.3,14.0,mitch_griffis_wake_forest,2.0,-1.0,-0.50,0.0,0.50,-0.25,-1,56,15,55,3.67,13.8,4,5
False,Mitch Griffis,2021,QB,wake_forest,1,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,mitch_griffis_wake_forest,,,,,,,0,0,2,0,0.00,0.0,11,3
False,Mitch Griffis,2022,QB,wake_forest,1,6,41.0,29.0,70.7,348.0,8.5,5.0,1.0,177.39,6.8,58.0,mitch_griffis_wake_forest,15.0,14.0,0.93,0.0,2.50,2.33,14,348,56,362,6.46,60.3,8,5
False,Mitch Griffis,2023,QB,wake_forest,2,9,207.0,124.0,59.9,1553.0,7.5,9.0,7.0,130.51,23.0,172.6,mitch_griffis_wake_forest,106.0,128.0,1.21,2.0,11.78,14.22,128,1553,313,1681,5.37,186.8,4,8
False,Mitch Leidner,2016,QB,minnesota,4,12,307.0,173.0,56.4,2169.0,7.1,8.0,12.0,116.48,25.6,180.8,mitch_leidner_minnesota,111.0,366.0,3.30,10.0,9.25,30.50,366,2169,418,2535,6.06,211.3,9,4
False,Mitch Trubisky,2016,QB,north_carolina,3,13,447.0,304.0,68.0,3748.0,8.4,30.0,6.0,157.91,34.4,288.3,mitch_trubisky_north_carolina,93.0,308.0,3.31,5.0,7.15,23.69,308,3748,540,4056,7.51,312.0,8,5
False,Mitchell Guadagni,2017,QB,toledo,2,9,6.0,1.0,16.7,16.0,2.7,0.0,1.0,5.74,0.7,1.8,mitchell_guadagni_toledo,8.0,76.0,9.50,0.0,0.89,8.44,76,16,14,92,6.57,10.2,11,3
False,Mitchell Guadagni,2018,QB,toledo,3,7,120.0,69.0,57.5,1053.0,8.8,13.0,3.0,161.96,17.1,150.4,mitchell_guadagni_toledo,77.0,428.0,5.56,3.0,11.00,61.14,428,1053,197,1481,7.52,211.6,7,6
False,Mitchell Guadagni,2019,QB,toledo,4,6,122.0,79.0,64.8,1099.0,9.0,8.0,2.0,158.78,20.3,183.2,mitchell_guadagni_toledo,63.0,332.0,5.27,4.0,10.50,55.33,332,1099,185,1431,7.74,238.5,6,6
False,Mo Hasan,2018,QB,vanderbilt,2,5,6.0,4.0,66.7,38.0,6.3,0.0,0.0,119.87,1.2,7.6,mo_hasan_vanderbilt,7.0,45.0,6.43,0.0,1.40,9.00,45,38,13,83,6.38,16.6,6,7
False,Mo Hasan,2019,QB,vanderbilt,3,2,11.0,7.0,63.6,120.0,10.9,1.0,0.0,185.28,5.5,60.0,mo_hasan_vanderbilt,9.0,34.0,3.78,0.0,4.50,17.00,34,120,20,154,7.70,77.0,3,9
False,Montel Aaron,2017,QB,san_jose_state,1,10,225.0,126.0,56.0,1531.0,6.8,8.0,10.0,115.99,22.5,153.1,montel_aaron_san_jose_state,52.0,-87.0,-1.67,1.0,5.20,-8.70,-87,1531,277,1444,5.21,144.4,2,11
False,Montel Aaron,2018,QB,san_jose_state,2,7,75.0,44.0,58.7,500.0,6.7,2.0,0.0,123.47,10.7,71.4,montel_aaron_san_jose_state,21.0,-24.0,-1.14,0.0,3.00,-3.43,-24,500,96,476,4.96,68.0,1,11
True,Montell Cozart,2016,QB,kansas,3,8,191.0,112.0,58.6,1075.0,5.6,7.0,9.0,108.59,23.9,134.4,montell_cozart_kansas,28.0,91.0,3.25,0.0,3.50,11.38,91,1075,219,1166,5.32,145.8,2,10
False,Montell Cozart,2017,QB,boise_state,4,14,97.0,61.0,62.9,754.0,7.8,10.0,1.0,160.14,6.9,53.9,montell_cozart_boise_state,86.0,361.0,4.20,4.0,6.14,25.79,361,754,183,1115,6.09,79.6,11,3
False,Myles Brennan,2017,QB,lsu,1,6,24.0,14.0,58.3,182.0,7.6,1.0,2.0,119.11,4.0,30.3,myles_brennan_lsu,9.0,-6.0,-0.67,0.0,1.50,-1.00,-6,182,33,176,5.33,29.3,9,4
False,Myles Brennan,2018,QB,lsu,2,1,6.0,4.0,66.7,65.0,10.8,0.0,0.0,157.67,6.0,65.0,myles_brennan_lsu,,,,,,,0,65,6,65,10.83,65.0,10,3
False,Myles Brennan,2019,QB,lsu,2,10,40.0,24.0,60.0,353.0,8.8,1.0,1.0,137.38,4.0,35.3,myles_brennan_lsu,9.0,41.0,4.56,0.0,0.90,4.10,41,353,49,394,8.04,39.4,15,0
False,Myles Brennan,2020,QB,lsu,3,3,131.0,79.0,60.3,1112.0,8.5,11.0,3.0,154.75,43.7,370.7,myles_brennan_lsu,17.0,-36.0,-2.12,0.0,5.67,-12.00,-36,1112,148,1076,7.27,358.7,5,5
False,Myles Burkett,2022,QB,wisconsin,1,2,5.0,4.0,80.0,84.0,16.8,0.0,0.0,221.12,2.5,42.0,myles_burkett_wisconsin,1.0,-9.0,-9.00,0.0,0.50,-4.50,-9,84,6,75,12.50,37.5,7,6
False,Mylik Mitchell,2016,QB,kent_state,1,4,69.0,39.0,56.5,363.0,5.3,5.0,1.0,121.72,17.3,90.8,mylik_mitchell_kent_state,48.0,87.0,1.81,0.0,12.00,21.75,87,363,117,450,3.85,112.5,3,9
False,N'Kosi Perry,2018,QB,miami_florida,1,11,191.0,97.0,50.8,1091.0,5.7,13.0,6.0,114.95,17.4,99.2,n'kosi_perry_miami_florida,61.0,169.0,2.77,1.0,5.55,15.36,169,1091,252,1260,5.00,114.5,7,6
False,N'Kosi Perry,2019,QB,miami_florida,2,8,159.0,85.0,53.5,1045.0,6.6,8.0,3.0,121.49,19.9,130.6,n'kosi_perry_miami_florida,38.0,44.0,1.16,2.0,4.75,5.50,44,1045,197,1089,5.53,136.1,6,7
True,N'Kosi Perry,2020,QB,miami_florida,3,5,47.0,26.0,55.3,348.0,7.4,3.0,1.0,134.31,9.4,69.6,n'kosi_perry_miami_florida,12.0,4.0,0.33,0.0,2.40,0.80,4,348,59,352,5.97,70.4,8,3
False,N'Kosi Perry,2021,QB,florida_atlantic,4,12,345.0,210.0,60.9,2762.0,8.0,20.0,7.0,143.19,28.8,230.2,n'kosi_perry_florida_atlantic,107.0,149.0,1.39,4.0,8.92,12.42,149,2762,452,2911,6.44,242.6,5,7
False,N'Kosi Perry,2022,QB,florida_atlantic,4,12,371.0,215.0,58.0,2711.0,7.3,25.0,5.0,138.87,30.9,225.9,n'kosi_perry_florida_atlantic,91.0,258.0,2.84,6.0,7.58,21.50,258,2711,462,2969,6.43,247.4,5,7
False,Natano Woods,2021,QB,san_jose_state,1,2,7.0,4.0,57.1,12.0,1.7,0.0,0.0,71.54,3.5,6.0,natano_woods_san_jose_state,4.0,-1.0,-0.25,0.0,2.00,-0.50,-1,12,11,11,1.00,5.5,5,7
True,Nate Bennett,2024,QB,baylor,1,1,1.0,1.0,100.0,19.0,19.0,0.0,0.0,259.6,1.0,19.0,nate_bennett_baylor,,,,,,,0,19,1,19,19.00,19.0,2,4
False,Nate Cox,2020,QB,nevada,3,7,2.0,1.0,50.0,10.0,5.0,0.0,0.0,92.0,0.3,1.4,nate_cox_nevada,1.0,0.0,0.00,0.0,0.14,0.00,0,10,3,10,3.33,1.4,7,2
False,Nate Cox,2021,QB,nevada,4,10,43.0,26.0,60.5,279.0,6.5,2.0,1.0,125.67,4.3,27.9,nate_cox_nevada,18.0,34.0,1.89,1.0,1.80,3.40,34,279,61,313,5.13,31.3,8,5
False,Nate Cox,2022,QB,nevada,4,12,251.0,133.0,53.0,1466.0,5.8,5.0,5.0,104.64,20.9,122.2,nate_cox_nevada,72.0,272.0,3.78,3.0,6.00,22.67,272,1466,323,1738,5.38,144.8,2,10
False,Nate German,2016,QB,rice,3,12,8.0,5.0,62.5,68.0,8.5,0.0,0.0,133.9,0.7,5.7,nate_german_rice,14.0,51.0,3.64,0.0,1.17,4.25,51,68,22,119,5.41,9.9,3,9
False,Nate Hampton,2021,QB,liberty,1,1,4.0,1.0,25.0,63.0,15.8,1.0,0.0,239.8,4.0,63.0,nate_hampton_liberty,4.0,30.0,7.50,0.0,4.00,30.00,30,63,8,93,11.63,93.0,8,5
False,Nate Hampton,2022,QB,liberty,1,5,8.0,3.0,37.5,76.0,9.5,0.0,0.0,117.3,1.6,15.2,nate_hampton_liberty,13.0,19.0,1.46,0.0,2.60,3.80,19,76,21,95,4.52,19.0,8,5
False,Nate Hampton,2023,QB,liberty,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,nate_hampton_liberty,2.0,1.0,0.50,0.0,1.00,0.50,1,0,3,1,0.33,0.5,13,1
True,Nate Johnson,2022,QB,utah,1,4,1.0,1.0,100.0,16.0,16.0,1.0,0.0,564.4,0.3,4.0,nate_johnson_utah,5.0,51.0,10.20,2.0,1.25,12.75,51,16,6,67,11.17,16.8,10,4
True,Nate Johnson,2023,QB,utah,1,8,72.0,39.0,54.2,499.0,6.9,3.0,0.0,126.14,9.0,62.4,nate_johnson_utah,59.0,235.0,3.98,4.0,7.38,29.38,235,499,131,734,5.60,91.8,8,5
False,Nate Johnson,2024,QB,vanderbilt,3,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,nate_johnson_vanderbilt,3.0,76.0,25.33,1.0,0.75,19.00,76,0,4,76,19.00,19.0,3,2
False,Nate Romine,2016,QB,air_force,4,9,108.0,45.0,41.7,1206.0,11.2,10.0,4.0,158.61,12.0,134.0,nate_romine_air_force,95.0,279.0,2.94,3.0,10.56,31.00,279,1206,203,1485,7.32,165.0,10,3
False,Nate Romine,2017,QB,air_force,4,5,16.0,9.0,56.3,133.0,8.3,0.0,1.0,113.58,3.2,26.6,nate_romine_air_force,21.0,94.0,4.48,1.0,4.20,18.80,94,133,37,227,6.14,45.4,5,7
False,Nate Stanley,2017,QB,iowa,2,13,351.0,196.0,55.8,2437.0,6.9,26.0,6.0,135.18,27.0,187.5,nate_stanley_iowa,49.0,-115.0,-2.35,0.0,3.77,-8.85,-115,2437,400,2322,5.81,178.6,8,5
False,Nate Stanley,2018,QB,iowa,3,13,396.0,235.0,59.3,2852.0,7.2,26.0,10.0,136.46,30.5,219.4,nate_stanley_iowa,36.0,4.0,0.11,1.0,2.77,0.31,4,2852,432,2856,6.61,219.7,9,4
False,Nate Stanley,2019,QB,iowa,4,13,399.0,237.0,59.4,2951.0,7.4,16.0,7.0,131.25,30.7,227.0,nate_stanley_iowa,76.0,7.0,0.09,1.0,5.85,0.54,7,2951,475,2958,6.23,227.5,10,3
False,Nate Yarnell,2022,QB,pittsburgh,1,2,14.0,10.0,71.4,195.0,13.9,1.0,0.0,212.0,7.0,97.5,nate_yarnell_pittsburgh,2.0,-10.0,-5.00,0.0,1.00,-5.00,-10,195,16,185,11.56,92.5,9,4
False,Nate Yarnell,2023,QB,pittsburgh,2,4,62.0,41.0,66.1,595.0,9.6,4.0,1.0,164.8,15.5,148.8,nate_yarnell_pittsburgh,19.0,13.0,0.68,1.0,4.75,3.25,13,595,81,608,7.51,152.0,3,9
False,Nate Yarnell,2024,QB,pittsburgh,3,3,19.0,12.0,63.2,135.0,7.1,2.0,0.0,157.58,6.3,45.0,nate_yarnell_pittsburgh,5.0,22.0,4.40,0.0,1.67,7.33,22,135,24,157,6.54,52.3,5,0
False,Nathan Elliott,2016,QB,north_carolina,1,4,9.0,8.0,88.9,55.0,6.1,0.0,0.0,140.22,2.3,13.8,nathan_elliott_north_carolina,1.0,2.0,2.00,0.0,0.25,0.50,2,55,10,57,5.70,14.3,8,5
False,Nathan Elliott,2017,QB,north_carolina,2,5,146.0,75.0,51.4,926.0,6.3,10.0,5.0,120.39,29.2,185.2,nathan_elliott_north_carolina,47.0,134.0,2.85,0.0,9.40,26.80,134,926,193,1060,5.49,212.0,3,9
False,Nathan Elliott,2018,QB,north_carolina,3,10,325.0,201.0,61.8,2169.0,6.7,11.0,9.0,123.54,32.5,216.9,nathan_elliott_north_carolina,39.0,35.0,0.90,0.0,3.90,3.50,35,2169,364,2204,6.05,220.4,2,9
False,Nathan Peterman,2016,QB,pittsburgh,4,13,306.0,185.0,60.5,2855.0,9.3,27.0,7.0,163.37,23.5,219.6,nathan_peterman_pittsburgh,72.0,286.0,3.97,3.0,5.54,22.00,286,2855,378,3141,8.31,241.6,8,5
False,Nathan Priestley,2019,QB,georgia,1,2,2.0,1.0,50.0,2.0,1.0,0.0,0.0,58.4,1.0,1.0,nathan_priestley_georgia,1.0,-1.0,-1.00,0.0,0.50,-0.50,-1,2,3,1,0.33,0.5,12,2
False,Nathan Rourke,2017,QB,ohio,2,13,292.0,161.0,55.1,2203.0,7.5,17.0,7.0,132.94,22.5,169.5,nathan_rourke_ohio,137.0,912.0,6.66,21.0,10.54,70.15,912,2203,429,3115,7.26,239.6,9,4
False,Nathan Rourke,2018,QB,ohio,3,13,274.0,164.0,59.9,2434.0,8.9,23.0,8.0,156.33,21.1,187.2,nathan_rourke_ohio,134.0,860.0,6.42,15.0,10.31,66.15,860,2434,408,3294,8.07,253.4,9,4
False,Nathan Rourke,2019,QB,ohio,4,13,328.0,200.0,61.0,2820.0,8.6,20.0,5.0,150.27,25.2,216.9,nathan_rourke_ohio,154.0,867.0,5.63,13.0,11.85,66.69,867,2820,482,3687,7.65,283.6,7,6
False,Nathan Stanley,2016,QB,iowa,1,5,9.0,5.0,55.6,62.0,6.9,0.0,0.0,113.43,1.8,12.4,nathan_stanley_iowa,,,,,,,0,62,9,62,6.89,12.4,8,5
False,Navy Shuler,2022,QB,tennessee,2,1,,,,,,,,,,,navy_shuler_tennessee,1.0,-18.0,-18.00,0.0,1.00,-18.00,-18,0,1,-18,-18.00,-18.0,11,2
False,Navy Shuler,2023,QB,tennessee,3,1,1.0,1.0,100.0,-1.0,-1.0,0.0,0.0,91.6,1.0,-1.0,navy_shuler_tennessee,2.0,15.0,7.50,0.0,2.00,15.00,15,-1,3,14,4.67,14.0,9,4
False,Navy Shuler,2024,QB,tennessee,4,1,,,,,,,,,,,navy_shuler_tennessee,1.0,6.0,6.00,0.0,1.00,6.00,6,0,1,6,6.00,6.0,4,1
False,Nevan Cremascoli,2022,QB,northern_illinois,1,4,102.0,49.0,48.0,600.0,5.9,5.0,7.0,99.9,25.5,150.0,nevan_cremascoli_northern_illinois,9.0,10.0,1.11,0.0,2.25,2.50,10,600,111,610,5.50,152.5,3,9
False,Nic Shimonek,2016,QB,texas_tech,3,4,58.0,38.0,65.5,464.0,8.0,6.0,1.0,163.41,14.5,116.0,nic_shimonek_texas_tech,5.0,-31.0,-6.20,0.0,1.25,-7.75,-31,464,63,433,6.87,108.3,5,7
False,Nic Shimonek,2017,QB,texas_tech,4,13,493.0,328.0,66.5,3963.0,8.0,33.0,10.0,152.09,37.9,304.8,nic_shimonek_texas_tech,59.0,-66.0,-1.12,1.0,4.54,-5.08,-66,3963,552,3897,7.06,299.8,6,7
False,Nicco Marchiol,2022,QB,west_virginia,1,2,13.0,4.0,30.8,61.0,4.7,1.0,0.0,95.56,6.5,30.5,nicco_marchiol_west_virginia,6.0,32.0,5.33,0.0,3.00,16.00,32,61,19,93,4.89,46.5,5,7
False,Nicco Marchiol,2023,QB,west_virginia,1,9,53.0,30.0,56.6,247.0,4.7,2.0,3.0,96.87,5.9,27.4,nicco_marchiol_west_virginia,38.0,133.0,3.50,1.0,4.22,14.78,133,247,91,380,4.18,42.2,9,4
False,Nicco Marchiol,2024,QB,west_virginia,2,4,5.0,4.0,80.0,22.0,4.4,1.0,1.0,142.96,1.3,5.5,nicco_marchiol_west_virginia,11.0,63.0,5.73,1.0,2.75,15.75,63,22,16,85,5.31,21.3,3,2
False,Nicholas Vattiato,2021,QB,middle_tennessee,1,6,171.0,115.0,67.3,1047.0,6.1,7.0,6.0,125.17,28.5,174.5,nicholas_vattiato_middle_tennessee,25.0,27.0,1.08,0.0,4.17,4.50,27,1047,196,1074,5.48,179.0,7,6
False,Nicholas Vattiato,2022,QB,middle_tennessee,2,2,46.0,30.0,65.2,293.0,6.4,0.0,1.0,114.38,23.0,146.5,nicholas_vattiato_middle_tennessee,24.0,13.0,0.54,0.0,12.00,6.50,13,293,70,306,4.37,153.0,8,5
False,Nicholas Vattiato,2023,QB,middle_tennessee,2,12,428.0,286.0,66.8,3092.0,7.2,23.0,13.0,139.16,35.7,257.7,nicholas_vattiato_middle_tennessee,139.0,397.0,2.86,2.0,11.58,33.08,397,3092,567,3489,6.15,290.8,4,8
False,Nicholas Vattiato,2024,QB,middle_tennessee,3,6,202.0,131.0,64.9,1561.0,7.7,7.0,5.0,136.25,33.7,260.2,nicholas_vattiato_middle_tennessee,46.0,-17.0,-0.37,0.0,7.67,-2.83,-17,1561,248,1544,6.23,257.3,1,5
False,Nick Ast,2019,QB,kansas_state,2,5,3.0,3.0,100.0,28.0,9.3,0.0,0.0,178.4,0.6,5.6,nick_ast_kansas_state,2.0,1.0,0.50,0.0,0.40,0.20,1,28,5,29,5.80,5.8,8,5
True,Nick Ast,2020,QB,kansas_state,3,3,14.0,7.0,50.0,53.0,3.8,0.0,0.0,81.8,4.7,17.7,nick_ast_kansas_state,6.0,-19.0,-3.17,0.0,2.00,-6.33,-19,53,20,34,1.70,11.3,4,6
True,Nick Evers,2022,QB,oklahoma,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nick_evers_oklahoma,,,,,,,0,0,1,0,0.00,0.0,6,7
False,Nick Evers,2024,QB,connecticut,2,4,72.0,37.0,51.4,347.0,4.8,2.0,2.0,95.48,18.0,86.8,nick_evers_connecticut,42.0,172.0,4.10,2.0,10.50,43.00,172,347,114,519,4.55,129.8,4,2
False,Nick Fitzgerald,2016,QB,mississippi_state,2,13,361.0,196.0,54.3,2423.0,6.7,21.0,10.0,124.33,27.8,186.4,nick_fitzgerald_mississippi_state,195.0,1375.0,7.05,16.0,15.00,105.77,1375,2423,556,3798,6.83,292.2,6,7
False,Nick Fitzgerald,2017,QB,mississippi_state,3,12,286.0,159.0,55.6,1782.0,6.2,15.0,11.0,117.55,23.8,148.5,nick_fitzgerald_mississippi_state,162.0,984.0,6.07,14.0,13.50,82.00,984,1782,448,2766,6.17,230.5,9,4
False,Nick Fitzgerald,2018,QB,mississippi_state,4,12,281.0,145.0,51.6,1767.0,6.3,16.0,9.0,116.8,23.4,147.3,nick_fitzgerald_mississippi_state,221.0,1121.0,5.07,13.0,18.42,93.42,1121,1767,502,2888,5.75,240.7,8,5
False,Nick Holley,2016,QB,kent_state,3,11,146.0,72.0,49.3,868.0,5.9,4.0,3.0,104.19,13.3,78.9,nick_holley_kent_state,195.0,920.0,4.72,10.0,17.73,83.64,920,868,341,1788,5.24,162.5,3,9
False,Nick Holley,2017,QB,kent_state,4,3,20.0,9.0,45.0,106.0,5.3,2.0,0.0,122.52,6.7,35.3,nick_holley_kent_state,35.0,207.0,5.91,1.0,11.67,69.00,207,106,55,313,5.69,104.3,2,10
False,Nick Jeanty,2016,QB,new_mexico_state,2,4,15.0,10.0,66.7,108.0,7.2,2.0,0.0,171.15,3.8,27.0,nick_jeanty_new_mexico_state,5.0,-1.0,-0.20,0.0,1.25,-0.25,-1,108,20,107,5.35,26.8,3,9
False,Nick Jeanty,2017,QB,new_mexico_state,3,3,72.0,48.0,66.7,389.0,5.4,1.0,4.0,105.53,24.0,129.7,nick_jeanty_new_mexico_state,11.0,44.0,4.00,0.0,3.67,14.67,44,389,83,433,5.22,144.3,7,6
False,Nick Jeanty,2018,QB,new_mexico_state,4,5,13.0,3.0,23.1,10.0,0.8,0.0,1.0,14.16,2.6,2.0,nick_jeanty_new_mexico_state,,,,,,,0,10,13,10,0.77,2.0,3,9
False,Nick Johns,2017,QB,akron,2,8,2.0,1.0,50.0,4.0,2.0,0.0,0.0,66.8,0.3,0.5,nick_johns_akron,,,,,,,0,4,2,4,2.00,0.5,7,7
False,Nick Kargman,2020,QB,western_michigan,1,1,3.0,1.0,33.3,4.0,1.3,0.0,0.0,44.53,3.0,4.0,nick_kargman_western_michigan,,,,,,,0,4,3,4,1.33,4.0,4,2
False,Nick Mullens,2016,QB,southern_mississippi,4,11,384.0,243.0,63.3,3272.0,8.5,24.0,11.0,149.76,34.9,297.5,nick_mullens_southern_mississippi,51.0,-54.0,-1.06,4.0,4.64,-4.91,-54,3272,435,3218,7.40,292.5,7,6
False,Nick Nash,2019,QB,san_jose_state,1,6,17.0,12.0,70.6,133.0,7.8,2.0,0.0,175.13,2.8,22.2,nick_nash_san_jose_state,40.0,255.0,6.38,3.0,6.67,42.50,255,133,57,388,6.81,64.7,5,7
False,Nick Nash,2020,QB,san_jose_state,2,8,34.0,20.0,58.8,213.0,6.3,2.0,2.0,119.1,4.3,26.6,nick_nash_san_jose_state,40.0,204.0,5.10,1.0,5.00,25.50,204,213,74,417,5.64,52.1,7,1
False,Nick Nash,2021,QB,san_jose_state,3,11,138.0,74.0,53.6,971.0,7.0,6.0,3.0,122.72,12.5,88.3,nick_nash_san_jose_state,68.0,386.0,5.68,1.0,6.18,35.09,386,971,206,1357,6.59,123.4,5,7
True,Nick Patti,2016,QB,ucf,4,12,23.0,12.0,52.2,137.0,6.0,0.0,0.0,102.21,1.9,11.4,nick_patti_ucf,11.0,47.0,4.27,1.0,0.92,3.92,47,137,34,184,5.41,15.3,6,7
False,Nick Patti,2019,QB,pittsburgh,1,6,43.0,26.0,60.5,301.0,7.0,3.0,1.0,137.64,7.2,50.2,nick_patti_pittsburgh,5.0,27.0,5.40,0.0,0.83,4.50,27,301,48,328,6.83,54.7,8,5
False,Nick Patti,2020,QB,pittsburgh,2,2,5.0,2.0,40.0,17.0,3.4,0.0,0.0,68.56,2.5,8.5,nick_patti_pittsburgh,7.0,11.0,1.57,2.0,3.50,5.50,11,17,12,28,2.33,14.0,6,5
False,Nick Patti,2021,QB,pittsburgh,3,9,19.0,14.0,73.7,161.0,8.5,0.0,0.0,144.86,2.1,17.9,nick_patti_pittsburgh,4.0,36.0,9.00,2.0,0.44,4.00,36,161,23,197,8.57,21.9,11,3
False,Nick Patti,2022,QB,pittsburgh,4,3,61.0,29.0,47.5,304.0,5.0,2.0,1.0,96.95,20.3,101.3,nick_patti_pittsburgh,14.0,59.0,4.21,0.0,4.67,19.67,59,304,75,363,4.84,121.0,9,4
False,Nick Poulos,2024,QB,ohio,3,2,23.0,10.0,43.5,135.0,5.9,0.0,1.0,84.09,11.5,67.5,nick_poulos_ohio,13.0,62.0,4.77,0.0,6.50,31.00,62,135,36,197,5.47,98.5,3,2
False,Nick Schuessler,2016,QB,clemson,4,6,33.0,23.0,69.7,334.0,10.1,3.0,0.0,184.72,5.5,55.7,nick_schuessler_clemson,9.0,31.0,3.44,0.0,1.50,5.17,31,334,42,365,8.69,60.8,14,1
False,Nick Sipe,2018,QB,purdue,1,3,1.0,1.0,100.0,3.0,3.0,0.0,0.0,125.2,0.3,1.0,nick_sipe_purdue,,,,,,,0,3,1,3,3.00,1.0,6,7
False,Nick Smith,2017,QB,wyoming,3,7,74.0,40.0,54.1,471.0,6.4,2.0,2.0,111.03,10.6,67.3,nick_smith_wyoming,20.0,22.0,1.10,1.0,2.86,3.14,22,471,94,493,5.24,70.4,8,5
False,Nick Smith,2018,QB,wyoming,4,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,nick_smith_wyoming,,,,,,,0,0,2,0,0.00,0.0,6,6
