transfer,name,season,pos,team_name,yr,g,passing_att,passing_comp,passing_pct.,passing_yards,passing_yards/att,passing_td,passing_int,passing_rating,passing_att/g,passing_yards/g,player_id,rushing_att,rushing_yards,rushing_avg.,rushing_td,rushing_att/g,rushing_yards/g
False,Jaxon Dailey,2023,QB,arkansas_state,FR,5,33,17,51.5,137,4.2,0,0,86.4,6.6,27.4,jaxon_dailey_arkansas_state,11,29,2.64,0,2.20,5.80
True,Jaxson Dart,2021,QB,usc,FR,6,189,117,61.9,1353,7.2,9,5,132.47,31.5,225.5,jaxson_dart_usc,22,43,1.95,2,3.67,7.17
False,Jaxson Dart,2022,QB,mississippi,SO,13,362,226,62.4,2974,8.2,20,11,143.59,27.8,228.8,jaxson_dart_mississippi,128,614,4.80,1,9.85,47.23
False,Jaxson Dart,2023,QB,mississippi,JR,13,358,233,65.1,3364,9.4,23,5,162.42,27.5,258.8,jaxson_dart_mississippi,119,389,3.27,8,9.15,29.92
False,Jaxson Dart,2024,QB,mississippi,SR,6,173,127,73.4,2100,12.1,13,2,197.87,28.8,350.0,jaxson_dart_mississippi,44,156,3.55,3,7.33,26.00
False,Jay Butterfield,2023,QB,san_jose_state,SO,4,11,7,63.6,80,7.3,1,0,154.73,2.8,20.0,jay_butterfield_san_jose_state,2,-2,-1.00,0,0.50,-0.50
False,Jay Urich,2018,QB,south_carolina,FR,1,1,1,100.0,9,9.0,0,0,175.6,1.0,9.0,jay_urich_south_carolina,1,14,14.00,0,1.00,14.00
False,Jay Woolfolk,2021,QB,virginia,FR,5,41,22,53.7,245,6.0,0,2,94.1,8.2,49.0,jay_woolfolk_virginia,24,72,3.00,0,4.80,14.40
False,Jay Woolfolk,2022,QB,virginia,SO,4,2,0,0.0,0,0.0,0,0,0.0,0.5,0.0,jay_woolfolk_virginia,2,32,16.00,0,0.50,8.00
False,Jayden Clemons,2022,QB,wyoming,SO,5,29,12,41.4,145,5.0,1,3,74.07,5.8,29.0,jayden_clemons_wyoming,15,68,4.53,1,3.00,13.60
False,Jayden Daniels,2019,QB,arizona_state,FR,12,338,205,60.7,2943,8.7,17,2,149.21,28.2,245.3,jayden_daniels_arizona_state,125,355,2.84,3,10.42,29.58
False,Jayden Daniels,2020,QB,arizona_state,SO,4,84,49,58.3,701,8.3,5,1,145.69,21.0,175.3,jayden_daniels_arizona_state,33,223,6.76,4,8.25,55.75
True,Jayden Daniels,2021,QB,arizona_state,JR,13,301,197,65.4,2380,7.9,10,10,136.19,23.2,183.1,jayden_daniels_arizona_state,138,710,5.14,6,10.62,54.62
False,Jayden Daniels,2022,QB,lsu,JR,14,388,266,68.6,2913,7.5,17,3,144.54,27.7,208.1,jayden_daniels_lsu,186,885,4.76,11,13.29,63.21
False,Jayden Daniels,2023,QB,lsu,SR,12,327,236,72.2,3812,11.7,40,4,208.01,27.3,317.7,jayden_daniels_lsu,135,1134,8.40,10,11.25,94.50
False,Jayden Denegal,2023,QB,michigan,SO,6,5,4,80.0,50,10.0,1,0,230.0,0.8,8.3,jayden_denegal_michigan,4,10,2.50,0,0.67,1.67
True,Jayden Maiava,2023,QB,unlv,FR,14,353,224,63.5,3085,8.7,17,10,147.09,25.2,220.4,jayden_maiava_unlv,73,277,3.79,3,5.21,19.79
False,Jayden Maiava,2024,QB,usc,SO,2,11,8,72.7,66,6.0,0,0,123.13,5.5,33.0,jayden_maiava_usc,2,14,7.00,1,1.00,7.00
False,Jayden Mandal,2024,QB,fresno_state,FR,4,3,1,33.3,8,2.7,0,1,-10.94,0.8,2.0,jayden_mandal_fresno_state,1,-7,-7.00,0,0.25,-1.75
False,Jayden de Laura,2020,QB,washington_state,FR,4,129,78,60.5,886,6.9,5,4,124.75,32.3,221.5,jayden_de_laura_washington_state,28,34,1.21,2,7.00,8.50
True,Jayden de Laura,2021,QB,washington_state,SO,12,359,227,63.2,2789,7.8,23,9,144.62,29.9,232.4,jayden_de_laura_washington_state,46,67,1.46,3,3.83,5.58
False,Jayden de Laura,2022,QB,arizona,SO,12,435,272,62.5,3685,8.5,25,13,146.68,36.3,307.1,jayden_de_laura_arizona,74,122,1.65,4,6.17,10.17
False,Jayden de Laura,2023,QB,arizona,JR,7,128,89,69.5,1120,8.8,10,5,161.0,18.3,160.0,jayden_de_laura_arizona,21,121,5.76,3,3.00,17.29
False,Jaylen Gipson,2018,QB,texas_state,FR,5,6,3,50.0,12,2.0,0,0,66.8,1.2,2.4,jaylen_gipson_texas_state,7,24,3.43,0,1.40,4.80
False,Jaylen Henderson,2021,QB,fresno_state,FR,3,8,5,62.5,49,6.1,0,0,113.95,2.7,16.3,jaylen_henderson_fresno_state,14,68,4.86,0,4.67,22.67
False,Jaylen Henderson,2023,QB,texas_a&m,SO,5,78,53,67.9,715,9.2,6,2,165.2,15.6,143.0,jaylen_henderson_texas_a&m,41,104,2.54,2,8.20,20.80
False,Jaylen Raynor,2023,QB,arkansas_state,FR,11,285,166,58.2,2550,8.9,17,7,148.17,25.9,231.8,jaylen_raynor_arkansas_state,123,373,3.03,5,11.18,33.91
False,Jaylen Raynor,2024,QB,arkansas_state,SO,5,167,99,59.3,1125,6.7,4,5,117.78,33.4,225.0,jaylen_raynor_arkansas_state,52,135,2.60,2,10.40,27.00
False,Jaylin Nelson,2017,QB,texas_state,FR,7,1,1,100.0,69,69.0,1,0,1009.6,0.1,9.9,jaylin_nelson_texas_state,25,98,3.92,0,3.57,14.00
False,Jaylon Henderson,2018,QB,boise_state,JR,3,1,1,100.0,14,14.0,0,0,217.6,0.3,4.7,jaylon_henderson_boise_state,8,54,6.75,0,2.67,18.00
False,Jaylon Henderson,2019,QB,boise_state,SR,9,143,89,62.2,1080,7.6,12,2,150.57,15.9,120.0,jaylon_henderson_boise_state,46,156,3.39,2,5.11,17.33
False,"Jeff George, Jr.",2016,QB,illinois,FR,5,94,38,40.4,470,5.0,4,5,85.83,18.8,94.0,"jeff_george,_jr._illinois",10,-50,-5.00,0,2.00,-10.00
False,"Jeff George, Jr.",2017,QB,illinois,SO,7,181,94,51.9,1273,7.0,7,10,112.72,25.9,181.9,"jeff_george,_jr._illinois",27,-81,-3.00,0,3.86,-11.57
False,Jeff Sims,2020,QB,georgia_tech,FR,10,257,141,54.9,1881,7.3,13,13,122.91,25.7,188.1,jeff_sims_georgia_tech,120,492,4.10,6,12.00,49.20
False,Jeff Sims,2021,QB,georgia_tech,FR,8,188,113,60.1,1468,7.8,12,7,139.32,23.5,183.5,jeff_sims_georgia_tech,70,371,5.30,4,8.75,46.38
True,Jeff Sims,2022,QB,georgia_tech,SO,7,188,110,58.5,1115,5.9,5,3,113.92,26.9,159.3,jeff_sims_georgia_tech,87,292,3.36,1,12.43,41.71
True,Jeff Sims,2023,QB,nebraska,JR,5,47,28,59.6,282,6.0,1,6,91.46,9.4,56.4,jeff_sims_nebraska,42,189,4.50,1,8.40,37.80
False,"Jeff Undercuffler, Jr.",2022,QB,akron,JR,7,120,70,58.3,791,6.6,5,5,119.12,17.1,113.0,"jeff_undercuffler,_jr._akron",17,-83,-4.88,0,2.43,-11.86
False,"Jeff Undercuffler, Jr.",2023,QB,akron,SR,10,224,138,61.6,1378,6.2,4,9,111.14,22.4,137.8,"jeff_undercuffler,_jr._akron",26,-201,-7.73,1,2.60,-20.10
False,Jemel Jones,2019,QB,army,FR,2,4,3,75.0,43,10.8,0,1,115.3,2.0,21.5,jemel_jones_army,12,42,3.50,1,6.00,21.00
False,Jemel Jones,2020,QB,army,SO,5,19,9,47.4,156,8.2,2,2,130.03,3.8,31.2,jemel_jones_army,42,238,5.67,3,8.40,47.60
False,Jemel Jones,2021,QB,army,JR,4,13,7,53.8,135,10.4,1,1,151.08,3.3,33.8,jemel_jones_army,30,124,4.13,1,7.50,31.00
False,Jemel Jones,2022,QB,army,SR,8,38,13,34.2,250,6.6,1,1,92.9,4.8,31.3,jemel_jones_army,72,326,4.53,7,9.00,40.75
False,Jensen Jones,2022,QB,air_force,JR,7,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,jensen_jones_air_force,14,82,5.86,2,2.00,11.71
False,Jensen Jones,2023,QB,air_force,SR,10,15,5,33.3,160,10.7,0,1,109.6,1.5,16.0,jensen_jones_air_force,47,233,4.96,4,4.70,23.30
False,Jeremiah Salem,2024,QB,eastern_michigan,JR,2,5,5,100.0,102,20.4,1,0,337.36,2.5,51.0,jeremiah_salem_eastern_michigan,1,5,5.00,0,0.50,2.50
False,Jeremy Hunt,2020,QB,louisiana-monroe,JR,7,129,70,54.3,742,5.8,6,4,111.73,18.4,106.0,jeremy_hunt_louisiana-monroe,35,18,0.51,1,5.00,2.57
False,Jeremy Johnson,2016,QB,auburn,SR,5,47,27,57.4,312,6.6,1,2,111.72,9.4,62.4,jeremy_johnson_auburn,15,33,2.20,2,3.00,6.60
True,Jeremy Moussa,2018,QB,hawai'i,FR,2,9,4,44.4,77,8.6,1,0,152.98,4.5,38.5,jeremy_moussa_hawai'i,1,-1,-1.00,0,0.50,-0.50
False,Jerod Evans,2016,QB,virginia_tech,JR,14,422,268,63.5,3552,8.4,29,8,153.1,30.1,253.7,jerod_evans_virginia_tech,204,846,4.15,12,14.57,60.43
False,Jesse Ertz,2016,QB,kansas_state,JR,13,264,152,57.6,1755,6.6,9,4,121.64,20.3,135.0,jesse_ertz_kansas_state,183,1012,5.53,12,14.08,77.85
False,Jesse Ertz,2017,QB,kansas_state,SR,5,100,55,55.0,930,9.3,7,3,150.22,20.0,186.0,jesse_ertz_kansas_state,65,336,5.17,3,13.00,67.20
False,Jett Duffey,2017,QB,texas_tech,FR,1,2,2,100.0,16,8.0,0,0,167.2,2.0,16.0,jett_duffey_texas_tech,4,6,1.50,0,4.00,6.00
False,Jett Duffey,2018,QB,texas_tech,SO,8,154,104,67.5,1221,7.9,8,6,143.48,19.3,152.6,jett_duffey_texas_tech,79,369,4.67,4,9.88,46.13
False,Jett Duffey,2019,QB,texas_tech,JR,10,367,239,65.1,2840,7.7,18,5,143.59,36.7,284.0,jett_duffey_texas_tech,72,212,2.94,1,7.20,21.20
False,Jiya Wright,2021,QB,louisiana-monroe,SO,4,20,10,50.0,164,8.2,2,2,131.88,5.0,41.0,jiya_wright_louisiana-monroe,33,145,4.39,1,8.25,36.25
False,Jiya Wright,2023,QB,louisiana-monroe,SR,12,204,107,52.5,1246,6.1,10,8,112.1,17.0,103.8,jiya_wright_louisiana-monroe,99,264,2.67,2,8.25,22.00
False,JoVoni Johnson,2019,QB,rice,FR,4,18,10,55.6,97,5.4,1,0,119.16,4.5,24.3,jovoni_johnson_rice,27,159,5.89,2,6.75,39.75
False,JoVoni Johnson,2020,QB,rice,FR,4,37,27,73.0,225,6.1,1,0,132.97,9.3,56.3,jovoni_johnson_rice,26,83,3.19,0,6.50,20.75
False,Joe Burrow,2016,QB,ohio_state,FR,6,28,22,78.6,226,8.1,2,0,169.94,4.7,37.7,joe_burrow_ohio_state,12,58,4.83,1,2.00,9.67
True,Joe Burrow,2017,QB,ohio_state,SO,5,11,7,63.6,61,5.5,0,0,110.22,2.2,12.2,joe_burrow_ohio_state,3,-5,-1.67,0,0.60,-1.00
False,Joe Burrow,2018,QB,lsu,JR,13,379,219,57.8,2894,7.6,16,5,133.21,29.2,222.6,joe_burrow_lsu,128,399,3.12,7,9.85,30.69
False,Joe Burrow,2019,QB,lsu,SR,15,527,402,76.3,5671,10.8,60,6,201.96,35.1,378.1,joe_burrow_lsu,115,368,3.20,5,7.67,24.53
False,Joe Critchlow,2017,QB,byu,FR,6,101,55,54.5,642,6.4,3,4,109.73,16.8,107.0,joe_critchlow_byu,15,-49,-3.27,0,2.50,-8.17
False,Joe Critchlow,2019,QB,byu,SO,3,12,9,75.0,73,6.1,0,0,126.1,4.0,24.3,joe_critchlow_byu,2,-3,-1.50,0,0.67,-1.00
False,Joe Fagnano,2023,QB,connecticut,SR,2,35,18,51.4,173,4.9,0,1,87.24,17.5,86.5,joe_fagnano_connecticut,16,32,2.00,0,8.00,16.00
False,Joe Fagnano,2024,QB,connecticut,SR,6,98,57,58.2,999,10.2,11,3,174.71,16.3,166.5,joe_fagnano_connecticut,19,51,2.68,1,3.17,8.50
False,Joe Hubener,2016,QB,kansas_state,SR,6,39,22,56.4,275,7.1,1,1,118.97,6.5,45.8,joe_hubener_kansas_state,21,20,0.95,2,3.50,3.33
True,Joe Labas,2022,QB,iowa,FR,1,24,14,58.3,139,5.8,1,0,120.73,24.0,139.0,joe_labas_iowa,4,11,2.75,0,4.00,11.00
False,Joe Labas,2024,QB,central_michigan,JR,5,151,88,58.3,1078,7.1,7,7,124.28,30.2,215.6,joe_labas_central_michigan,20,19,0.95,0,4.00,3.80
False,Joe Milton,2018,QB,michigan,FR,4,4,3,75.0,58,14.5,0,1,146.8,1.0,14.5,joe_milton_michigan,7,31,4.43,1,1.75,7.75
False,Joe Milton,2019,QB,michigan,SO,4,7,3,42.9,59,8.4,1,1,132.23,1.8,14.8,joe_milton_michigan,5,16,3.20,1,1.25,4.00
False,Joe Milton,2020,QB,michigan,JR,6,141,80,56.7,1077,7.6,4,4,124.59,23.5,179.5,joe_milton_michigan,38,109,2.87,1,6.33,18.17
False,Joe Milton III,2021,QB,tennessee,JR,8,62,32,51.6,375,6.0,2,0,113.06,7.8,46.9,joe_milton_iii_tennessee,28,129,4.61,2,3.50,16.13
False,Joe Milton III,2022,QB,tennessee,SR,9,82,53,64.6,971,11.8,10,0,204.33,9.1,107.9,joe_milton_iii_tennessee,18,77,4.28,0,2.00,8.56
False,Joe Milton III,2023,QB,tennessee,SR,12,354,229,64.7,2813,7.9,20,5,147.27,29.5,234.4,joe_milton_iii_tennessee,78,299,3.83,7,6.50,24.92
False,Joe Mischler,2019,QB,ohio,FR,3,3,1,33.3,23,7.7,0,1,31.06,1.0,7.7,joe_mischler_ohio,2,8,4.00,0,0.67,2.67
False,Joe Thompson,2017,QB,charlotte,FR,1,1,0,0.0,0,0.0,0,0,0.0,1.0,0.0,joe_thompson_charlotte,2,-12,-6.00,0,2.00,-12.00
False,Joel Lanning,2016,QB,iowa_state,JR,12,169,99,58.6,1290,7.6,9,3,136.72,14.1,107.5,joel_lanning_iowa_state,121,518,4.28,11,10.08,43.17
False,Joey Aguilar,2023,QB,appalachian_state,JR,14,460,293,63.7,3757,8.2,33,10,151.62,32.9,268.4,joey_aguilar_appalachian_state,81,245,3.02,3,5.79,17.50
False,Joey Aguilar,2024,QB,appalachian_state,SR,5,208,119,57.2,1523,7.3,8,5,126.59,41.6,304.6,joey_aguilar_appalachian_state,27,88,3.26,2,5.40,17.60
False,Joey Gatewood,2018,QB,auburn,FR,1,1,0,0.0,0,0.0,0,0,0.0,1.0,0.0,joey_gatewood_auburn,3,28,9.33,0,3.00,28.00
True,Joey Gatewood,2019,QB,auburn,FR,7,7,5,71.4,54,7.7,2,0,230.51,1.0,7.7,joey_gatewood_auburn,29,148,5.10,3,4.14,21.14
True,Joey Gatewood,2020,QB,kentucky,SO,7,35,17,48.6,109,3.1,0,1,69.02,5.0,15.6,joey_gatewood_kentucky,25,62,2.48,0,3.57,8.86
True,Joey Gatewood,2021,QB,ucf,JR,10,8,2,25.0,17,2.1,1,0,84.1,0.8,1.7,joey_gatewood_ucf,28,142,5.07,1,2.80,14.20
True,Joey Yellen,2019,QB,arizona_state,FR,1,44,28,63.6,292,6.6,4,2,140.29,44.0,292.0,joey_yellen_arizona_state,1,-5,-5.00,0,1.00,-5.00
True,Joey Yellen,2020,QB,pittsburgh,FR,6,78,35,44.9,402,5.2,1,3,84.7,13.0,67.0,joey_yellen_pittsburgh,5,-45,-9.00,0,0.83,-7.50
False,Joey Yellen,2022,QB,hawai'i,JR,4,87,40,46.0,324,3.7,0,2,72.66,21.8,81.0,joey_yellen_hawai'i,7,-45,-6.43,0,1.75,-11.25
False,John Busha,2023,QB,air_force,SO,4,19,9,47.4,152,8.0,0,1,104.04,4.8,38.0,john_busha_air_force,13,11,0.85,1,3.25,2.75
False,John Busha,2024,QB,air_force,JR,5,54,19,35.2,240,4.4,0,3,61.41,10.8,48.0,john_busha_air_force,60,141,2.35,0,12.00,28.20
True,John Franklin III,2016,QB,auburn,JR,13,26,14,53.8,204,7.8,1,0,132.45,2.0,15.7,john_franklin_iii_auburn,46,430,9.35,2,3.54,33.08
False,John Holcombe II,2019,QB,kansas_state,FR,3,3,1,33.3,9,3.0,0,0,58.53,1.0,3.0,john_holcombe_ii_kansas_state,13,71,5.46,0,4.33,23.67
False,John Kolar,2016,QB,oklahoma_state,FR,1,2,1,50.0,8,4.0,0,0,83.6,2.0,8.0,john_kolar_oklahoma_state,2,18,9.00,0,2.00,18.00
False,John Mateer,2022,QB,washington_state,FR,1,2,2,100.0,32,16.0,1,0,399.4,2.0,32.0,john_mateer_washington_state,4,58,14.50,0,4.00,58.00
False,John Mateer,2023,QB,washington_state,FR,11,17,13,76.5,235,13.8,2,1,219.65,1.5,21.4,john_mateer_washington_state,21,92,4.38,3,1.91,8.36
False,John Mateer,2024,QB,washington_state,SO,5,153,89,58.2,1429,9.3,13,5,158.13,30.6,285.8,john_mateer_washington_state,77,453,5.88,5,15.40,90.60
False,John O'Korn,2016,QB,michigan,SR,8,34,20,58.8,173,5.1,2,0,120.97,4.3,21.6,john_o'korn_michigan,12,31,2.58,0,1.50,3.88
False,John O'Korn,2017,QB,michigan,SR,10,157,84,53.5,973,6.2,2,6,102.11,15.7,97.3,john_o'korn_michigan,44,-54,-1.23,0,4.40,-5.40
False,John Paddock,2018,QB,ball_state,FR,1,6,5,83.3,43,7.2,0,0,143.53,6.0,43.0,john_paddock_ball_state,2,-10,-5.00,0,2.00,-10.00
False,John Paddock,2021,QB,ball_state,JR,2,26,18,69.2,132,5.1,0,1,104.19,13.0,66.0,john_paddock_ball_state,2,-9,-4.50,0,1.00,-4.50
True,John Paddock,2022,QB,ball_state,JR,12,481,287,59.7,2713,5.6,18,14,113.58,40.1,226.1,john_paddock_ball_state,27,-84,-3.11,0,2.25,-7.00
False,John Paddock,2023,QB,illinois,SR,7,143,85,59.4,1278,8.9,9,3,151.08,20.4,182.6,john_paddock_illinois,12,-39,-3.25,0,1.71,-5.57
False,John Rhys Plumlee,2019,QB,mississippi,FR,9,150,79,52.7,910,6.1,4,3,108.43,16.7,101.1,john_rhys_plumlee_mississippi,154,1023,6.64,12,17.11,113.67
False,John Rhys Plumlee,2020,QB,mississippi,SO,7,7,5,71.4,65,9.3,1,0,196.57,1.0,9.3,john_rhys_plumlee_mississippi,25,94,3.76,0,3.57,13.43
False,John Rhys Plumlee,2022,QB,ucf,SR,13,346,218,63.0,2586,7.5,14,8,134.52,26.6,198.9,john_rhys_plumlee_ucf,159,862,5.42,11,12.23,66.31
False,John Rhys Plumlee,2023,QB,ucf,SR,10,256,161,62.9,2271,8.9,15,8,150.49,25.6,227.1,john_rhys_plumlee_ucf,106,505,4.76,5,10.60,50.50
False,John Stephen Jones,2018,QB,arkansas,FR,3,6,1,16.7,5,0.8,0,1,-9.66,2.0,1.7,john_stephen_jones_arkansas,2,15,7.50,0,0.67,5.00
False,John Stephen Jones,2019,QB,arkansas,FR,3,26,13,50.0,101,3.9,2,1,100.32,8.7,33.7,john_stephen_jones_arkansas,11,22,2.00,0,3.67,7.33
False,John Urzua,2016,QB,middle_tennessee,FR,5,131,78,59.5,816,6.2,8,8,119.8,26.2,163.2,john_urzua_middle_tennessee,8,-48,-6.00,0,1.60,-9.60
False,John Urzua,2017,QB,middle_tennessee,SO,6,220,136,61.8,1522,6.9,7,9,122.25,36.7,253.7,john_urzua_middle_tennessee,22,-10,-0.45,0,3.67,-1.67
False,John White,2024,QB,southern_mississippi,FR,2,23,12,52.2,211,9.2,0,2,111.84,11.5,105.5,john_white_southern_mississippi,8,-20,-2.50,1,4.00,-10.00
False,John Wolford,2016,QB,wake_forest,JR,12,299,166,55.5,1774,5.9,9,10,108.6,24.9,147.8,john_wolford_wake_forest,130,521,4.01,6,10.83,43.42
False,John Wolford,2017,QB,wake_forest,SR,12,374,239,63.9,3192,8.5,29,6,157.97,31.2,266.0,john_wolford_wake_forest,140,683,4.88,10,11.67,56.92
False,Johnathan Bennett,2019,QB,liberty,FR,2,5,2,40.0,11,2.2,0,0,58.48,2.5,5.5,johnathan_bennett_liberty,1,2,2.00,0,0.50,1.00
False,Johnathan Bennett,2020,QB,liberty,FR,4,5,4,80.0,77,15.4,1,1,235.36,1.3,19.3,johnathan_bennett_liberty,2,-3,-1.50,0,0.50,-0.75
False,Johnathan Bennett,2021,QB,liberty,SO,9,33,15,45.5,299,9.1,4,2,149.45,3.7,33.2,johnathan_bennett_liberty,4,2,0.50,1,0.44,0.22
False,Johnathan Bennett,2022,QB,liberty,JR,11,224,131,58.5,1534,6.8,12,9,125.64,20.4,139.5,johnathan_bennett_liberty,76,181,2.38,2,6.91,16.45
False,Johnathan Bennett,2023,QB,liberty,SR,5,6,1,16.7,6,1.0,0,0,25.07,1.2,1.2,johnathan_bennett_liberty,1,2,2.00,0,0.20,0.40
False,Johnathan Brantley,2016,QB,tulane,FR,8,21,8,38.1,51,2.4,0,0,58.5,2.6,6.4,johnathan_brantley_tulane,46,202,4.39,0,5.75,25.25
False,Johnathan Brantley,2017,QB,tulane,SO,6,17,10,58.8,101,5.9,0,1,96.96,2.8,16.8,johnathan_brantley_tulane,34,193,5.68,3,5.67,32.17
False,Johnathan Lewis,2017,QB,rutgers,FR,7,38,14,36.8,167,4.4,2,4,70.08,5.4,23.9,johnathan_lewis_rutgers,36,111,3.08,4,5.14,15.86
False,Johnny Langan,2019,QB,rutgers,FR,11,159,80,50.3,840,5.3,4,9,91.67,14.5,76.4,johnny_langan_rutgers,134,391,2.92,3,12.18,35.55
False,Johnny Langan,2020,QB,rutgers,JR,9,13,10,76.9,92,7.1,2,1,171.76,1.4,10.2,johnny_langan_rutgers,56,201,3.59,4,6.22,22.33
False,Johnny Langan,2021,QB,rutgers,JR,13,9,6,66.7,68,7.6,1,0,166.81,0.7,5.2,johnny_langan_rutgers,34,109,3.21,3,2.62,8.38
False,Johnny Stanton,2016,QB,unlv,JR,6,107,50,46.7,676,6.3,6,6,107.09,17.8,112.7,johnny_stanton_unlv,40,231,5.78,1,6.67,38.50
False,Johnny Stanton,2017,QB,unlv,SR,8,88,55,62.5,724,8.2,4,2,142.06,11.0,90.5,johnny_stanton_unlv,37,96,2.59,2,4.63,12.00
False,Jon Wassink,2017,QB,western_michigan,SO,8,193,124,64.2,1391,7.2,14,4,144.58,24.1,173.9,jon_wassink_western_michigan,41,126,3.07,3,5.13,15.75
False,Jon Wassink,2018,QB,western_michigan,JR,9,245,151,61.6,1994,8.1,16,6,146.65,27.2,221.6,jon_wassink_western_michigan,46,162,3.52,6,5.11,18.00
False,Jon Wassink,2019,QB,western_michigan,SR,13,407,241,59.2,3097,7.6,20,8,135.42,31.3,238.2,jon_wassink_western_michigan,69,319,4.62,3,5.31,24.54
False,Jonah Fitzgerald,2018,QB,old_dominion,FR,1,3,2,66.7,21,7.0,0,0,125.47,3.0,21.0,jonah_fitzgerald_old_dominion,2,3,1.50,0,2.00,3.00
False,Jonah Johnson,2021,QB,new_mexico_state,JR,11,439,257,58.5,2705,6.2,10,8,114.18,39.9,245.9,jonah_johnson_new_mexico_state,130,166,1.28,4,11.82,15.09
False,Jonathan Banks,2017,QB,tulane,JR,11,219,124,56.6,1797,8.2,12,5,139.05,19.9,163.4,jonathan_banks_tulane,148,592,4.00,7,13.45,53.82
False,Jonathan Banks,2018,QB,tulane,SR,7,139,72,51.8,1074,7.7,5,2,125.7,19.9,153.4,jonathan_banks_tulane,78,120,1.54,2,11.14,17.14
False,Jordan Davis,2016,QB,louisiana-lafayette,SO,8,3,2,66.7,7,2.3,0,0,86.27,0.4,0.9,jordan_davis_louisiana-lafayette,7,37,5.29,0,0.88,4.63
True,Jordan Davis,2017,QB,louisiana-lafayette,JR,11,215,122,56.7,1386,6.4,10,8,118.8,19.5,126.0,jordan_davis_louisiana-lafayette,71,347,4.89,5,6.45,31.55
False,Jordan Gehrke,2016,QB,colorado,SR,4,7,4,57.1,38,5.4,0,0,102.74,1.8,9.5,jordan_gehrke_colorado,1,23,23.00,0,0.25,5.75
False,Jordan Hoy,2017,QB,old_dominion,SO,3,19,8,42.1,73,3.8,0,0,74.38,6.3,24.3,jordan_hoy_old_dominion,12,26,2.17,1,4.00,8.67
False,Jordan Love,2017,QB,utah_state,FR,12,235,129,54.9,1631,6.9,8,6,119.31,19.6,135.9,jordan_love_utah_state,46,165,3.59,2,3.83,13.75
False,Jordan Love,2018,QB,utah_state,SO,13,417,267,64.0,3567,8.6,32,6,158.32,32.1,274.4,jordan_love_utah_state,43,63,1.47,7,3.31,4.85
False,Jordan Love,2019,QB,utah_state,JR,13,473,293,61.9,3402,7.2,20,17,129.12,36.4,261.7,jordan_love_utah_state,81,175,2.16,0,6.23,13.46
False,Jordan McCloud,2019,QB,south_florida,FR,12,224,124,55.4,1429,6.4,12,8,119.48,18.7,119.1,jordan_mccloud_south_florida,105,283,2.70,4,8.75,23.58
True,Jordan McCloud,2020,QB,south_florida,SO,8,194,120,61.9,1341,6.9,9,2,133.17,24.3,167.6,jordan_mccloud_south_florida,62,74,1.19,1,7.75,9.25
True,Jordan McCloud,2021,QB,arizona,SO,3,73,48,65.8,481,6.6,2,5,116.44,24.3,160.3,jordan_mccloud_arizona,18,75,4.17,0,6.00,25.00
True,Jordan McCloud,2023,QB,james_madison,SR,13,412,281,68.2,3657,8.9,35,10,165.94,31.7,281.3,jordan_mccloud_james_madison,96,276,2.88,8,7.38,21.23
False,Jordan McCloud,2024,QB,texas_state,SR,5,169,117,69.2,1393,8.2,15,5,161.84,33.8,278.6,jordan_mccloud_texas_state,28,173,6.18,3,5.60,34.60
False,Jordan Moore,2021,QB,duke,FR,10,19,9,47.4,95,5.0,1,0,106.74,1.9,9.5,jordan_moore_duke,44,221,5.02,3,4.40,22.10
False,Jordan Ta'amu,2017,QB,mississippi,JR,8,173,115,66.5,1682,9.7,11,4,164.5,21.6,210.3,jordan_ta'amu_mississippi,57,165,2.89,4,7.13,20.63
False,Jordan Ta'amu,2018,QB,mississippi,SR,12,418,266,63.6,3918,9.4,19,8,153.54,34.8,326.5,jordan_ta'amu_mississippi,116,342,2.95,6,9.67,28.50
True,Jordan Travis,2018,QB,louisville,FR,3,14,4,28.6,71,5.1,1,1,80.45,4.7,23.7,jordan_travis_louisville,8,40,5.00,0,2.67,13.33
False,Jordan Travis,2019,QB,florida_state,FR,4,11,6,54.5,79,7.2,0,0,114.88,2.8,19.8,jordan_travis_florida_state,23,228,9.91,3,5.75,57.00
False,Jordan Travis,2020,QB,florida_state,SO,8,131,72,55.0,1056,8.1,6,6,128.62,16.4,132.0,jordan_travis_florida_state,97,559,5.76,7,12.13,69.88
False,Jordan Travis,2021,QB,florida_state,SO,10,194,122,62.9,1539,7.9,15,6,148.86,19.4,153.9,jordan_travis_florida_state,134,535,3.99,7,13.40,53.50
False,Jordan Travis,2022,QB,florida_state,JR,13,353,226,64.0,3214,9.1,24,5,160.11,27.2,247.2,jordan_travis_florida_state,82,417,5.09,7,6.31,32.08
False,Jordan Travis,2023,QB,florida_state,SR,11,324,207,63.9,2756,8.5,20,2,154.48,29.5,250.5,jordan_travis_florida_state,73,176,2.41,7,6.64,16.00
False,Jordan Weeks,2018,QB,utsa,FR,4,58,26,44.8,241,4.2,1,0,85.42,14.5,60.3,jordan_weeks_utsa,9,-25,-2.78,0,2.25,-6.25
False,Jordan Weeks,2019,QB,utsa,FR,3,66,38,57.6,451,6.8,2,3,115.89,22.0,150.3,jordan_weeks_utsa,10,-6,-0.60,0,3.33,-2.00
