name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name,season,player_id,transfer
Jonathan Banks,SR,QB,7,139,72,51.8,1074,7.7,5,2,125.7,19.9,153.4,tulane,2018,jonathan_banks_tulane,False
Jonathan Ward,FR,RB,8,2,1,50.0,31,15.5,0,0,180.2,0.3,3.9,central_michigan,2016,jonathan_ward_central_michigan,False
Jonathan Ward,SO,RB,13,2,1,50.0,9,4.5,0,0,87.8,0.2,0.7,central_michigan,2017,jonathan_ward_central_michigan,False
Jonathan Ward,JR,RB,9,2,1,50.0,29,14.5,1,0,336.8,0.2,3.2,central_michigan,2018,jonathan_ward_central_michigan,False
Jontre Kirklin,SR,WR,9,11,7,63.6,138,12.5,3,2,222.66,1.2,15.3,lsu,2021,jontre_kirklin_lsu,False
Jordan Burch,SO,EDG,13,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,south_carolina,2021,jordan_burch_south_carolina,False
Jordan Byrd,SR,RB,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,san_diego_state,2022,jordan_byrd_san_diego_state,False
Jordan Chunn,JR,RB,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,troy,2016,jordan_chunn_troy,False
Jordan Davis,SO,QB,8,3,2,66.7,7,2.3,0,0,86.27,0.4,0.9,louisiana-lafayette,2016,jordan_davis_louisiana-lafayette,False
Jordan Davis,JR,QB,11,215,122,56.7,1386,6.4,10,8,118.8,19.5,126.0,louisiana-lafayette,2017,jordan_davis_louisiana-lafayette,True
Jordan Gehrke,SR,QB,4,7,4,57.1,38,5.4,0,0,102.74,1.8,9.5,colorado,2016,jordan_gehrke_colorado,False
Jordan Hoy,SO,QB,3,19,8,42.1,73,3.8,0,0,74.38,6.3,24.3,old_dominion,2017,jordan_hoy_old_dominion,False
Jordan Johnson,SR,RB,12,1,1,100.0,6,6.0,0,0,150.4,0.1,0.5,buffalo,2016,jordan_johnson_buffalo,True
Jordan Jones,FR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,arkansas,2017,jordan_jones_arkansas,False
Jordan Jones,SR,WR,5,1,1,100.0,5,5.0,1,0,472.0,0.2,1.0,cincinnati,2021,jordan_jones_cincinnati,False
Jordan Lasley,SO,WR,11,1,1,100.0,30,30.0,0,0,352.0,0.1,2.7,ucla,2016,jordan_lasley_ucla,False
Jordan Love,FR,QB,12,235,129,54.9,1631,6.9,8,6,119.31,19.6,135.9,utah_state,2017,jordan_love_utah_state,False
Jordan Love,SO,QB,13,417,267,64.0,3567,8.6,32,6,158.32,32.1,274.4,utah_state,2018,jordan_love_utah_state,False
Jordan Love,JR,QB,13,473,293,61.9,3402,7.2,20,17,129.12,36.4,261.7,utah_state,2019,jordan_love_utah_state,False
Jordan McCloud,FR,QB,12,224,124,55.4,1429,6.4,12,8,119.48,18.7,119.1,south_florida,2019,jordan_mccloud_south_florida,False
Jordan McCloud,SO,QB,8,194,120,61.9,1341,6.9,9,2,133.17,24.3,167.6,south_florida,2020,jordan_mccloud_south_florida,True
Jordan McCloud,SO,QB,3,73,48,65.8,481,6.6,2,5,116.44,24.3,160.3,arizona,2021,jordan_mccloud_arizona,True
Jordan McCloud,SR,QB,13,412,281,68.2,3657,8.9,35,10,165.94,31.7,281.3,james_madison,2023,jordan_mccloud_james_madison,True
Jordan McCloud,SR,QB,5,169,117,69.2,1393,8.2,15,5,161.84,33.8,278.6,texas_state,2024,jordan_mccloud_texas_state,False
Jordan Moore,FR,QB,10,19,9,47.4,95,5.0,1,0,106.74,1.9,9.5,duke,2021,jordan_moore_duke,False
Jordan Nabors,FR,WR,9,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,baylor,2022,jordan_nabors_baylor,False
Jordan Nabors,SO,WR,9,1,1,100.0,-6,-6.0,0,0,49.6,0.1,-0.7,baylor,2023,jordan_nabors_baylor,False
Jordan Stout,SR,K,13,2,1,50.0,18,9.0,0,0,125.6,0.2,1.4,penn_state,2021,jordan_stout_penn_state,False
Jordan Ta'amu,JR,QB,8,173,115,66.5,1682,9.7,11,4,164.5,21.6,210.3,mississippi,2017,jordan_ta'amu_mississippi,False
Jordan Ta'amu,SR,QB,12,418,266,63.6,3918,9.4,19,8,153.54,34.8,326.5,mississippi,2018,jordan_ta'amu_mississippi,False
Jordan Travis,FR,QB,3,14,4,28.6,71,5.1,1,1,80.45,4.7,23.7,louisville,2018,jordan_travis_louisville,True
Jordan Travis,FR,QB,4,11,6,54.5,79,7.2,0,0,114.88,2.8,19.8,florida_state,2019,jordan_travis_florida_state,False
Jordan Travis,SO,QB,8,131,72,55.0,1056,8.1,6,6,128.62,16.4,132.0,florida_state,2020,jordan_travis_florida_state,False
Jordan Travis,SO,QB,10,194,122,62.9,1539,7.9,15,6,148.86,19.4,153.9,florida_state,2021,jordan_travis_florida_state,False
Jordan Travis,JR,QB,13,353,226,64.0,3214,9.1,24,5,160.11,27.2,247.2,florida_state,2022,jordan_travis_florida_state,False
Jordan Travis,SR,QB,11,324,207,63.9,2756,8.5,20,2,154.48,29.5,250.5,florida_state,2023,jordan_travis_florida_state,False
Jordan Watkins,JR,WR,13,1,1,100.0,4,4.0,0,0,133.6,0.1,0.3,mississippi,2022,jordan_watkins_mississippi,False
Jordan Watkins,SR,WR,13,1,1,100.0,15,15.0,0,0,226.0,0.1,1.2,mississippi,2023,jordan_watkins_mississippi,False
Jordan Weeks,FR,QB,4,58,26,44.8,241,4.2,1,0,85.42,14.5,60.3,utsa,2018,jordan_weeks_utsa,False
Jordan Weeks,FR,QB,3,66,38,57.6,451,6.8,2,3,115.89,22.0,150.3,utsa,2019,jordan_weeks_utsa,False
Jordan Weeks,SO,QB,2,27,9,33.3,74,2.7,0,1,48.94,13.5,37.0,utsa,2020,jordan_weeks_utsa,False
Jordan Yates,FR,QB,3,12,4,33.3,38,3.2,0,0,59.93,4.0,12.7,georgia_tech,2019,jordan_yates_georgia_tech,False
Jordan Yates,FR,QB,3,9,4,44.4,16,1.8,0,0,59.38,3.0,5.3,georgia_tech,2020,jordan_yates_georgia_tech,False
Jordan Yates,FR,QB,8,153,91,59.5,908,5.9,6,3,118.35,19.1,113.5,georgia_tech,2021,jordan_yates_georgia_tech,True
Jordon Brookshire,JR,QB,3,74,42,56.8,410,5.5,2,2,106.81,24.7,136.7,san_diego_state,2020,jordon_brookshire_san_diego_state,False
Jordon Brookshire,SR,QB,6,122,62,50.8,830,6.8,3,1,114.44,20.3,138.3,san_diego_state,2021,jordon_brookshire_san_diego_state,False
Jordyn Tyson,FR,WR,9,1,1,100.0,37,37.0,0,0,410.8,0.1,4.1,colorado,2022,jordyn_tyson_colorado,True
Jorge Reyna,JR,QB,10,12,8,66.7,111,9.3,1,0,171.87,1.2,11.1,fresno_state,2018,jorge_reyna_fresno_state,False
Jorge Reyna,SR,QB,12,365,236,64.7,2655,7.3,15,11,133.29,30.4,221.3,fresno_state,2019,jorge_reyna_fresno_state,False
Joseph Davidson,JR,P,12,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,bowling_green,2016,joseph_davidson_bowling_green,False
Joseph Manjack IV,SO,WR,10,2,1,50.0,28,14.0,1,0,332.6,0.2,2.8,houston,2023,joseph_manjack_iv_houston,False
Joseph Saucier,JR,RB,11,1,1,100.0,32,32.0,1,0,698.8,0.1,2.9,air_force,2018,joseph_saucier_air_force,False
Josh Adkins,FR,QB,10,393,222,56.5,2563,6.5,13,9,117.61,39.3,256.3,new_mexico_state,2018,josh_adkins_new_mexico_state,False
Josh Adkins,SO,QB,12,437,275,62.9,2588,5.9,14,15,116.38,36.4,215.7,new_mexico_state,2019,josh_adkins_new_mexico_state,True
Josh Adkins,JR,QB,5,33,18,54.5,270,8.2,1,0,133.28,6.6,54.0,utsa,2020,josh_adkins_utsa,False
Josh Adkins,SR,QB,7,33,18,54.5,192,5.8,2,0,123.42,4.7,27.4,utsa,2021,josh_adkins_utsa,False
Josh Ali,JR,WR,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,kentucky,2019,josh_ali_kentucky,False
Josh Ali,SR,WR,11,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,kentucky,2020,josh_ali_kentucky,False
Josh Allen,SO,QB,14,373,209,56.0,3203,8.6,28,15,144.89,26.6,228.8,wyoming,2016,josh_allen_wyoming,False
Josh Allen,JR,QB,11,270,152,56.3,1812,6.7,16,6,127.79,24.5,164.7,wyoming,2017,josh_allen_wyoming,False
Josh Cleveland,JR,RB,11,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,bowling_green,2016,josh_cleveland_bowling_green,False
Josh Growden,FR,P,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,lsu,2016,josh_growden_lsu,True
Josh Growden,SR,P,12,1,1,100.0,7,7.0,0,0,158.8,0.1,0.6,west_virginia,2019,josh_growden_west_virginia,False
Josh Hokit,SO,RB,14,3,2,66.7,81,27.0,2,0,513.47,0.2,5.8,fresno_state,2017,josh_hokit_fresno_state,False
Josh Hokit,JR,RB,13,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,fresno_state,2018,josh_hokit_fresno_state,False
Josh Hokit,SR,RB,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,fresno_state,2019,josh_hokit_fresno_state,False
Josh Holst,FR,QB,2,3,2,66.7,17,5.7,0,0,114.27,1.5,8.5,northern_illinois,2024,josh_holst_northern_illinois,False
Josh Hoover,FR,QB,1,1,1,100.0,2,2.0,0,0,116.8,1.0,2.0,tcu,2022,josh_hoover_tcu,False
Josh Hoover,FR,QB,10,298,185,62.1,2206,7.4,15,9,134.84,29.8,220.6,tcu,2023,josh_hoover_tcu,False
Josh Hoover,SO,QB,6,236,162,68.6,2007,8.5,16,6,157.36,39.3,334.5,tcu,2024,josh_hoover_tcu,False
Josh Jackson,FR,QB,13,396,236,59.6,2991,7.6,20,9,135.17,30.5,230.1,virginia_tech,2017,josh_jackson_virginia_tech,False
Josh Jackson,SO,QB,3,58,36,62.1,575,9.9,5,1,170.35,19.3,191.7,virginia_tech,2018,josh_jackson_virginia_tech,True
Josh Jackson,JR,QB,10,207,98,47.3,1274,6.2,12,6,112.37,20.7,127.4,maryland,2019,josh_jackson_maryland,True
Josh Johnson,SO,QB,2,3,1,33.3,18,6.0,0,1,17.06,1.5,9.0,air_force,2024,josh_johnson_air_force,False
Josh Love,FR,QB,12,60,31,51.7,392,6.5,2,5,100.88,5.0,32.7,san_jose_state,2016,josh_love_san_jose_state,False
Josh Love,SO,QB,10,170,92,54.1,928,5.5,5,7,101.45,17.0,92.8,san_jose_state,2017,josh_love_san_jose_state,False
Josh Love,JR,QB,8,289,162,56.1,1963,6.8,14,9,122.87,36.1,245.4,san_jose_state,2018,josh_love_san_jose_state,False
Josh Love,SR,QB,12,481,293,60.9,3923,8.2,22,8,141.19,40.1,326.9,san_jose_state,2019,josh_love_san_jose_state,False
Josh Pederson,JR,TE,12,2,1,50.0,33,16.5,0,0,188.6,0.2,2.8,louisiana-monroe,2019,josh_pederson_louisiana-monroe,False
Josh Pederson,SR,TE,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,louisiana-monroe,2020,josh_pederson_louisiana-monroe,False
Josh Rosen,SO,QB,6,231,137,59.3,1915,8.3,10,5,138.91,38.5,319.2,ucla,2016,josh_rosen_ucla,False
Josh Rosen,JR,QB,11,452,283,62.6,3756,8.3,26,10,146.97,41.1,341.5,ucla,2017,josh_rosen_ucla,False
Josh Smith,SR,WR,6,1,0,0.0,0,0.0,0,0,0.0,0.2,0.0,tennessee,2017,josh_smith_tennessee,True
Josh Smith,SO,P,12,1,1,100.0,14,14.0,0,0,217.6,0.1,1.2,kent_state,2022,josh_smith_kent_state,True
Josh Vann,SR,WR,13,1,1,100.0,6,6.0,0,0,150.4,0.1,0.5,south_carolina,2021,josh_vann_south_carolina,False
Joshua Cephus,JR,WR,14,3,2,66.7,33,11.0,1,0,269.07,0.2,2.4,utsa,2021,joshua_cephus_utsa,False
Joshua Cephus,SR,WR,13,2,2,100.0,12,6.0,0,0,150.4,0.2,0.9,utsa,2022,joshua_cephus_utsa,False
Joshua Cephus,SR,WR,13,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,utsa,2023,joshua_cephus_utsa,False
Joshua Dobbs,SR,QB,13,357,225,63.0,2946,8.3,27,12,150.59,27.5,226.6,tennessee,2016,joshua_dobbs_tennessee,False
Joshua Moore,SO,WR,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,texas,2020,joshua_moore_texas,False
Joshua Wood,SO,QB,5,4,2,50.0,15,3.8,0,1,31.5,0.8,3.0,fresno_state,2024,joshua_wood_fresno_state,False
Josiah Johnson,SO,TE,4,9,6,66.7,39,4.3,0,1,80.85,2.3,9.8,massachusetts,2020,josiah_johnson_massachusetts,False
Jovon Durante,JR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,florida_atlantic,2018,jovon_durante_florida_atlantic,False
Julian Sayin,FR,QB,2,7,5,71.4,84,12.0,1,0,219.37,3.5,42.0,ohio_state,2024,julian_sayin_ohio_state,False
Julon Williams,SO,WR,9,1,1,100.0,8,8.0,0,0,167.2,0.1,0.9,utsa,2020,julon_williams_utsa,False
Justice Hansen,SO,QB,13,340,197,57.9,2719,8.0,19,8,138.84,26.2,209.2,arkansas_state,2016,justice_hansen_arkansas_state,False
Justice Hansen,JR,QB,12,487,305,62.6,3967,8.1,37,16,149.56,40.6,330.6,arkansas_state,2017,justice_hansen_arkansas_state,False
Justice Hansen,SR,QB,13,434,286,65.9,3447,7.9,27,9,148.99,33.4,265.2,arkansas_state,2018,justice_hansen_arkansas_state,False
Justice McCoy,SO,QB,3,4,2,50.0,20,5.0,0,2,-8.0,1.3,6.7,colorado_state,2019,justice_mccoy_colorado_state,False
Justice McCoy,SR,WR,11,2,1,50.0,12,6.0,0,0,100.4,0.2,1.1,colorado_state,2021,justice_mccoy_colorado_state,False
Justin Agner,FR,QB,2,15,8,53.3,64,4.3,0,2,62.5,7.5,32.0,kent_state,2016,justin_agner_kent_state,True
Justin Agner,JR,QB,3,5,3,60.0,30,6.0,0,1,70.4,1.7,10.0,florida_atlantic,2019,justin_agner_florida_atlantic,False
Justin Fields,FR,QB,12,39,27,69.2,328,8.4,4,0,173.71,3.3,27.3,georgia,2018,justin_fields_georgia,True
Justin Fields,SO,QB,14,354,238,67.2,3273,9.2,41,3,181.43,25.3,233.8,ohio_state,2019,justin_fields_ohio_state,False
Justin Fields,JR,QB,8,225,158,70.2,2100,9.3,22,6,175.56,28.1,262.5,ohio_state,2020,justin_fields_ohio_state,False
Justin Herbert,FR,QB,9,255,162,63.5,1936,7.6,19,4,148.75,28.3,215.1,oregon,2016,justin_herbert_oregon,False
Justin Herbert,SO,QB,8,206,139,67.5,1983,9.6,15,5,167.52,25.8,247.9,oregon,2017,justin_herbert_oregon,False
Justin Herbert,JR,QB,13,404,240,59.4,3151,7.8,29,8,144.66,31.1,242.4,oregon,2018,justin_herbert_oregon,False
Justin Herbert,SR,QB,14,428,286,66.8,3471,8.1,32,6,156.81,30.6,247.9,oregon,2019,justin_herbert_oregon,False
Justin Holaday,SO,QB,5,59,26,44.1,222,3.8,0,1,72.29,11.8,44.4,new_mexico,2022,justin_holaday_new_mexico,False
Justin Holman,SR,QB,7,83,36,43.4,510,6.1,3,2,102.1,11.9,72.9,ucf,2016,justin_holman_ucf,False
Justin Ibieta,FR,QB,5,22,13,59.1,166,7.5,2,2,134.29,4.4,33.2,tulane,2021,justin_ibieta_tulane,False
Justin Ibieta,FR,QB,4,16,13,81.3,138,8.6,0,0,153.7,4.0,34.5,tulane,2022,justin_ibieta_tulane,False
Justin Ibieta,SO,QB,3,2,0,0.0,0,0.0,0,0,0.0,0.7,0.0,tulane,2023,justin_ibieta_tulane,False
Justin Jackson,SR,RB,13,1,1,100.0,12,12.0,1,0,530.8,0.1,0.9,northwestern,2017,justin_jackson_northwestern,False
Justin Lamson,SO,QB,12,88,38,43.2,504,5.7,0,2,86.74,7.3,42.0,stanford,2023,justin_lamson_stanford,False
Justin Lamson,JR,QB,5,33,18,54.5,159,4.8,2,1,108.96,6.6,31.8,stanford,2024,justin_lamson_stanford,False
Justin Lynch,FR,QB,11,153,87,56.9,830,5.4,4,4,105.83,13.9,75.5,temple,2021,justin_lynch_temple,True
Justin Lynch,SO,QB,9,28,13,46.4,146,5.2,0,0,90.23,3.1,16.2,northern_illinois,2022,justin_lynch_northern_illinois,False
Justin Lynch,JR,RB,5,1,1,100.0,7,7.0,1,0,488.8,0.2,1.4,northern_illinois,2023,justin_lynch_northern_illinois,False
Justin McMillan,FR,QB,1,1,1,100.0,19,19.0,0,0,259.6,1.0,19.0,lsu,2016,justin_mcmillan_lsu,False
Justin McMillan,SR,QB,9,154,79,51.3,1304,8.5,10,4,138.67,17.1,144.9,tulane,2018,justin_mcmillan_tulane,False
Justin McMillan,SR,QB,13,314,183,58.3,2444,7.8,17,10,135.16,24.2,188.0,tulane,2019,justin_mcmillan_tulane,False
Justin Pegues,JR,RB,5,1,0,0.0,0,0.0,0,0,0.0,0.2,0.0,bowling_green,2024,justin_pegues_bowling_green,False
Justin Rankin,SO,RB,12,1,1,100.0,1,1.0,1,0,438.4,0.1,0.1,kent_state,2017,justin_rankin_kent_state,False
Justin Rogers,FR,QB,1,1,1,100.0,1,1.0,0,0,108.4,1.0,1.0,tcu,2018,justin_rogers_tcu,True
Justin Rogers,SO,QB,3,22,14,63.6,161,7.3,1,0,140.11,7.3,53.7,unlv,2020,justin_rogers_unlv,False
Justin Rogers,JR,QB,6,60,34,56.7,479,8.0,3,2,133.56,10.0,79.8,unlv,2021,justin_rogers_unlv,False
Justin Thomas,SR,QB,12,148,79,53.4,1559,10.5,8,2,157.01,12.3,129.9,georgia_tech,2016,justin_thomas_georgia_tech,False
Justin Tomlin,FR,QB,7,26,12,46.2,162,6.2,0,0,98.49,3.7,23.1,georgia_southern,2019,justin_tomlin_georgia_southern,False
Justin Tomlin,SO,QB,8,25,11,44.0,161,6.4,0,3,74.1,3.1,20.1,georgia_southern,2020,justin_tomlin_georgia_southern,False
Justin Tomlin,JR,QB,8,143,74,51.7,977,6.8,2,9,101.17,17.9,122.1,georgia_southern,2021,justin_tomlin_georgia_southern,False
Justin Uahinui,SO,QB,2,3,1,33.3,14,4.7,1,0,182.53,1.5,7.0,hawai'i,2019,justin_uahinui_hawai'i,False
Justyn Martin,SO,QB,3,35,24,68.6,179,5.1,1,0,120.96,11.7,59.7,ucla,2024,justyn_martin_ucla,False
Juwan Johnson,SR,WR,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,oregon,2019,juwan_johnson_oregon,False
Jyvon Brown,FR,WR,4,1,0,0.0,0,0.0,0,1,-200.0,0.3,0.0,massachusetts,2017,jyvon_brown_massachusetts,False
K.D. Nixon,JR,WR,12,1,1,100.0,38,38.0,1,0,749.2,0.1,3.2,colorado,2019,k.d._nixon_colorado,False
K.J. Carta-Samuels,SO,QB,9,13,9,69.2,104,8.0,3,0,212.58,1.4,11.6,washington,2016,k.j._carta-samuels_washington,False
K.J. Carta-Samuels,JR,QB,8,10,8,80.0,82,8.2,0,0,148.88,1.3,10.3,washington,2017,k.j._carta-samuels_washington,True
K.J. Carta-Samuels,SR,QB,10,298,183,61.4,2261,7.6,19,9,140.14,29.8,226.1,colorado_state,2018,k.j._carta-samuels_colorado_state,False
K.J. Costello,SO,QB,11,211,124,58.8,1573,7.5,14,4,139.5,19.2,143.0,stanford,2017,k.j._costello_stanford,False
K.J. Costello,JR,QB,13,413,269,65.1,3540,8.6,29,11,154.97,31.8,272.3,stanford,2018,k.j._costello_stanford,False
K.J. Costello,SR,QB,5,167,102,61.1,1038,6.2,6,3,121.56,33.4,207.6,stanford,2019,k.j._costello_stanford,True
K.J. Costello,SR,QB,6,209,134,64.1,1283,6.1,6,11,114.63,34.8,213.8,mississippi_state,2020,k.j._costello_mississippi_state,False
K.J. Jefferson,FR,QB,3,31,14,45.2,197,6.4,0,1,92.09,10.3,65.7,arkansas,2019,k.j._jefferson_arkansas,False
KJ Jackson,FR,QB,1,4,4,100.0,59,14.8,0,0,223.9,4.0,59.0,arkansas,2024,kj_jackson_arkansas,False
KJ Jefferson,FR,QB,5,41,20,48.8,295,7.2,3,0,133.37,8.2,59.0,arkansas,2020,kj_jefferson_arkansas,False
KJ Jefferson,SO,QB,13,294,198,67.3,2676,9.1,21,4,164.66,22.6,205.8,arkansas,2021,kj_jefferson_arkansas,False
KJ Jefferson,JR,QB,11,300,204,68.0,2648,8.8,24,5,165.22,27.3,240.7,arkansas,2022,kj_jefferson_arkansas,False
KJ Jefferson,SR,QB,12,296,190,64.2,2107,7.1,19,8,139.75,24.7,175.6,arkansas,2023,kj_jefferson_arkansas,True
KJ Jefferson,SR,QB,5,108,64,59.3,1012,9.4,7,4,151.95,21.6,202.4,ucf,2024,kj_jefferson_ucf,False
KaVontae Turpin,JR,WR,14,2,2,100.0,68,34.0,1,0,550.6,0.1,4.9,tcu,2017,kavontae_turpin_tcu,False
KaVontae Turpin,SR,WR,7,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,tcu,2018,kavontae_turpin_tcu,False
Kadarius Toney,FR,ATH,8,2,1,50.0,50,25.0,0,0,260.0,0.3,6.3,florida,2017,kadarius_toney_florida,False
Kadarius Toney,SO,ATH,12,1,1,100.0,20,20.0,1,0,598.0,0.1,1.7,florida,2018,kadarius_toney_florida,False
Kadarius Toney,JR,ATH,7,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,florida,2019,kadarius_toney_florida,False
Kadarius Toney,SR,ATH,11,2,1,50.0,12,6.0,0,0,100.4,0.2,1.1,florida,2020,kadarius_toney_florida,False
Kade Young,SR,QB,1,5,3,60.0,23,4.6,0,1,58.64,5.0,23.0,troy,2019,kade_young_troy,False
Kaden Anderson,FR,QB,4,12,9,75.0,79,6.6,1,0,157.8,3.0,19.8,wyoming,2024,kaden_anderson_wyoming,False
Kaden Keon,SR,K,14,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,central_michigan,2019,kaden_keon_central_michigan,False
Kadin Semonza,FR,QB,4,82,50,61.0,480,5.9,3,5,110.02,20.5,120.0,ball_state,2023,kadin_semonza_ball_state,False
Kadin Semonza,FR,QB,5,174,117,67.2,1133,6.5,11,7,134.74,34.8,226.6,ball_state,2024,kadin_semonza_ball_state,False
Kado Brown,JR,QB,6,30,18,60.0,354,11.8,1,2,156.79,5.0,59.0,georgia_southern,2017,kado_brown_georgia_southern,False
Kaedin Robinson,SR,WR,5,1,0,0.0,0,0.0,0,1,-200.0,0.2,0.0,appalachian_state,2024,kaedin_robinson_appalachian_state,False
Kahleil Jackson,SO,WR,11,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,florida,2023,kahleil_jackson_florida,False
Kai Horton,FR,QB,5,19,8,42.1,88,4.6,0,3,49.44,3.8,17.6,tulane,2021,kai_horton_tulane,False
Kai Horton,FR,QB,4,23,13,56.5,165,7.2,3,0,159.82,5.8,41.3,tulane,2022,kai_horton_tulane,False
Kai Horton,SO,QB,5,82,44,53.7,604,7.4,3,2,122.72,16.4,120.8,tulane,2023,kai_horton_tulane,False
Kai Horton,JR,QB,1,1,1,100.0,9,9.0,0,0,175.6,1.0,9.0,tulane,2024,kai_horton_tulane,False
Kai Kroeger,FR,P,10,1,1,100.0,22,22.0,0,0,284.8,0.1,2.2,south_carolina,2020,kai_kroeger_south_carolina,False
Kai Kroeger,SO,P,13,1,1,100.0,44,44.0,1,0,799.6,0.1,3.4,south_carolina,2021,kai_kroeger_south_carolina,False
Kai Kroeger,JR,P,13,4,4,100.0,107,26.8,2,0,489.7,0.3,8.2,south_carolina,2022,kai_kroeger_south_carolina,False
Kai Kroeger,SR,P,12,2,1,50.0,32,16.0,0,0,184.4,0.2,2.7,south_carolina,2023,kai_kroeger_south_carolina,False
Kai Locksley,JR,QB,9,169,83,49.1,937,5.5,3,9,90.89,18.8,104.1,utep,2018,kai_locksley_utep,False
Kai Locksley,SR,QB,11,181,103,56.9,1329,7.3,6,5,124.01,16.5,120.8,utep,2019,kai_locksley_utep,False
Kai Millner,FR,QB,3,15,9,60.0,121,8.1,2,0,171.76,5.0,40.3,california,2022,kai_millner_california,False
Kai Puailoa-Rojas,JR,SB,11,2,1,50.0,26,13.0,1,1,224.2,0.2,2.4,navy,2022,kai_puailoa-rojas_navy,False
Kaidon Salter,FR,QB,2,2,1,50.0,39,19.5,1,0,378.8,1.0,19.5,liberty,2021,kaidon_salter_liberty,False
Kaidon Salter,FR,QB,8,149,87,58.4,1086,7.3,8,5,130.63,18.6,135.8,liberty,2022,kaidon_salter_liberty,False
Kaidon Salter,SO,QB,14,290,177,61.0,2876,9.9,32,6,176.6,20.7,205.4,liberty,2023,kaidon_salter_liberty,False
Kaidon Salter,JR,QB,5,119,75,63.0,1074,9.0,7,1,156.57,23.8,214.8,liberty,2024,kaidon_salter_liberty,False
Kaiya Sheron,FR,QB,4,29,17,58.6,187,6.4,2,1,128.64,7.3,46.8,kentucky,2022,kaiya_sheron_kentucky,False
Kaiya Sheron,SO,QB,5,4,2,50.0,5,1.3,0,0,60.5,0.8,1.0,kentucky,2023,kaiya_sheron_kentucky,False
Kaleb Barker,FR,QB,10,4,3,75.0,9,2.3,0,0,93.9,0.4,0.9,troy,2016,kaleb_barker_troy,False
Kaleb Barker,SO,QB,13,13,8,61.5,143,11.0,1,0,179.32,1.0,11.0,troy,2017,kaleb_barker_troy,False
Kaleb Barker,JR,QB,6,126,92,73.0,1013,8.0,10,2,163.58,21.0,168.8,troy,2018,kaleb_barker_troy,False
Kaleb Barker,SR,QB,12,460,299,65.0,3628,7.9,30,10,148.42,38.3,302.3,troy,2019,kaleb_barker_troy,False
Kaleb Eleby,FR,QB,6,147,92,62.6,1092,7.4,4,3,129.89,24.5,182.0,western_michigan,2018,kaleb_eleby_western_michigan,False
Kaleb Eleby,SO,QB,6,153,99,64.7,1715,11.2,18,2,195.08,25.5,285.8,western_michigan,2020,kaleb_eleby_western_michigan,False
Kaleb Eleby,SO,QB,13,363,231,63.6,3278,9.0,23,6,157.09,27.9,252.2,western_michigan,2021,kaleb_eleby_western_michigan,False
Kaleb Fossum,JR,WR,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,nevada,2018,kaleb_fossum_nevada,False
Kalel Mullings,JR,LB,12,1,1,100.0,15,15.0,0,0,226.0,0.1,1.3,michigan,2022,kalel_mullings_michigan,False
Kalen Ballage,JR,RB,12,4,3,75.0,30,7.5,1,0,220.5,0.3,2.5,arizona_state,2016,kalen_ballage_arizona_state,False
Kalil Pimpleton,SO,WR,14,2,1,50.0,28,14.0,0,0,167.6,0.1,2.0,central_michigan,2019,kalil_pimpleton_central_michigan,False
Kalil Pimpleton,JR,WR,6,7,4,57.1,94,13.4,1,0,217.08,1.2,15.7,central_michigan,2020,kalil_pimpleton_central_michigan,False
Kalil Pimpleton,JR,WR,13,2,1,50.0,4,2.0,0,0,66.8,0.2,0.3,central_michigan,2021,kalil_pimpleton_central_michigan,False
Kamal Gray,FR,QB,1,21,10,47.6,95,4.5,0,2,66.57,21.0,95.0,temple,2020,kamal_gray_temple,False
Kamrin Solomon,JR,WR,11,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,florida_atlantic,2016,kamrin_solomon_florida_atlantic,False
Kamrin Solomon,SR,WR,12,2,2,100.0,82,41.0,2,0,774.4,0.2,6.8,florida_atlantic,2017,kamrin_solomon_florida_atlantic,False
Kanyon Floyd,FR,P,5,1,1,100.0,15,15.0,0,0,226.0,0.2,3.0,arizona_state,2024,kanyon_floyd_arizona_state,False
