name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name,season,player_id,transfer
Brady McBride,SO,QB,9,282,173,61.3,1925,6.8,17,7,133.62,31.3,213.9,texas_state,2020,brady_mcbride_texas_state,False
Brady McBride,SO,QB,7,243,146,60.1,1512,6.2,12,10,120.41,34.7,216.0,texas_state,2021,brady_mcbride_texas_state,True
Brady McBride,JR,QB,1,3,2,66.7,33,11.0,0,0,159.07,3.0,33.0,appalachian_state,2022,brady_mcbride_appalachian_state,False
Brady Olson,FR,QB,9,216,104,48.1,1145,5.3,8,7,98.42,24.0,127.2,massachusetts,2021,brady_olson_massachusetts,False
Brady Olson,SO,QB,9,153,77,50.3,791,5.2,2,8,87.61,17.0,87.9,massachusetts,2022,brady_olson_massachusetts,False
Brady Olson,JR,QB,1,3,0,0.0,0,0.0,0,1,-66.67,3.0,0.0,massachusetts,2023,brady_olson_massachusetts,False
Brady White,FR,QB,4,49,25,51.0,259,5.3,2,1,104.81,12.3,64.8,arizona_state,2016,brady_white_arizona_state,True
Brady White,JR,QB,14,392,246,62.8,3296,8.4,26,9,150.69,28.0,235.4,memphis,2018,brady_white_memphis,False
Brady White,JR,QB,14,420,269,64.0,4014,9.6,33,11,165.02,30.0,286.7,memphis,2019,brady_white_memphis,False
Brady White,SR,QB,11,420,254,60.5,3380,8.0,31,10,147.68,38.2,307.3,memphis,2020,brady_white_memphis,False
Braedon Sloan,SR,RB,5,1,1,100.0,22,22.0,1,0,614.8,0.2,4.4,ball_state,2024,braedon_sloan_ball_state,False
Braedyn Locke,FR,QB,5,152,76,50.0,777,5.1,5,1,102.47,30.4,155.4,wisconsin,2023,braedyn_locke_wisconsin,False
Braedyn Locke,SO,QB,4,83,46,55.4,664,8.0,5,3,135.27,20.8,166.0,wisconsin,2024,braedyn_locke_wisconsin,False
Braelon Allen,SO,RB,12,3,2,66.7,33,11.0,1,0,269.07,0.3,2.8,wisconsin,2022,braelon_allen_wisconsin,False
Branden Mack,JR,WR,13,1,1,100.0,7,7.0,0,0,158.8,0.1,0.5,temple,2019,branden_mack_temple,False
Branden Mack,SR,WR,7,3,1,33.3,35,11.7,0,0,131.33,0.4,5.0,temple,2020,branden_mack_temple,False
Brandon Bisack,JR,QB,2,7,1,14.3,11,1.6,0,1,-1.08,3.5,5.5,connecticut,2018,brandon_bisack_connecticut,False
Brandon Childress,FR,WR,11,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,central_michigan,2016,brandon_childress_central_michigan,False
Brandon Childress,JR,WR,12,2,0,0.0,0,0.0,0,0,0.0,0.2,0.0,central_michigan,2018,brandon_childress_central_michigan,False
Brandon Dawkins,SO,QB,10,181,97,53.6,1345,7.4,8,6,123.97,18.1,134.5,arizona,2016,brandon_dawkins_arizona,False
Brandon Dawkins,JR,QB,7,114,70,61.4,732,6.4,5,4,122.79,16.3,104.6,arizona,2017,brandon_dawkins_arizona,False
Brandon Engel,JR,WR,11,1,1,100.0,4,4.0,0,0,133.6,0.1,0.4,air_force,2023,brandon_engel_air_force,False
Brandon Harris,JR,QB,4,25,13,52.0,139,5.6,1,2,95.9,6.3,34.8,lsu,2016,brandon_harris_lsu,True
Brandon Harris,SR,QB,6,71,35,49.3,346,4.9,1,8,72.34,11.8,57.7,north_carolina,2017,brandon_harris_north_carolina,False
Brandon Jones,JR,QB,6,85,42,49.4,673,7.9,4,5,119.69,14.2,112.2,utep,2018,brandon_jones_utep,False
Brandon Jones,SR,QB,6,87,47,54.0,628,7.2,2,3,115.34,14.5,104.7,utep,2019,brandon_jones_utep,False
Brandon Mann,FR,QB,1,1,1,100.0,7,7.0,0,0,158.8,1.0,7.0,michigan,2022,brandon_mann_michigan,False
Brandon McIlwain,FR,QB,8,118,62,52.5,600,5.1,2,1,99.15,14.8,75.0,south_carolina,2016,brandon_mcilwain_south_carolina,True
Brandon McIlwain,SO,QB,10,129,80,62.0,763,5.9,2,8,104.43,12.9,76.3,california,2018,brandon_mcilwain_california,False
Brandon Peters,SO,QB,6,108,57,52.8,672,6.2,4,2,113.56,18.0,112.0,michigan,2017,brandon_peters_michigan,False
Brandon Peters,JR,QB,4,2,1,50.0,8,4.0,0,1,-16.4,0.5,2.0,michigan,2018,brandon_peters_michigan,True
Brandon Peters,JR,QB,11,275,152,55.3,1884,6.9,18,8,128.6,25.0,171.3,illinois,2019,brandon_peters_illinois,False
Brandon Peters,SR,QB,5,80,39,48.8,429,5.4,3,0,106.18,16.0,85.8,illinois,2020,brandon_peters_illinois,False
Brandon Peters,SR,QB,10,169,91,53.8,1170,6.9,7,4,120.94,16.9,117.0,illinois,2021,brandon_peters_illinois,False
Brandon Presley,SO,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,unlv,2017,brandon_presley_unlv,False
