name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name,season,player_id,transfer
Jeff Smith,SR,WR,12,20,387,19.35,6,1.7,32.3,boston_college,2018,jeff_smith_boston_college,False
Jeff Thomas,FR,WR,13,17,374,22.00,2,1.3,28.8,miami_florida,2017,jeff_thomas_miami_florida,False
Jeff Thomas,SO,WR,11,35,563,16.09,3,3.2,51.2,miami_florida,2018,jeff_thomas_miami_florida,False
Jeff Thomas,JR,WR,10,31,379,12.23,3,3.1,37.9,miami_florida,2019,jeff_thomas_miami_florida,False
Jeff Weimer,SR,WR,7,26,278,10.69,1,3.7,39.7,unlv,2022,jeff_weimer_unlv,False
Jefferie Gibson,JR,DB,11,1,1,1.00,0,0.1,0.1,arkansas_state,2017,jefferie_gibson_arkansas_state,False
Jeffery Mead,JR,WR,9,10,150,15.00,3,1.1,16.7,oklahoma,2016,jeffery_mead_oklahoma,False
Jeffery Mead,SR,WR,10,6,98,16.33,0,0.6,9.8,oklahoma,2017,jeffery_mead_oklahoma,False
Jeffery Pittman,JR,RB,11,13,91,7.00,2,1.2,8.3,mississippi_state,2023,jeffery_pittman_mississippi_state,False
Jeffery Wilson,JR,RB,11,29,247,8.52,1,2.6,22.5,north_texas,2016,jeffery_wilson_north_texas,False
Jeffery Wilson,SR,RB,11,24,168,7.00,0,2.2,15.3,north_texas,2017,jeffery_wilson_north_texas,False
Jeffrey Coprich,JR,WR,4,2,14,7.00,0,0.5,3.5,east_carolina,2016,jeffrey_coprich_east_carolina,False
"Jeffrey Jones, Jr.",JR,TE,6,1,3,3.00,0,0.2,0.5,new_mexico,2018,"jeffrey_jones,_jr._new_mexico",False
"Jeffrey Jones, Jr.",SR,TE,3,1,8,8.00,0,0.3,2.7,new_mexico,2019,"jeffrey_jones,_jr._new_mexico",False
Jehlani Galloway,SO,WR,11,15,197,13.13,2,1.4,17.9,boston_college,2020,jehlani_galloway_boston_college,False
Jehlani Galloway,JR,WR,10,3,18,6.00,0,0.3,1.8,boston_college,2021,jehlani_galloway_boston_college,True
Jehlani Galloway,SR,WR,12,28,344,12.29,0,2.3,28.7,western_michigan,2022,jehlani_galloway_western_michigan,False
Jehlani Galloway,SR,WR,9,14,88,6.29,0,1.6,9.8,western_michigan,2023,jehlani_galloway_western_michigan,False
Jehu Chesson,SR,WR,13,35,500,14.29,2,2.7,38.5,michigan,2016,jehu_chesson_michigan,False
Jekail Middlebrook,FR,RB,4,4,31,7.75,0,1.0,7.8,middle_tennessee,2023,jekail_middlebrook_middle_tennessee,False
Jekail Middlebrook,FR,RB,3,5,58,11.6,1,1.7,19.3,middle_tennessee,2024,jekail_middlebrook_middle_tennessee,False
Jela Duncan,SR,RB,7,5,33,6.60,0,0.7,4.7,duke,2016,jela_duncan_duke,False
Jelani Roberts,SR,WR,9,2,38,19.00,0,0.2,4.2,northwestern,2018,jelani_roberts_northwestern,False
Jelani Stafford,JR,DL,12,1,10,10.00,0,0.1,0.8,connecticut,2023,jelani_stafford_connecticut,False
Jelani Thurman,FR,TE,5,2,18,9.00,0,0.4,3.6,ohio_state,2023,jelani_thurman_ohio_state,False
Jelani Thurman,SO,TE,4,1,3,3.0,0,0.3,0.8,ohio_state,2024,jelani_thurman_ohio_state,False
Jelani Woods,FR,TE,11,7,120,17.14,2,0.6,10.9,oklahoma_state,2018,jelani_woods_oklahoma_state,False
Jelani Woods,SO,TE,13,16,112,7.00,1,1.2,8.6,oklahoma_state,2019,jelani_woods_oklahoma_state,False
Jelani Woods,JR,WR,10,8,129,16.13,1,0.8,12.9,oklahoma_state,2020,jelani_woods_oklahoma_state,True
Jelani Woods,SR,TE,11,44,598,13.59,8,4.0,54.4,virginia,2021,jelani_woods_virginia,False
Jemarulin Suggs,FR,RB,4,2,-3,-1.50,0,0.5,-0.8,akron,2018,jemarulin_suggs_akron,False
Jensen Jones,SR,QB,10,1,4,4.00,0,0.1,0.4,air_force,2023,jensen_jones_air_force,False
Jerand Bradley,FR,WR,4,5,99,19.80,0,1.3,24.8,texas_tech,2021,jerand_bradley_texas_tech,False
Jerand Bradley,FR,WR,12,51,744,14.59,6,4.3,62.0,texas_tech,2022,jerand_bradley_texas_tech,False
Jerand Bradley,SO,WR,12,36,431,11.97,4,3.0,35.9,texas_tech,2023,jerand_bradley_texas_tech,True
Jerand Bradley,JR,WR,6,5,68,13.6,2,0.8,11.3,boston_college,2024,jerand_bradley_boston_college,False
Jere Getzinger,JR,TE,13,4,52,13.00,0,0.3,4.0,eastern_michigan,2022,jere_getzinger_eastern_michigan,False
Jere Getzinger,SR,TE,13,16,88,5.50,1,1.2,6.8,eastern_michigan,2023,jere_getzinger_eastern_michigan,False
Jere Getzinger,SR,TE,4,5,33,6.6,0,1.3,8.3,eastern_michigan,2024,jere_getzinger_eastern_michigan,False
Jeremiah Aaron,SO,WR,11,12,124,10.33,1,1.1,11.3,west_virginia,2022,jeremiah_aaron_west_virginia,False
Jeremiah Aaron,JR,WR,4,1,8,8.00,0,0.3,2.0,west_virginia,2023,jeremiah_aaron_west_virginia,True
Jeremiah Aaron,JR,WR,3,5,97,19.4,1,1.7,32.3,north_texas,2024,jeremiah_aaron_north_texas,False
Jeremiah Ballard,FR,WR,4,1,16,16.00,0,0.3,4.0,utep,2021,jeremiah_ballard_utep,False
Jeremiah Ballard,FR,WR,11,10,118,11.80,1,0.9,10.7,utep,2022,jeremiah_ballard_utep,False
Jeremiah Ballard,SO,WR,12,34,551,16.21,1,2.8,45.9,utep,2023,jeremiah_ballard_utep,True
Jeremiah Ballard,JR,WR,2,2,37,18.5,1,1.0,18.5,tulsa,2024,jeremiah_ballard_tulsa,False
Jeremiah Batiste,FR,WR,4,1,5,5.00,0,0.3,1.3,miami_ohio,2021,jeremiah_batiste_miami_ohio,False
Jeremiah Booker,SO,WR,10,9,63,7.00,0,0.9,6.3,kansas,2016,jeremiah_booker_kansas,False
Jeremiah Booker,JR,WR,10,22,287,13.05,2,2.2,28.7,kansas,2017,jeremiah_booker_kansas,False
Jeremiah Booker,SR,WR,11,31,344,11.10,5,2.8,31.3,kansas,2018,jeremiah_booker_kansas,False
Jeremiah Byers,FR,OL,6,1,3,3.00,0,0.2,0.5,utep,2020,jeremiah_byers_utep,False
Jeremiah Cobb,FR,RB,13,7,47,6.71,2,0.5,3.6,auburn,2023,jeremiah_cobb_auburn,False
Jeremiah Cobb,SO,RB,6,3,21,7.0,0,0.5,3.5,auburn,2024,jeremiah_cobb_auburn,False
Jeremiah Coney,FR,RB,4,1,2,2.00,0,0.3,0.5,virginia_tech,2023,jeremiah_coney_virginia_tech,False
Jeremiah Franklin,FR,TE,9,5,27,5.40,0,0.6,3.0,boston_college,2022,jeremiah_franklin_boston_college,False
Jeremiah Franklin,SO,TE,13,12,166,13.83,1,0.9,12.8,boston_college,2023,jeremiah_franklin_boston_college,False
Jeremiah Franklin,JR,TE,6,7,76,10.86,0,1.2,12.7,boston_college,2024,jeremiah_franklin_boston_college,False
Jeremiah Gaines,SR,TE,11,10,117,11.70,3,0.9,10.6,smu,2016,jeremiah_gaines_smu,False
Jeremiah Hall,FR,FB,14,2,36,18.00,0,0.1,2.6,oklahoma,2018,jeremiah_hall_oklahoma,False
Jeremiah Hall,SO,FB,14,16,169,10.56,3,1.1,12.1,oklahoma,2019,jeremiah_hall_oklahoma,False
Jeremiah Hall,JR,HB,11,18,218,12.11,5,1.6,19.8,oklahoma,2020,jeremiah_hall_oklahoma,False
Jeremiah Hall,SR,TE,13,32,334,10.44,4,2.5,25.7,oklahoma,2021,jeremiah_hall_oklahoma,False
Jeremiah Hasley,FR,TE,12,5,52,10.40,1,0.4,4.3,duke,2023,jeremiah_hasley_duke,False
Jeremiah Hasley,SO,TE,2,3,11,3.67,1,1.5,5.5,duke,2024,jeremiah_hasley_duke,False
Jeremiah Hawkins,FR,WR,10,8,70,8.75,0,0.8,7.0,california,2017,jeremiah_hawkins_california,False
Jeremiah Hawkins,SO,WR,13,16,177,11.06,1,1.2,13.6,california,2018,jeremiah_hawkins_california,False
Jeremiah Hawkins,JR,WR,7,7,66,9.43,0,1.0,9.4,california,2019,jeremiah_hawkins_california,False
Jeremiah Haydel,FR,WR,12,8,83,10.38,1,0.7,6.9,texas_state,2017,jeremiah_haydel_texas_state,False
Jeremiah Haydel,SO,WR,12,16,326,20.38,4,1.3,27.2,texas_state,2018,jeremiah_haydel_texas_state,False
Jeremiah Haydel,JR,WR,11,32,324,10.13,0,2.9,29.5,texas_state,2019,jeremiah_haydel_texas_state,False
Jeremiah Haydel,SR,WR,12,40,408,10.20,4,3.3,34.0,texas_state,2020,jeremiah_haydel_texas_state,False
Jeremiah Hixon,SR,WR,11,39,482,12.36,5,3.5,43.8,new_mexico,2023,jeremiah_hixon_new_mexico,False
Jeremiah Holloman,FR,WR,6,1,7,7.00,0,0.2,1.2,georgia,2017,jeremiah_holloman_georgia,False
Jeremiah Holloman,SO,WR,14,24,418,17.42,5,1.7,29.9,georgia,2018,jeremiah_holloman_georgia,False
Jeremiah Hunter,SO,WR,9,21,388,18.48,1,2.3,43.1,california,2021,jeremiah_hunter_california,False
Jeremiah Hunter,JR,WR,11,60,965,16.08,5,5.5,87.7,california,2022,jeremiah_hunter_california,False
Jeremiah Hunter,JR,WR,13,63,731,11.60,7,4.8,56.2,california,2023,jeremiah_hunter_california,True
Jeremiah Hunter,SR,WR,6,19,222,11.68,1,3.2,37.0,washington,2024,jeremiah_hunter_washington,False
Jeremiah Knight,FR,WR,10,9,129,14.33,0,0.9,12.9,akron,2018,jeremiah_knight_akron,False
Jeremiah Knight,SO,WR,12,31,430,13.87,0,2.6,35.8,akron,2019,jeremiah_knight_akron,False
Jeremiah Knight,JR,WR,6,3,25,8.33,0,0.5,4.2,akron,2020,jeremiah_knight_akron,False
Jeremiah Miller,FR,WR,12,21,272,12.95,1,1.8,22.7,coastal_carolina,2018,jeremiah_miller_coastal_carolina,False
Jeremiah Miller,SO,WR,10,19,248,13.05,1,1.9,24.8,coastal_carolina,2019,jeremiah_miller_coastal_carolina,False
Jeremiah Noga,FR,WR,6,2,25,12.50,0,0.3,4.2,oregon_state,2022,jeremiah_noga_oregon_state,False
Jeremiah Noga,SO,WR,13,8,113,14.13,1,0.6,8.7,oregon_state,2023,jeremiah_noga_oregon_state,False
Jeremiah Noga,JR,WR,5,6,56,9.33,0,1.2,11.2,oregon_state,2024,jeremiah_noga_oregon_state,False
Jeremiah Patterson,JR,WR,5,9,58,6.44,2,1.8,11.6,arizona,2024,jeremiah_patterson_arizona,False
Jeremiah Payton,FR,WR,4,1,23,23.00,0,0.3,5.8,miami_florida,2019,jeremiah_payton_miami_florida,False
Jeremiah Payton,FR,WR,7,5,35,7.00,0,0.7,5.0,miami_florida,2020,jeremiah_payton_miami_florida,False
Jeremiah Smith,FR,WR,5,23,453,19.7,6,4.6,90.6,ohio_state,2024,jeremiah_smith_ohio_state,False
Jeremiah Webb,JR,WR,9,2,52,26.00,1,0.2,5.8,south_alabama,2023,jeremiah_webb_south_alabama,False
Jeremiah Webb,SR,WR,6,12,224,18.67,1,2.0,37.3,south_alabama,2024,jeremiah_webb_south_alabama,False
Jeremiyah Love,FR,RB,13,8,77,9.63,1,0.6,5.9,notre_dame,2023,jeremiyah_love_notre_dame,False
Jeremiyah Love,SO,RB,5,11,67,6.09,1,2.2,13.4,notre_dame,2024,jeremiyah_love_notre_dame,False
Jeremy Banks,FR,RB,11,1,10,10.00,0,0.1,0.9,tennessee,2018,jeremy_banks_tennessee,False
Jeremy Cox,SO,RB,12,11,118,10.73,1,0.9,9.8,old_dominion,2016,jeremy_cox_old_dominion,False
Jeremy Cox,JR,RB,9,20,176,8.80,0,2.2,19.6,old_dominion,2017,jeremy_cox_old_dominion,False
Jeremy Cox,SR,RB,9,24,139,5.79,0,2.7,15.4,old_dominion,2018,jeremy_cox_old_dominion,False
Jeremy Jennings,SO,WR,10,1,6,6.00,0,0.1,0.6,temple,2019,jeremy_jennings_temple,False
Jeremy Kelly,JR,WR,9,4,40,10.00,0,0.4,4.4,san_jose_state,2017,jeremy_kelly_san_jose_state,False
Jeremy Larkin,FR,RB,13,11,115,10.45,0,0.8,8.8,northwestern,2017,jeremy_larkin_northwestern,False
Jeremy Larkin,SO,RB,7,19,127,6.68,0,2.7,18.1,northwestern,2018,jeremy_larkin_northwestern,False
Jeremy Lewis,FR,TE,11,5,39,7.80,1,0.5,3.5,east_carolina,2019,jeremy_lewis_east_carolina,False
Jeremy Lewis,SO,TE,6,3,15,5.00,0,0.5,2.5,east_carolina,2020,jeremy_lewis_east_carolina,False
Jeremy McNichols,JR,RB,13,37,474,12.81,4,2.8,36.5,boise_state,2016,jeremy_mcnichols_boise_state,False
Jeremy Patton,JR,TE,11,11,189,17.18,0,1.0,17.2,arkansas,2017,jeremy_patton_arkansas,False
Jeremy Patton,SR,TE,5,5,45,9.00,0,1.0,9.0,arkansas,2018,jeremy_patton_arkansas,False
Jeremy Payne,FR,RB,6,4,40,10.0,0,0.7,6.7,tcu,2024,jeremy_payne_tcu,False
Jeremy Ruckert,FR,TE,10,1,13,13.00,0,0.1,1.3,ohio_state,2018,jeremy_ruckert_ohio_state,False
Jeremy Ruckert,SO,TE,14,14,142,10.14,4,1.0,10.1,ohio_state,2019,jeremy_ruckert_ohio_state,False
Jeremy Ruckert,JR,TE,8,13,151,11.62,5,1.6,18.9,ohio_state,2020,jeremy_ruckert_ohio_state,False
Jeremy Ruckert,SR,TE,13,26,309,11.88,3,2.0,23.8,ohio_state,2021,jeremy_ruckert_ohio_state,False
Jeremy Singleton,FR,WR,13,19,285,15.00,2,1.5,21.9,houston,2018,jeremy_singleton_houston,False
Jeremy Singleton,SO,WR,12,26,381,14.65,3,2.2,31.8,houston,2019,jeremy_singleton_houston,False
Jeremy Singleton,JR,WR,4,10,95,9.50,0,2.5,23.8,houston,2020,jeremy_singleton_houston,False
Jeremy Singleton,JR,WR,13,29,495,17.07,5,2.2,38.1,houston,2021,jeremy_singleton_houston,True
Jeremy Singleton,SR,WR,12,66,714,10.82,2,5.5,59.5,georgia_southern,2022,jeremy_singleton_georgia_southern,False
Jeremy Smith,JR,RB,13,18,227,12.61,1,1.4,17.5,louisville,2016,jeremy_smith_louisville,False
Jeremy Smith,SR,RB,9,4,15,3.75,0,0.4,1.7,louisville,2018,jeremy_smith_louisville,False
Jeremy Sprinkle,SR,TE,13,33,380,11.52,4,2.5,29.2,arkansas,2016,jeremy_sprinkle_arkansas,False
Jeremy Tabuyo,SR,WR,13,14,229,16.36,0,1.1,17.6,texas_a&m,2016,jeremy_tabuyo_texas_a&m,False
Jeremy Tate Jr,SO,WR,7,2,12,6.00,0,0.3,1.7,memphis,2020,jeremy_tate_jr_memphis,True
Jeremy Tate Jr,JR,WR,13,8,84,10.50,1,0.6,6.5,middle_tennessee,2022,jeremy_tate_jr_middle_tennessee,False
Jeremy Tate Jr,SR,WR,8,11,157,14.27,2,1.4,19.6,middle_tennessee,2023,jeremy_tate_jr_middle_tennessee,False
Jericho Flowers,FR,WR,9,10,147,14.70,1,1.1,16.3,unlv,2016,jericho_flowers_unlv,False
Jericho Worrell,JR,RB,8,3,11,3.67,0,0.4,1.4,texas_state,2016,jericho_worrell_texas_state,False
Jerico Richardson,SR,WR,12,26,271,10.42,1,2.2,22.6,nevada,2016,jerico_richardson_nevada,False
Jerjuan Newton,FR,WR,6,1,21,21.00,0,0.2,3.5,toledo,2019,jerjuan_newton_toledo,False
Jerjuan Newton,FR,WR,6,15,203,13.53,2,2.5,33.8,toledo,2020,jerjuan_newton_toledo,False
Jerjuan Newton,FR,WR,10,13,164,12.62,1,1.3,16.4,toledo,2021,jerjuan_newton_toledo,False
Jerjuan Newton,SO,WR,14,53,830,15.66,9,3.8,59.3,toledo,2022,jerjuan_newton_toledo,False
Jerjuan Newton,JR,WR,14,52,696,13.38,9,3.7,49.7,toledo,2023,jerjuan_newton_toledo,False
Jerjuan Newton,SR,WR,5,24,358,14.92,5,4.8,71.6,toledo,2024,jerjuan_newton_toledo,False
Jermaine Adams,JR,WR,8,1,9,9.00,0,0.1,1.1,army,2016,jermaine_adams_army,False
Jermaine Adams,SR,WR,13,3,39,13.00,1,0.2,3.0,army,2017,jermaine_adams_army,False
Jermaine Braddock,FR,WR,11,6,75,12.50,2,0.5,6.8,san_jose_state,2019,jermaine_braddock_san_jose_state,False
Jermaine Braddock,SO,WR,8,11,109,9.91,2,1.4,13.6,san_jose_state,2020,jermaine_braddock_san_jose_state,False
Jermaine Braddock,JR,WR,12,27,364,13.48,2,2.3,30.3,san_jose_state,2021,jermaine_braddock_san_jose_state,False
Jermaine Braddock,SR,WR,12,26,295,11.35,0,2.2,24.6,san_jose_state,2022,jermaine_braddock_san_jose_state,False
Jermaine Brown Jr.,FR,RB,10,4,21,5.25,0,0.4,2.1,uab,2019,jermaine_brown_jr._uab,False
Jermaine Brown Jr.,SO,RB,9,8,32,4.00,0,0.9,3.6,uab,2020,jermaine_brown_jr._uab,False
Jermaine Brown Jr.,JR,RB,13,23,200,8.70,0,1.8,15.4,uab,2021,jermaine_brown_jr._uab,False
Jermaine Brown Jr.,JR,RB,13,19,120,6.32,0,1.5,9.2,uab,2022,jermaine_brown_jr._uab,False
Jermaine Brown Jr.,SR,RB,12,41,416,10.15,1,3.4,34.7,uab,2023,jermaine_brown_jr._uab,False
Jermaine Burton,FR,WR,10,27,404,14.96,3,2.7,40.4,georgia,2020,jermaine_burton_georgia,False
Jermaine Burton,SO,WR,14,26,497,19.12,5,1.9,35.5,georgia,2021,jermaine_burton_georgia,True
Jermaine Burton,JR,WR,13,40,677,16.93,7,3.1,52.1,alabama,2022,jermaine_burton_alabama,False
Jermaine Burton,SR,WR,13,39,798,20.46,8,3.0,61.4,alabama,2023,jermaine_burton_alabama,False
"Jermaine Johnson, Jr.",FR,WR,12,37,272,7.35,2,3.1,22.7,massachusetts,2019,"jermaine_johnson,_jr._massachusetts",False
"Jermaine Johnson, Jr.",SO,WR,4,14,96,6.86,0,3.5,24.0,massachusetts,2020,"jermaine_johnson,_jr._massachusetts",False
"Jermaine Johnson, Jr.",SO,WR,10,9,85,9.44,0,0.9,8.5,massachusetts,2021,"jermaine_johnson,_jr._massachusetts",False
Jermaine Terry II,FR,TE,7,1,11,11.00,0,0.1,1.6,california,2021,jermaine_terry_ii_california,False
Jermaine Terry II,SO,TE,12,7,41,5.86,0,0.6,3.4,california,2022,jermaine_terry_ii_california,True
Jermaine Terry II,JR,TE,13,6,52,8.67,1,0.5,4.0,oregon_state,2023,jermaine_terry_ii_oregon_state,False
Jermaine Terry II,SR,TE,5,3,42,14.0,0,0.6,8.4,oregon_state,2024,jermaine_terry_ii_oregon_state,False
Jermar Jefferson,FR,RB,12,25,147,5.88,0,2.1,12.3,oregon_state,2018,jermar_jefferson_oregon_state,False
Jermar Jefferson,SO,RB,9,9,85,9.44,2,1.0,9.4,oregon_state,2019,jermar_jefferson_oregon_state,False
Jermar Jefferson,JR,RB,6,9,67,7.44,0,1.5,11.2,oregon_state,2020,jermar_jefferson_oregon_state,False
Jerminic Smith,SO,WR,13,23,314,13.65,2,1.8,24.2,iowa,2016,jerminic_smith_iowa,False
Jernard Phillips,FR,WR,8,1,13,13.00,0,0.1,1.6,south_florida,2017,jernard_phillips_south_florida,False
Jernard Phillips,SO,WR,10,14,125,8.93,0,1.4,12.5,south_florida,2018,jernard_phillips_south_florida,False
Jernard Phillips,JR,WR,10,5,45,9.00,0,0.5,4.5,south_florida,2019,jernard_phillips_south_florida,False
Jerome Buckner,FR,WR,3,3,104,34.67,1,1.0,34.7,ohio,2018,jerome_buckner_ohio,False
Jerome Buckner,FR,WR,10,18,326,18.11,2,1.8,32.6,ohio,2019,jerome_buckner_ohio,False
Jerome Buckner,SO,WR,2,2,12,6.00,0,1.0,6.0,ohio,2020,jerome_buckner_ohio,False
Jerome Buckner,JR,WR,5,9,109,12.11,0,1.8,21.8,ohio,2021,jerome_buckner_ohio,False
Jerome Ford,FR,RB,4,2,11,5.50,0,0.5,2.8,alabama,2019,jerome_ford_alabama,True
Jerome Ford,FR,RB,10,8,51,6.38,0,0.8,5.1,cincinnati,2020,jerome_ford_cincinnati,False
Jerome Ford,JR,RB,13,21,220,10.48,1,1.6,16.9,cincinnati,2021,jerome_ford_cincinnati,False
Jerome Jackson,FR,TE,12,1,10,10.00,0,0.1,0.8,liberty,2018,jerome_jackson_liberty,False
Jerome Jackson,SO,TE,13,3,15,5.00,2,0.2,1.2,liberty,2019,jerome_jackson_liberty,False
Jerome Jackson,JR,TE,11,9,75,8.33,2,0.8,6.8,liberty,2020,jerome_jackson_liberty,False
Jerome Jackson,JR,TE,11,4,14,3.50,2,0.4,1.3,liberty,2021,jerome_jackson_liberty,False
Jerome Jackson,SR,TE,13,15,120,8.00,1,1.2,9.2,liberty,2022,jerome_jackson_liberty,False
Jerome Lane,JR,WR,12,62,1018,16.42,6,5.2,84.8,akron,2016,jerome_lane_akron,False
Jerome Washington,JR,TE,12,28,282,10.07,1,2.3,23.5,rutgers,2017,jerome_washington_rutgers,False
Jerome Washington,SR,TE,7,11,202,18.36,0,1.6,28.9,rutgers,2018,jerome_washington_rutgers,False
Jerreth Sterns,JR,WR,14,150,1902,12.68,17,10.7,135.9,western_kentucky,2021,jerreth_sterns_western_kentucky,False
Jerrick Gibson,FR,RB,5,3,25,8.33,0,0.6,5.0,texas,2024,jerrick_gibson_texas,False
Jerrid Marhefka,JR,WR,7,1,9,9.00,0,0.1,1.3,ohio,2016,jerrid_marhefka_ohio,False
Jerrid Marhefka,SR,WR,8,9,107,11.89,1,1.1,13.4,ohio,2017,jerrid_marhefka_ohio,False
Jerrion Ealy,FR,RB,12,20,172,8.60,1,1.7,14.3,mississippi,2019,jerrion_ealy_mississippi,False
Jerrion Ealy,SO,RB,9,15,155,10.33,1,1.7,17.2,mississippi,2020,jerrion_ealy_mississippi,False
Jerrion Ealy,JR,RB,12,32,218,6.81,2,2.7,18.2,mississippi,2021,jerrion_ealy_mississippi,False
Jerrod Heard,SO,WR,11,24,266,11.08,3,2.2,24.2,texas,2016,jerrod_heard_texas,False
Jerrod Heard,JR,WR,12,20,156,7.80,1,1.7,13.0,texas,2017,jerrod_heard_texas,False
Jerrod Heard,SR,WR,14,13,115,8.85,0,0.9,8.2,texas,2018,jerrod_heard_texas,False
Jerron Rollins,FR,WR,11,6,94,15.67,1,0.5,8.5,cincinnati,2016,jerron_rollins_cincinnati,False
Jerron Rollins,SO,WR,12,13,101,7.77,1,1.1,8.4,cincinnati,2017,jerron_rollins_cincinnati,False
Jerron Rollins,JR,WR,12,3,22,7.33,0,0.3,1.8,cincinnati,2018,jerron_rollins_cincinnati,False
Jerry Harris,JR,OL,8,1,3,3.00,0,0.1,0.4,southern_mississippi,2016,jerry_harris_southern_mississippi,False
Jerry Howard,FR,BB,9,1,15,15.00,0,0.1,1.7,georgia_tech,2017,jerry_howard_georgia_tech,False
Jerry Howard,SO,BB,13,4,50,12.50,0,0.3,3.8,georgia_tech,2018,jerry_howard_georgia_tech,False
Jerry Howard Jr.,JR,RB,12,6,92,15.33,1,0.5,7.7,georgia_tech,2019,jerry_howard_jr._georgia_tech,False
Jerry Howard Jr.,SR,LB,10,1,8,8.00,0,0.1,0.8,georgia_tech,2020,jerry_howard_jr._georgia_tech,False
Jerry Jeudy,FR,WR,14,14,264,18.86,2,1.0,18.9,alabama,2017,jerry_jeudy_alabama,False
Jerry Jeudy,SO,WR,15,68,1315,19.34,14,4.5,87.7,alabama,2018,jerry_jeudy_alabama,False
Jerry Jeudy,JR,WR,13,77,1163,15.10,10,5.9,89.5,alabama,2019,jerry_jeudy_alabama,False
Jerry Johnson III,SO,FB,12,1,-3,-3.00,0,0.1,-0.3,rice,2022,jerry_johnson_iii_rice,False
Jerry Lydiatt,FR,TE,4,4,22,5.5,1,1.0,5.5,new_mexico_state,2024,jerry_lydiatt_new_mexico_state,False
Jeshaun Jones,FR,WR,12,22,288,13.09,5,1.8,24.0,maryland,2018,jeshaun_jones_maryland,False
Jeshaun Jones,SO,WR,4,11,181,16.45,1,2.8,45.3,maryland,2020,jeshaun_jones_maryland,False
Jeshaun Jones,JR,WR,6,18,224,12.44,0,3.0,37.3,maryland,2021,jeshaun_jones_maryland,False
Jeshaun Jones,SR,WR,13,44,557,12.66,4,3.4,42.8,maryland,2022,jeshaun_jones_maryland,False
Jeshaun Jones,SR,WR,13,56,790,14.11,4,4.3,60.8,maryland,2023,jeshaun_jones_maryland,False
Jesiah Irish,FR,WR,5,2,23,11.50,0,0.4,4.6,oregon_state,2018,jesiah_irish_oregon_state,False
Jesiah Irish,FR,WR,8,4,85,21.25,1,0.5,10.6,oregon_state,2019,jesiah_irish_oregon_state,False
Jesiah Irish,JR,WR,13,3,46,15.33,0,0.2,3.5,oregon_state,2022,jesiah_irish_oregon_state,False
Jesiah Irish,SR,WR,12,18,302,16.78,1,1.5,25.2,oregon_state,2023,jesiah_irish_oregon_state,False
Jess Trussell,SR,TE,11,13,177,13.62,0,1.2,16.1,utep,2019,jess_trussell_utep,False
Jesse Brown,JR,RB,4,1,23,23.00,0,0.3,5.8,northwestern,2019,jesse_brown_northwestern,False
Jesse Brown,SR,RB,6,3,29,9.67,0,0.5,4.8,northwestern,2020,jesse_brown_northwestern,False
Jesse Brubaker,JR,DT,13,1,1,1.00,0,0.1,0.1,tulsa,2016,jesse_brubaker_tulsa,False
Jesse Jackson,SO,WR,13,1,7,7.00,0,0.1,0.5,mississippi_state,2016,jesse_jackson_mississippi_state,False
Jesse Jackson,JR,WR,13,27,276,10.22,0,2.1,21.2,mississippi_state,2017,jesse_jackson_mississippi_state,False
Jesse Jackson,SR,WR,13,9,90,10.00,1,0.7,6.9,mississippi_state,2018,jesse_jackson_mississippi_state,False
Jesse Kroll,SR,WR,4,13,214,16.46,1,3.3,53.5,central_michigan,2016,jesse_kroll_central_michigan,False
Jesse Matthews,FR,WR,13,48,633,13.19,2,3.7,48.7,san_diego_state,2019,jesse_matthews_san_diego_state,False
Jesse Matthews,SO,WR,8,23,314,13.65,1,2.9,39.3,san_diego_state,2020,jesse_matthews_san_diego_state,False
Jesse Matthews,JR,WR,14,57,642,11.26,9,4.1,45.9,san_diego_state,2021,jesse_matthews_san_diego_state,False
Jesse Matthews,SR,WR,13,45,508,11.29,3,3.5,39.1,san_diego_state,2022,jesse_matthews_san_diego_state,False
Jesse Ofurie,FR,WR,6,2,11,5.50,0,0.3,1.8,rutgers,2023,jesse_ofurie_rutgers,False
Jesse Prewitt III,JR,WR,12,31,438,14.13,4,2.6,36.5,central_michigan,2023,jesse_prewitt_iii_central_michigan,False
Jesse Prewitt III,SR,WR,5,11,97,8.82,0,2.2,19.4,central_michigan,2024,jesse_prewitt_iii_central_michigan,False
Jesse Watson,FR,WR,1,1,16,16.0,0,1.0,16.0,purdue,2024,jesse_watson_purdue,False
Jessie Britt,FR,WR,12,29,422,14.55,3,2.4,35.2,massachusetts,2017,jessie_britt_massachusetts,False
Jessie Britt,SO,WR,4,11,118,10.73,1,2.8,29.5,massachusetts,2018,jessie_britt_massachusetts,False
Jessie Britt,SO,WR,5,11,108,9.82,0,2.2,21.6,massachusetts,2019,jessie_britt_massachusetts,False
Jester Weah,JR,WR,13,36,870,24.17,10,2.8,66.9,pittsburgh,2016,jester_weah_pittsburgh,False
Jester Weah,SR,WR,12,41,698,17.02,4,3.4,58.2,pittsburgh,2017,jester_weah_pittsburgh,False
Jesus Wilson,SR,WR,8,30,390,13.00,1,3.8,48.8,florida_state,2016,jesus_wilson_florida_state,False
Jett Coolman,JR,WR,2,1,9,9.0,0,0.5,4.5,florida_atlantic,2024,jett_coolman_florida_atlantic,False
