name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name,season,player_id,transfer
Jett Duffey,JR,QB,10,1,14,14.00,0,0.1,1.4,texas_tech,2019,jett_duffey_texas_tech,False
Jevin Frett,JR,WR,10,18,288,16.00,1,1.8,28.8,louisiana-monroe,2020,jevin_frett_louisiana-monroe,False
Jevin Frett,JR,WR,11,12,218,18.17,1,1.1,19.8,louisiana-monroe,2021,jevin_frett_louisiana-monroe,False
Jevin Frett,SR,WR,12,30,382,12.73,2,2.5,31.8,louisiana-monroe,2022,jevin_frett_louisiana-monroe,False
Jevon Bigelow,SO,RB,4,1,9,9.00,0,0.3,2.3,fresno_state,2020,jevon_bigelow_fresno_state,False
Jevon Jackson,JR,RB,6,5,31,6.2,1,0.8,5.2,utep,2024,jevon_jackson_utep,False
Jevontey Smith,JR,WR,8,2,15,7.50,0,0.3,1.9,middle_tennessee,2016,jevontey_smith_middle_tennessee,False
Jevyon Ducker,SO,RB,13,12,103,8.58,0,0.9,7.9,memphis,2022,jevyon_ducker_memphis,False
JeyQuan Smith,SO,WR,5,1,5,5.0,0,0.2,1.0,south_florida,2024,jeyquan_smith_south_florida,False
Jha'Quan Jackson,FR,WR,8,2,31,15.50,1,0.3,3.9,tulane,2019,jha'quan_jackson_tulane,False
Jha'Quan Jackson,SO,WR,12,31,425,13.71,8,2.6,35.4,tulane,2020,jha'quan_jackson_tulane,False
Jha'Quan Jackson,SO,WR,12,17,294,17.29,1,1.4,24.5,tulane,2021,jha'quan_jackson_tulane,False
Jha'Quan Jackson,JR,WR,14,33,554,16.79,3,2.4,39.6,tulane,2022,jha'quan_jackson_tulane,False
Jha'Quan Jackson,SR,WR,10,26,439,16.88,4,2.6,43.9,tulane,2023,jha'quan_jackson_tulane,False
Jhajuan Seales,SR,WR,13,37,615,16.62,4,2.8,47.3,oklahoma_state,2016,jhajuan_seales_oklahoma_state,False
Jhamon Ausbon,FR,WR,13,50,571,11.42,3,3.8,43.9,texas_a&m,2017,jhamon_ausbon_texas_a&m,False
Jhamon Ausbon,SO,WR,9,31,375,12.10,0,3.4,41.7,texas_a&m,2018,jhamon_ausbon_texas_a&m,False
Jhamon Ausbon,JR,WR,13,66,872,13.21,5,5.1,67.1,texas_a&m,2019,jhamon_ausbon_texas_a&m,False
Jhari Patterson,JR,WR,12,20,137,6.85,0,1.7,11.4,east_carolina,2023,jhari_patterson_east_carolina,False
Jhari Patterson,SR,WR,6,10,103,10.3,0,1.7,17.2,east_carolina,2024,jhari_patterson_east_carolina,False
Jhaylin Embry,FR,WR,12,7,164,23.43,0,0.6,13.7,bowling_green,2021,jhaylin_embry_bowling_green,False
Jhaylin Embry,SO,WR,8,2,42,21.00,0,0.3,5.3,bowling_green,2022,jhaylin_embry_bowling_green,False
Jhaylin Embry,JR,WR,13,1,2,2.00,0,0.1,0.2,bowling_green,2023,jhaylin_embry_bowling_green,False
Jim Medure,JR,TE,14,3,29,9.67,0,0.2,2.1,pittsburgh,2018,jim_medure_pittsburgh,False
Jimmy Calloway,FR,WR,8,2,20,10.00,0,0.3,2.5,tennessee,2020,jimmy_calloway_tennessee,False
Jimmy Calloway,SO,WR,3,5,84,16.80,1,1.7,28.0,tennessee,2021,jimmy_calloway_tennessee,False
Jimmy Calloway,SO,WR,9,2,20,10.00,0,0.2,2.2,tennessee,2022,jimmy_calloway_tennessee,True
Jimmy Calloway,SO,WR,14,20,242,12.10,0,1.4,17.3,louisville,2023,jimmy_calloway_louisville,False
Jimmy Holiday,SO,WR,10,1,5,5.00,0,0.1,0.5,tennessee,2021,jimmy_holiday_tennessee,False
Jimmy Holiday,JR,WR,12,6,106,17.67,1,0.5,8.8,tennessee,2022,jimmy_holiday_tennessee,True
Jimmy Holiday,SO,WR,11,20,326,16.30,2,1.8,29.6,western_kentucky,2023,jimmy_holiday_western_kentucky,True
Jimmy Holiday,SR,WR,5,7,76,10.86,1,1.4,15.2,louisiana_tech,2024,jimmy_holiday_louisiana_tech,False
Jimmy Horn Jr.,FR,WR,12,30,408,13.60,1,2.5,34.0,south_florida,2021,jimmy_horn_jr._south_florida,False
Jimmy Horn Jr.,SO,WR,11,37,551,14.89,3,3.4,50.1,south_florida,2022,jimmy_horn_jr._south_florida,True
Jimmy Horn Jr.,JR,WR,12,58,567,9.78,6,4.8,47.3,colorado,2023,jimmy_horn_jr._colorado,False
Jimmy Horn Jr.,SR,WR,5,23,327,14.22,1,4.6,65.4,colorado,2024,jimmy_horn_jr._colorado,False
Jimmy Marshall,FR,WR,13,8,79,9.88,2,0.6,6.1,middle_tennessee,2017,jimmy_marshall_middle_tennessee,False
Jimmy Marshall,SO,WR,12,5,107,21.40,0,0.4,8.9,middle_tennessee,2018,jimmy_marshall_middle_tennessee,False
Jimmy Marshall,JR,WR,12,35,513,14.66,6,2.9,42.8,middle_tennessee,2019,jimmy_marshall_middle_tennessee,False
Jimmy Marshall,SR,WR,5,8,63,7.88,0,1.6,12.6,middle_tennessee,2020,jimmy_marshall_middle_tennessee,False
Jimmy Marshall,SR,WR,12,45,510,11.33,6,3.8,42.5,middle_tennessee,2021,jimmy_marshall_middle_tennessee,False
Jimmy Valsin III,FR,WR,5,1,8,8.00,0,0.2,1.6,oregon_state,2022,jimmy_valsin_iii_oregon_state,False
Jimmy Valsin III,SO,WR,11,11,154,14.00,2,1.0,14.0,oregon_state,2023,jimmy_valsin_iii_oregon_state,False
Jimmy Williams,SR,WR,12,45,818,18.18,8,3.8,68.2,east_carolina,2016,jimmy_williams_east_carolina,False
Jimmy Williams,SR,WR,10,32,447,13.97,3,3.2,44.7,east_carolina,2017,jimmy_williams_east_carolina,False
Jirehl Brock,FR,RB,10,4,32,8.00,0,0.4,3.2,iowa_state,2020,jirehl_brock_iowa_state,False
Jirehl Brock,SO,RB,13,7,43,6.14,1,0.5,3.3,iowa_state,2021,jirehl_brock_iowa_state,False
Jirehl Brock,JR,RB,10,21,113,5.38,1,2.1,11.3,iowa_state,2022,jirehl_brock_iowa_state,False
Jjay Mcafee,JR,WR,10,11,113,10.27,0,1.1,11.3,georgia_southern,2021,jjay_mcafee_georgia_southern,False
Jjay Mcafee,SR,TE,11,20,193,9.65,4,1.8,17.5,georgia_southern,2022,jjay_mcafee_georgia_southern,False
Jjay Mcafee,SR,TE,12,37,378,10.22,4,3.1,31.5,georgia_southern,2023,jjay_mcafee_georgia_southern,False
Jo'Quavious Marks,SR,RB,9,23,167,7.26,2,2.6,18.6,mississippi_state,2023,jo'quavious_marks_mississippi_state,False
Jo'quavious Marks,FR,RB,11,60,268,4.47,0,5.5,24.4,mississippi_state,2020,jo'quavious_marks_mississippi_state,False
Jo'quavious Marks,SO,RB,13,83,502,6.05,3,6.4,38.6,mississippi_state,2021,jo'quavious_marks_mississippi_state,False
Jo'quavious Marks,JR,RB,12,48,288,6.00,0,4.0,24.0,mississippi_state,2022,jo'quavious_marks_mississippi_state,False
Jo-El Shaw,JR,RB,10,9,84,9.33,2,0.9,8.4,kent_state,2018,jo-el_shaw_kent_state,False
Jo-El Shaw,SR,RB,8,6,46,7.67,0,0.8,5.8,kent_state,2019,jo-el_shaw_kent_state,False
JoJo Earle,FR,WR,12,12,148,12.33,0,1.0,12.3,alabama,2021,jojo_earle_alabama,False
JoJo Earle,SO,WR,8,12,155,12.92,2,1.5,19.4,alabama,2022,jojo_earle_alabama,True
JoJo Earle,JR,WR,12,16,239,14.94,2,1.3,19.9,tcu,2023,jojo_earle_tcu,False
JoJo Earle,SR,WR,4,7,37,5.29,1,1.8,9.3,tcu,2024,jojo_earle_tcu,False
"JoJo Natson, Jr.",SR,WR,12,59,837,14.19,10,4.9,69.8,akron,2016,"jojo_natson,_jr._akron",False
JoJo Robinson,JR,WR,4,2,26,13.00,0,0.5,6.5,texas_tech,2017,jojo_robinson_texas_tech,False
JoJo Ward,JR,WR,14,51,865,16.96,9,3.6,61.8,hawai'i,2018,jojo_ward_hawai'i,False
JoJo Ward,SR,WR,15,65,1134,17.45,11,4.3,75.6,hawai'i,2019,jojo_ward_hawai'i,False
JoVoni Johnson-McCray,JR,WR,8,3,54,18.00,0,0.4,6.8,rice,2023,jovoni_johnson-mccray_rice,False
JoVoni Johnson-McCray,SR,WR,5,1,6,6.0,0,0.2,1.2,rice,2024,jovoni_johnson-mccray_rice,False
Joachim Bangda,FR,RB,10,4,13,3.25,0,0.4,1.3,kent_state,2019,joachim_bangda_kent_state,False
Joachim Bangda,JR,RB,8,1,6,6.00,0,0.1,0.8,kent_state,2021,joachim_bangda_kent_state,True
Joachim Bangda,SR,RB,11,5,46,9.20,0,0.5,4.2,charlotte,2023,joachim_bangda_charlotte,False
Jocquez Bruce,FR,WR,1,2,31,15.50,0,2.0,31.0,middle_tennessee,2016,jocquez_bruce_middle_tennessee,False
Jocquez Bruce,SO,RB,12,9,59,6.56,1,0.8,4.9,middle_tennessee,2017,jocquez_bruce_middle_tennessee,False
Jocquez Bruce,JR,WR,5,6,85,14.17,0,1.2,17.0,middle_tennessee,2018,jocquez_bruce_middle_tennessee,False
Jocquez Bruce,SR,WR,2,2,9,4.50,0,1.0,4.5,middle_tennessee,2019,jocquez_bruce_middle_tennessee,False
Joe Arcangelo,SR,TE,1,1,5,5.00,0,1.0,5.0,penn_state,2018,joe_arcangelo_penn_state,False
Joe Bacci,SR,RB,13,9,84,9.33,0,0.7,6.5,central_michigan,2016,joe_bacci_central_michigan,False
Joe Burrow,SR,QB,15,1,16,16.00,0,0.1,1.1,lsu,2019,joe_burrow_lsu,False
Joe Davis,SO,TB,6,1,4,4.00,0,0.2,0.7,colorado,2020,joe_davis_colorado,False
Joe Ervin,SO,RB,10,1,12,12.00,0,0.1,1.2,kansas_state,2021,joe_ervin_kansas_state,True
Joe Ervin,SO,RB,4,8,30,3.75,0,2.0,7.5,middle_tennessee,2022,joe_ervin_middle_tennessee,False
Joe Milton III,SR,QB,12,1,6,6.00,0,0.1,0.5,tennessee,2023,joe_milton_iii_tennessee,False
Joe Mixon,SO,RB,12,37,538,14.54,5,3.1,44.8,oklahoma,2016,joe_mixon_oklahoma,False
Joe Reed,FR,WR,12,4,77,19.25,0,0.3,6.4,virginia,2016,joe_reed_virginia,False
Joe Reed,SO,WR,12,23,244,10.61,2,1.9,20.3,virginia,2017,joe_reed_virginia,False
Joe Reed,JR,WR,13,25,465,18.60,7,1.9,35.8,virginia,2018,joe_reed_virginia,False
Joe Reed,SR,WR,13,77,679,8.82,7,5.9,52.2,virginia,2019,joe_reed_virginia,False
Joe Royer,FR,TE,5,1,9,9.00,0,0.2,1.8,ohio_state,2021,joe_royer_ohio_state,False
Joe Royer,JR,TE,5,2,10,5.00,0,0.4,2.0,ohio_state,2022,joe_royer_ohio_state,False
Joe Royer,SR,TE,4,1,5,5.00,0,0.3,1.3,ohio_state,2023,joe_royer_ohio_state,True
Joe Royer,JR,TE,5,20,262,13.1,2,4.0,52.4,cincinnati,2024,joe_royer_cincinnati,False
Joe Scates,FR,WR,10,2,25,12.50,1,0.2,2.5,iowa_state,2019,joe_scates_iowa_state,False
Joe Scates,SO,WR,11,6,134,22.33,2,0.5,12.2,iowa_state,2020,joe_scates_iowa_state,False
Joe Scates,JR,WR,12,8,145,18.13,1,0.7,12.1,iowa_state,2021,joe_scates_iowa_state,False
Joe Walker,SR,RB,12,3,65,21.67,2,0.3,5.4,army,2016,joe_walker_army,False
Joe Wilkins Jr.,JR,WR,11,7,63,9.00,1,0.6,5.7,notre_dame,2020,joe_wilkins_jr._notre_dame,False
Joe Wilkins Jr.,JR,WR,5,4,61,15.25,1,0.8,12.2,notre_dame,2021,joe_wilkins_jr._notre_dame,True
Joe Wilkins Jr.,SR,WR,13,25,343,13.72,1,1.9,26.4,miami_ohio,2023,joe_wilkins_jr._miami_ohio,False
Joe Williams,SR,RB,9,9,107,11.89,0,1.0,11.9,utah,2016,joe_williams_utah,False
Joel Bouagnon,SR,TB,12,17,157,9.24,1,1.4,13.1,northern_illinois,2016,joel_bouagnon_northern_illinois,False
Joel Honigford,SR,TE,12,1,10,10.00,0,0.1,0.8,michigan,2021,joel_honigford_michigan,False
Joel Wilson,FR,TE,4,1,5,5.00,0,0.3,1.3,central_michigan,2018,joel_wilson_central_michigan,False
Joel Wilson,FR,TE,3,1,7,7.00,0,0.3,2.3,central_michigan,2019,joel_wilson_central_michigan,False
Joel Wilson,SO,TE,5,5,50,10.00,0,1.0,10.0,central_michigan,2020,joel_wilson_central_michigan,False
Joel Wilson,SO,TE,13,31,367,11.84,6,2.4,28.2,central_michigan,2021,joel_wilson_central_michigan,False
Joel Wilson,JR,TE,9,44,445,10.11,6,4.9,49.4,central_michigan,2022,joel_wilson_central_michigan,False
Joeseph Sewell,JR,HB,7,1,8,8.00,0,0.1,1.1,middle_tennessee,2020,joeseph_sewell_middle_tennessee,False
Joey Bearns III,SO,TE,12,3,8,2.67,0,0.3,0.7,charlotte,2023,joey_bearns_iii_charlotte,False
Joey Beljan,SO,TE,14,14,91,6.50,6,1.0,6.5,western_kentucky,2021,joey_beljan_western_kentucky,False
Joey Beljan,JR,TE,14,15,191,12.73,4,1.1,13.6,western_kentucky,2022,joey_beljan_western_kentucky,True
Joey Beljan,SR,TE,1,1,10,10.0,0,1.0,10.0,cincinnati,2024,joey_beljan_cincinnati,False
Joey Braasch,FR,RB,8,4,25,6.25,0,0.5,3.1,wyoming,2022,joey_braasch_wyoming,False
Joey Bruszer,FR,WR,3,1,23,23.00,1,0.3,7.7,smu,2023,joey_bruszer_smu,False
Joey Fields,SR,WR,2,2,10,5.00,0,1.0,5.0,marshall,2019,joey_fields_marshall,False
Joey Gatewood,SR,TE,12,9,150,16.67,3,0.8,12.5,louisville,2023,joey_gatewood_louisville,False
Joey Hobert,FR,WR,4,3,31,10.33,0,0.8,7.8,washington_state,2020,joey_hobert_washington_state,False
Joey Hobert,SO,WR,13,15,192,12.80,1,1.2,14.8,washington_state,2021,joey_hobert_washington_state,True
Joey Hobert,JR,WR,11,76,895,11.78,8,6.9,81.4,texas_state,2023,joey_hobert_texas_state,False
Joey Hobert,SR,WR,5,32,310,9.69,5,6.4,62.0,texas_state,2024,joey_hobert_texas_state,False
Joey Luchetti,FR,TE,1,2,4,2.00,0,2.0,4.0,boston_college,2018,joey_luchetti_boston_college,False
Joey Luchetti,JR,TE,12,13,157,12.08,0,1.1,13.1,boston_college,2021,joey_luchetti_boston_college,False
Joey Magnifico,FR,TE,13,9,85,9.44,2,0.7,6.5,memphis,2016,joey_magnifico_memphis,False
Joey Magnifico,SO,TE,13,21,280,13.33,3,1.6,21.5,memphis,2017,joey_magnifico_memphis,False
Joey Magnifico,JR,TE,14,21,363,17.29,5,1.5,25.9,memphis,2018,joey_magnifico_memphis,False
Joey Magnifico,SR,TE,13,20,335,16.75,2,1.5,25.8,memphis,2019,joey_magnifico_memphis,False
Joey Mattord,SO,RB,3,1,8,8.0,0,0.3,2.7,eastern_michigan,2024,joey_mattord_eastern_michigan,False
Joey Verhaegh,JR,TE,5,2,40,20.00,1,0.4,8.0,old_dominion,2016,joey_verhaegh_old_dominion,False
John Adams,SO,WR,11,15,149,9.93,2,1.4,13.5,temple,2023,john_adams_temple,False
John Adams,JR,WR,6,6,63,10.5,1,1.0,10.5,temple,2024,john_adams_temple,False
John Bates,FR,TE,14,3,34,11.33,0,0.2,2.4,boise_state,2017,john_bates_boise_state,False
John Bates,SO,TE,13,10,155,15.50,1,0.8,11.9,boise_state,2018,john_bates_boise_state,False
John Bates,JR,TE,14,22,273,12.41,1,1.6,19.5,boise_state,2019,john_bates_boise_state,False
John Bates,SR,TE,5,12,117,9.75,0,2.4,23.4,boise_state,2020,john_bates_boise_state,False
John Brown III,JR,SB,11,1,16,16.00,0,0.1,1.5,navy,2016,john_brown_iii_navy,False
John Burt,SO,WR,9,18,201,11.17,1,2.0,22.3,texas,2016,john_burt_texas,False
John Burt,JR,WR,13,11,177,16.09,1,0.8,13.6,texas,2017,john_burt_texas,False
John Burt,SR,WR,4,1,9,9.00,0,0.3,2.3,texas,2018,john_burt_texas,False
John Burt,SR,WR,13,5,52,10.40,1,0.4,4.0,texas,2019,john_burt_texas,False
John Chenal,SO,FB,14,3,15,5.00,0,0.2,1.1,wisconsin,2019,john_chenal_wisconsin,False
John Chenal,SR,FB,13,7,39,5.57,1,0.5,3.0,wisconsin,2021,john_chenal_wisconsin,False
John Copenhaver,FR,TE,10,2,9,4.50,1,0.2,0.9,north_carolina,2021,john_copenhaver_north_carolina,False
John Copenhaver,SO,TE,13,15,222,14.80,0,1.2,17.1,north_carolina,2022,john_copenhaver_north_carolina,False
John Copenhaver,JR,TE,12,18,279,15.50,4,1.5,23.3,north_carolina,2023,john_copenhaver_north_carolina,False
John Copenhaver,SR,TE,6,16,178,11.13,3,2.7,29.7,north_carolina,2024,john_copenhaver_north_carolina,False
John David Moore,SR,FB,12,8,69,8.63,2,0.7,5.8,lsu,2017,john_david_moore_lsu,False
John David White,FR,WR,2,2,27,13.50,0,1.0,13.5,arkansas,2019,john_david_white_arkansas,False
John David White,SO,WR,4,1,19,19.00,0,0.3,4.8,arkansas,2021,john_david_white_arkansas,False
John Diarse,JR,WR,13,33,442,13.39,3,2.5,34.0,tcu,2016,john_diarse_tcu,False
John Diarse,SR,WR,14,35,575,16.43,3,2.5,41.1,tcu,2017,john_diarse_tcu,False
John Dunmore,FR,WR,3,1,4,4.00,0,0.3,1.3,oregon_state,2021,john_dunmore_oregon_state,False
John Dunmore,SO,WR,13,9,95,10.56,0,0.7,7.3,oregon_state,2022,john_dunmore_oregon_state,False
John Emery Jr.,FR,RB,10,6,60,10.00,0,0.6,6.0,lsu,2019,john_emery_jr._lsu,False
John Emery Jr.,SO,RB,9,14,73,5.21,0,1.6,8.1,lsu,2020,john_emery_jr._lsu,False
John Emery Jr.,SR,RB,11,13,129,9.92,2,1.2,11.7,lsu,2022,john_emery_jr._lsu,False
"John Emery, Jr.",SR,RB,7,3,58,19.33,0,0.4,8.3,lsu,2023,"john_emery,_jr._lsu",False
"John Emery, Jr.",SR,RB,1,1,10,10.0,0,1.0,10.0,lsu,2024,"john_emery,_jr._lsu",False
John Fadule,SR,RB,3,1,3,3.00,0,0.3,1.0,boston_college,2018,john_fadule_boston_college,False
John FitzPatrick,FR,TE,11,1,22,22.00,0,0.1,2.0,georgia,2019,john_fitzpatrick_georgia,False
John FitzPatrick,SO,TE,10,10,95,9.50,1,1.0,9.5,georgia,2020,john_fitzpatrick_georgia,False
John FitzPatrick,JR,TE,15,5,55,11.00,0,0.3,3.7,georgia,2021,john_fitzpatrick_georgia,False
John Franklin III,JR,QB,13,1,-3,-3.00,0,0.1,-0.2,auburn,2016,john_franklin_iii_auburn,True
John Franklin III,SR,WR,13,7,95,13.57,1,0.5,7.3,florida_atlantic,2017,john_franklin_iii_florida_atlantic,False
John Gardner,SO,WR,5,1,12,12.00,0,0.2,2.4,washington,2016,john_gardner_washington,False
John Gentry,FR,RB,5,1,-4,-4.00,0,0.2,-0.8,utah_state,2020,john_gentry_utah_state,False
John Gentry,SO,RB,14,5,33,6.60,0,0.4,2.4,utah_state,2021,john_gentry_utah_state,True
John Gentry,SO,RB,10,35,261,7.46,2,3.5,26.1,sam_houston_state,2023,john_gentry_sam_houston_state,False
John Gentry,JR,RB,5,5,14,2.8,1,1.0,2.8,sam_houston_state,2024,john_gentry_sam_houston_state,False
John Hassell,SR,TE,12,3,14,4.67,0,0.3,1.2,memphis,2022,john_hassell_memphis,False
John Hightower,JR,WR,10,31,504,16.26,6,3.1,50.4,boise_state,2018,john_hightower_boise_state,False
John Hightower,SR,WR,14,51,943,18.49,8,3.6,67.4,boise_state,2019,john_hightower_boise_state,False
John Holcomb,FR,TE,10,6,42,7.00,0,0.6,4.2,texas_tech,2020,john_holcomb_texas_tech,False
John Humphrey,SO,WR,10,13,177,13.62,1,1.3,17.7,arizona_state,2017,john_humphrey_arizona_state,True
John Humphrey,SR,DB,6,4,28,7.00,0,0.7,4.7,nevada,2019,john_humphrey_nevada,False
John Humphreys,FR,WR,6,3,43,14.33,0,0.5,7.2,stanford,2020,john_humphreys_stanford,False
John Humphreys,SO,WR,8,21,287,13.67,1,2.6,35.9,stanford,2021,john_humphreys_stanford,False
John Humphreys,JR,WR,11,29,348,12.00,1,2.6,31.6,stanford,2022,john_humphreys_stanford,False
John Humphreys,SR,WR,2,5,71,14.20,1,2.5,35.5,stanford,2023,john_humphreys_stanford,False
John Jackson III,SO,WR,6,1,23,23.00,0,0.2,3.8,usc,2020,john_jackson_iii_usc,False
John Jackson III,JR,WR,10,3,16,5.33,0,0.3,1.6,usc,2021,john_jackson_iii_usc,False
John Jackson III,SR,WR,13,1,3,3.00,0,0.1,0.2,usc,2022,john_jackson_iii_usc,True
John Jackson III,SR,WR,12,35,267,7.63,0,2.9,22.3,nevada,2023,john_jackson_iii_nevada,False
John Johnson,JR,WR,12,24,305,12.71,2,2.0,25.4,troy,2016,john_johnson_troy,False
John Johnson,SR,WR,13,23,287,12.48,2,1.8,22.1,troy,2017,john_johnson_troy,True
John Johnson,JR,WR,6,1,6,6.00,0,0.2,1.0,hawai'i,2019,john_johnson_hawai'i,False
John Kelly,SO,RB,12,6,51,8.50,0,0.5,4.3,tennessee,2016,john_kelly_tennessee,False
John Kelly,JR,RB,11,37,299,8.08,0,3.4,27.2,tennessee,2017,john_kelly_tennessee,False
John Leday,SR,WR,11,25,141,5.64,1,2.3,12.8,houston,2017,john_leday_houston,False
John Lee Eldridge III,JR,RB,13,1,4,4.00,0,0.1,0.3,air_force,2022,john_lee_eldridge_iii_air_force,False
John Lee Eldridge III,SR,RB,13,7,39,5.57,1,0.5,3.0,air_force,2023,john_lee_eldridge_iii_air_force,False
John Locke,FR,TE,12,2,4,2.00,1,0.2,0.3,louisiana_tech,2023,john_locke_louisiana_tech,False
John Locke,SO,TE,5,1,2,2.0,0,0.2,0.4,louisiana_tech,2024,john_locke_louisiana_tech,False
John Lovett,FR,RB,11,7,20,2.86,0,0.6,1.8,baylor,2017,john_lovett_baylor,False
John Lovett,SO,RB,12,5,48,9.60,0,0.4,4.0,baylor,2018,john_lovett_baylor,False
John Lovett,JR,RB,14,8,66,8.25,0,0.6,4.7,baylor,2019,john_lovett_baylor,False
John Lovett,SR,RB,5,9,49,5.44,1,1.8,9.8,baylor,2020,john_lovett_baylor,True
John Lovett,SR,RB,9,9,36,4.00,0,1.0,4.0,penn_state,2021,john_lovett_penn_state,False
John Mateer,FR,QB,11,2,14,7.00,0,0.2,1.3,washington_state,2023,john_mateer_washington_state,False
John Metchie III,FR,WR,13,4,23,5.75,0,0.3,1.8,alabama,2019,john_metchie_iii_alabama,False
John Metchie III,SO,WR,13,55,916,16.65,6,4.2,70.5,alabama,2020,john_metchie_iii_alabama,False
John Metchie III,JR,WR,13,96,1142,11.90,8,7.4,87.8,alabama,2021,john_metchie_iii_alabama,False
John Michael Gyllenborg,FR,TE,12,3,21,7.00,0,0.3,1.8,wyoming,2022,john_michael_gyllenborg_wyoming,False
John Michael Gyllenborg,SO,TE,13,23,360,15.65,3,1.8,27.7,wyoming,2023,john_michael_gyllenborg_wyoming,False
John Michael Gyllenborg,JR,TE,3,9,126,14.0,0,3.0,42.0,wyoming,2024,john_michael_gyllenborg_wyoming,False
John Mitchell,FR,WR,12,6,62,10.33,1,0.5,5.2,florida_atlantic,2016,john_mitchell_florida_atlantic,False
John Mitchell,JR,WR,7,6,66,11.00,0,0.9,9.4,florida_atlantic,2018,john_mitchell_florida_atlantic,False
John Mitchell,JR,WR,14,38,488,12.84,5,2.7,34.9,florida_atlantic,2019,john_mitchell_florida_atlantic,False
John Mitchell,SR,WR,12,19,258,13.58,4,1.6,21.5,florida_atlantic,2021,john_mitchell_florida_atlantic,False
John Moten IV,FR,RB,13,3,44,14.67,0,0.2,3.4,northwestern,2016,john_moten_iv_northwestern,False
John Moten IV,JR,RB,9,9,62,6.89,0,1.0,6.9,northwestern,2018,john_moten_iv_northwestern,False
John Moten IV,SR,RB,6,5,37,7.40,0,0.8,6.2,northwestern,2019,john_moten_iv_northwestern,False
John Okwoli,SO,WR,12,12,137,11.42,1,1.0,11.4,wyoming,2017,john_okwoli_wyoming,False
John Okwoli,JR,WR,12,3,31,10.33,0,0.3,2.6,wyoming,2018,john_okwoli_wyoming,False
John Okwoli,SR,WR,13,9,74,8.22,0,0.7,5.7,wyoming,2019,john_okwoli_wyoming,False
John Paul Richardson,FR,WR,10,23,168,7.30,2,2.3,16.8,oklahoma_state,2021,john_paul_richardson_oklahoma_state,False
John Paul Richardson,SO,WR,13,49,503,10.27,4,3.8,38.7,oklahoma_state,2022,john_paul_richardson_oklahoma_state,False
John Raine,FR,TE,4,2,38,19.00,0,0.5,9.5,florida_atlantic,2016,john_raine_florida_atlantic,False
John Raine,SO,TE,12,6,50,8.33,0,0.5,4.2,florida_atlantic,2017,john_raine_florida_atlantic,False
John Raine,JR,TE,12,10,99,9.90,1,0.8,8.3,florida_atlantic,2018,john_raine_florida_atlantic,False
John Raine,SR,TE,14,38,343,9.03,6,2.7,24.5,florida_atlantic,2019,john_raine_florida_atlantic,True
John Raine,SR,TE,8,24,233,9.71,2,3.0,29.1,northwestern,2020,john_raine_northwestern,False
John Rhys Plumlee,SO,QB,7,6,79,13.17,0,0.9,11.3,mississippi,2020,john_rhys_plumlee_mississippi,False
John Rhys Plumlee,JR,WR,13,19,201,10.58,0,1.5,15.5,mississippi,2021,john_rhys_plumlee_mississippi,True
John Rhys Plumlee,SR,QB,13,1,16,16.00,0,0.1,1.2,ucf,2022,john_rhys_plumlee_ucf,False
John Robinson-Woodgett,SR,FB,11,10,65,6.50,1,0.9,5.9,massachusetts,2016,john_robinson-woodgett_massachusetts,False
John Ross,JR,WR,14,81,1150,14.20,17,5.8,82.1,washington,2016,john_ross_washington,False
John Samuel Shenker,FR,TE,12,3,40,13.33,1,0.3,3.3,auburn,2018,john_samuel_shenker_auburn,False
John Samuel Shenker,SO,TE,13,3,21,7.00,1,0.2,1.6,auburn,2019,john_samuel_shenker_auburn,False
John Samuel Shenker,JR,TE,11,9,97,10.78,0,0.8,8.8,auburn,2020,john_samuel_shenker_auburn,False
John Samuel Shenker,SR,TE,13,33,413,12.52,0,2.5,31.8,auburn,2021,john_samuel_shenker_auburn,False
John Samuel Shenker,SR,TE,12,20,208,10.40,1,1.7,17.3,auburn,2022,john_samuel_shenker_auburn,False
John Stephens Jr.,FR,WR,8,2,58,29.00,0,0.3,7.3,tcu,2018,john_stephens_jr._tcu,False
John Stephens Jr.,SO,WR,12,11,151,13.73,0,0.9,12.6,tcu,2019,john_stephens_jr._tcu,False
John Stephens Jr.,JR,WR,5,1,5,5.00,0,0.2,1.0,tcu,2020,john_stephens_jr._tcu,False
"John Stephens, Jr.",JR,WR,14,13,167,12.85,4,0.9,11.9,louisiana-lafayette,2021,"john_stephens,_jr._louisiana-lafayette",False
"John Stephens, Jr.",SR,WR,13,14,284,20.29,3,1.1,21.8,louisiana-lafayette,2022,"john_stephens,_jr._louisiana-lafayette",False
John Tank Miller,FR,RB,5,2,22,11.00,0,0.4,4.4,south_alabama,2019,john_tank_miller_south_alabama,False
John Thompson,SR,WR,12,23,195,8.48,1,1.9,16.3,washington_state,2016,john_thompson_washington_state,False
John Trainor,JR,RB,11,1,4,4.00,0,0.1,0.4,army,2016,john_trainor_army,False
John Trainor,SR,RB,11,2,42,21.00,0,0.2,3.8,army,2017,john_trainor_army,False
John Tsimis,JR,WR,12,11,94,8.55,0,0.9,7.8,rutgers,2016,john_tsimis_rutgers,False
John Ursua,FR,WR,14,53,652,12.30,3,3.8,46.6,hawai'i,2016,john_ursua_hawai'i,False
