name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name,season,player_id,transfer
Tyrick James,SR,TE,14,3,0,1,3,3.00,0.2,tulane,2022,tyrick_james_tulane,False
Tyrie Cleveland,SO,WR,10,6,0,2,6,3.00,0.6,florida,2017,tyrie_cleveland_florida,False
Tyriek Hopkins,SO,RB,5,4,0,1,4,4.00,0.8,florida,2017,tyriek_hopkins_florida,False
Tyrin Smith,SO,WR,12,36,56,6,92,15.33,7.7,utep,2022,tyrin_smith_utep,False
Tyrion Davis-Price,FR,RB,14,295,0,64,295,4.61,21.1,lsu,2019,tyrion_davis-price_lsu,False
Tyrion Davis-Price,SO,RB,9,446,0,104,446,4.29,49.6,lsu,2020,tyrion_davis-price_lsu,False
Tyrion Davis-Price,JR,RB,12,1003,0,211,1003,4.75,83.6,lsu,2021,tyrion_davis-price_lsu,False
Tyriq Starks,SO,QB,1,-6,35,10,29,2.90,29.0,florida_atlantic,2023,tyriq_starks_florida_atlantic,False
Tyriq Thompson,SR,LB,13,20,0,1,20,20.00,1.5,michigan_state,2019,tyriq_thompson_michigan_state,False
Tyron Johnson,SO,WR,12,14,0,2,14,7.00,1.2,oklahoma_state,2017,tyron_johnson_oklahoma_state,False
Tyron Johnson,JR,WR,13,1,0,1,1,1.00,0.1,oklahoma_state,2018,tyron_johnson_oklahoma_state,False
Tyron Staples,SR,RB,1,0,0,1,0,0.00,0.0,liberty,2021,tyron_staples_liberty,False
Tyrone Broden,SR,WR,12,9,0,1,9,9.00,0.8,arkansas,2023,tyrone_broden_arkansas,False
Tyrone Howell,SR,WR,12,0,0,1,0,0.00,0.0,louisiana-monroe,2023,tyrone_howell_louisiana-monroe,False
Tyrone Nelson,FR,RB,4,30,0,7,30,4.29,7.5,utep,2016,tyrone_nelson_utep,False
Tyrone Owens,SO,RB,12,1097,0,137,1097,8.01,91.4,new_mexico,2016,tyrone_owens_new_mexico,False
Tyrone Owens,JR,RB,12,770,0,139,770,5.54,64.2,new_mexico,2017,tyrone_owens_new_mexico,False
Tyrone Owens,SR,RB,12,687,0,186,687,3.69,57.3,new_mexico,2018,tyrone_owens_new_mexico,False
Tyrone Perkins,JR,RB,5,18,0,8,18,2.25,3.6,syracuse,2017,tyrone_perkins_syracuse,False
Tyrone Scott,FR,WR,14,15,0,1,15,15.00,1.1,central_michigan,2019,tyrone_scott_central_michigan,False
Tyrone Swoopes,SR,QB,11,174,66,63,240,3.81,21.8,texas,2016,tyrone_swoopes_texas,False
Tyrone Tracy Jr.,SR,WR,14,138,0,17,138,8.12,9.9,purdue,2022,tyrone_tracy_jr._purdue,False
Tyrone Tracy Jr.,SR,RB,11,716,0,113,716,6.34,65.1,purdue,2023,tyrone_tracy_jr._purdue,False
"Tyrone Tracy, Jr.",FR,WR,4,-1,0,1,-1,-1.00,-0.3,iowa,2018,"tyrone_tracy,_jr._iowa",False
"Tyrone Tracy, Jr.",FR,WR,13,39,0,6,39,6.50,3.0,iowa,2019,"tyrone_tracy,_jr._iowa",False
"Tyrone Tracy, Jr.",SO,WR,8,22,0,2,22,11.00,2.8,iowa,2020,"tyrone_tracy,_jr._iowa",False
"Tyrone Tracy, Jr.",JR,WR,13,33,0,7,33,4.71,2.5,iowa,2021,"tyrone_tracy,_jr._iowa",False
Tyrrell Pigrome,FR,QB,11,254,322,133,576,4.33,52.4,maryland,2016,tyrrell_pigrome_maryland,False
Tyrrell Pigrome,SO,QB,1,64,175,23,239,10.39,239.0,maryland,2017,tyrrell_pigrome_maryland,False
Tyrrell Pigrome,SO,QB,11,159,561,125,720,5.76,65.5,maryland,2018,tyrrell_pigrome_maryland,False
Tyrrell Pigrome,JR,QB,11,153,719,163,872,5.35,79.3,maryland,2019,tyrrell_pigrome_maryland,True
Tyrrell Pigrome,SR,QB,11,337,1603,402,1940,4.83,176.4,western_kentucky,2020,tyrrell_pigrome_western_kentucky,False
Tyshon Dye,JR,RB,7,109,0,21,109,5.19,15.6,clemson,2016,tyshon_dye_clemson,True
Tyshon Dye,SR,RB,8,217,0,50,217,4.34,27.1,east_carolina,2017,tyshon_dye_east_carolina,False
Tyson Dyer,JR,P,12,2,0,1,2,2.00,0.2,new_mexico,2019,tyson_dyer_new_mexico,False
Tyson Mobley,FR,WR,5,25,0,2,25,12.50,5.0,coastal_carolina,2020,tyson_mobley_coastal_carolina,False
Tyson Mobley,SO,WR,13,32,0,1,32,32.00,2.5,coastal_carolina,2021,tyson_mobley_coastal_carolina,False
Tyson Mobley,JR,WR,13,1,0,2,1,0.50,0.1,coastal_carolina,2022,tyson_mobley_coastal_carolina,False
Tyson Riley,FR,RB,7,59,-3,14,56,4.00,8.0,army,2020,tyson_riley_army,False
Tyson Riley,SO,RB,10,198,0,44,198,4.50,19.8,army,2021,tyson_riley_army,False
Tyson Riley,JR,RB,10,441,0,95,441,4.64,44.1,army,2022,tyson_riley_army,False
Tyson Riley,SR,TE,12,119,0,16,119,7.44,9.9,army,2023,tyson_riley_army,False
Tywun Walters,JR,RB,8,6,0,3,6,2.00,0.8,south_alabama,2017,tywun_walters_south_alabama,False
Tywun Walters,SR,RB,9,32,0,10,32,3.20,3.6,south_alabama,2018,tywun_walters_south_alabama,False
Ui Ale,SO,QB,3,31,69,16,100,6.25,33.3,houston,2023,ui_ale_houston,False
Ui Ale,SO,QB,1,3,74,9,77,8.56,77.0,houston,2024,ui_ale_houston,False
Ula Tolutau,FR,RB,7,303,0,72,303,4.21,43.3,byu,2017,ula_tolutau_byu,False
Ulysses Bentley IV,FR,RB,4,36,0,7,36,5.14,9.0,smu,2019,ulysses_bentley_iv_smu,False
Ulysses Bentley IV,FR,RB,10,913,0,170,913,5.37,91.3,smu,2020,ulysses_bentley_iv_smu,False
Ulysses Bentley IV,SO,RB,11,610,0,96,610,6.35,55.5,smu,2021,ulysses_bentley_iv_smu,True
Ulysses Bentley IV,JR,RB,6,73,0,16,73,4.56,12.2,mississippi,2022,ulysses_bentley_iv_mississippi,False
Ulysses Bentley IV,SR,RB,13,540,0,95,540,5.68,41.5,mississippi,2023,ulysses_bentley_iv_mississippi,False
Ulysses Bentley IV,SR,RB,6,62,0,16,62,3.88,10.3,mississippi,2024,ulysses_bentley_iv_mississippi,False
Uriah West,SR,RB,12,121,0,48,121,2.52,10.1,rice,2022,uriah_west_rice,False
V'Lique Carter,FR,DB,7,202,0,25,202,8.08,28.9,pittsburgh,2018,v'lique_carter_pittsburgh,False
V'Lique Carter,SO,RB,13,243,0,65,243,3.74,18.7,pittsburgh,2019,v'lique_carter_pittsburgh,False
"Van Edwards, Jr.",SO,RB,11,492,0,100,492,4.92,44.7,akron,2016,"van_edwards,_jr._akron",False
"Van Edwards, Jr.",JR,RB,14,343,0,94,343,3.65,24.5,akron,2017,"van_edwards,_jr._akron",False
"Van Edwards, Jr.",SR,RB,11,558,0,147,558,3.80,50.7,akron,2018,"van_edwards,_jr._akron",False
Van Jefferson,FR,WR,12,40,0,5,40,8.00,3.3,mississippi,2016,van_jefferson_mississippi,False
Van Jefferson,JR,WR,13,0,-3,1,-3,-3.00,-0.2,florida,2018,van_jefferson_florida,False
Van Jefferson,SR,WR,13,7,0,1,7,7.00,0.5,florida,2019,van_jefferson_florida,False
Vann Schield,SO,RB,9,389,0,90,389,4.32,43.2,colorado_state,2023,vann_schield_colorado_state,False
Vaughn Blue,FR,RB,6,116,0,19,116,6.11,19.3,liberty,2023,vaughn_blue_liberty,False
Vaughn Blue,FR,RB,5,70,0,12,70,5.83,14.0,liberty,2024,vaughn_blue_liberty,False
Vaughn Pemberton,FR,RB,12,133,0,35,133,3.80,11.1,ball_state,2022,vaughn_pemberton_ball_state,False
Vaughn Pemberton,SO,RB,6,139,0,23,139,6.04,23.2,ball_state,2023,vaughn_pemberton_ball_state,False
Vaughn Pemberton,JR,RB,3,44,0,12,44,3.67,14.7,ball_state,2024,vaughn_pemberton_ball_state,False
Vavae Malepeai,FR,TB,13,261,0,49,261,5.33,20.1,usc,2017,vavae_malepeai_usc,False
Vavae Malepeai,SO,TB,12,501,0,93,501,5.39,41.8,usc,2018,vavae_malepeai_usc,False
Vavae Malepeai,JR,TB,8,503,0,105,503,4.79,62.9,usc,2019,vavae_malepeai_usc,False
Vavae Malepeai,SR,TB,5,238,0,54,238,4.41,47.6,usc,2020,vavae_malepeai_usc,False
Vavae Malepeai,SR,TB,12,502,0,114,502,4.40,41.8,usc,2021,vavae_malepeai_usc,False
Velton Gardner,FR,RB,10,138,0,26,138,5.31,13.8,kansas,2019,velton_gardner_kansas,False
Velton Gardner,SO,RB,6,325,0,72,325,4.51,54.2,kansas,2020,velton_gardner_kansas,False
Velton Gardner,JR,RB,3,56,0,29,56,1.93,18.7,kansas,2021,velton_gardner_kansas,True
Velton Gardner,JR,RB,8,368,0,70,368,5.26,46.0,smu,2022,velton_gardner_smu,False
Velton Gardner,SR,RB,10,137,0,32,137,4.28,13.7,smu,2023,velton_gardner_smu,True
Velton Gardner,SR,RB,2,26,0,8,26,3.25,13.0,texas,2024,velton_gardner_texas,False
Velus Jones Jr.,FR,WR,14,15,0,5,15,3.00,1.1,usc,2017,velus_jones_jr._usc,False
Velus Jones Jr.,SO,WR,12,13,0,6,13,2.17,1.1,usc,2018,velus_jones_jr._usc,False
Velus Jones Jr.,SR,WR,10,16,0,3,16,5.33,1.6,tennessee,2020,velus_jones_jr._tennessee,False
Velus Jones Jr.,SR,WR,13,15,0,1,15,15.00,1.2,tennessee,2021,velus_jones_jr._tennessee,False
Ventell Bryant,SR,WR,13,12,0,3,12,4.00,0.9,temple,2018,ventell_bryant_temple,False
Vernon Jackson,FR,RB,12,49,0,7,49,7.00,4.1,texas_a&m,2018,vernon_jackson_texas_a&m,False
Vic Enwere,JR,RB,6,336,0,61,336,5.51,56.0,california,2016,vic_enwere_california,False
Vic Enwere,SR,RB,12,377,0,101,377,3.73,31.4,california,2017,vic_enwere_california,False
Vic Wharton III,JR,WR,12,-5,15,3,10,3.33,0.8,california,2017,vic_wharton_iii_california,False
Vic Wharton III,SR,WR,12,15,0,2,15,7.50,1.3,california,2018,vic_wharton_iii_california,False
Victoine Brown,FR,DL,4,-4,0,2,-4,-2.00,-1.0,louisville,2021,victoine_brown_louisville,False
Victor Bolden Jr.,SR,WR,12,329,0,28,329,11.75,27.4,oregon_state,2016,victor_bolden_jr._oregon_state,False
Victor Dawson,JR,RB,5,63,0,7,63,9.00,12.6,cincinnati,2024,victor_dawson_cincinnati,False
Victor Gabalis,SO,QB,3,-23,199,42,176,4.19,58.7,washington_state,2021,victor_gabalis_washington_state,False
Victor Rosa,FR,RB,12,636,0,140,636,4.54,53.0,connecticut,2022,victor_rosa_connecticut,False
Victor Rosa,SO,RB,11,550,0,112,550,4.91,50.0,connecticut,2023,victor_rosa_connecticut,False
Victor Rosa,JR,RB,2,48,0,7,48,6.86,24.0,connecticut,2024,victor_rosa_connecticut,False
Victor Santiago,FR,RB,3,0,0,2,0,0.00,0.0,massachusetts,2018,victor_santiago_massachusetts,False
Victor Santiago,SO,RB,2,8,0,2,8,4.00,4.0,massachusetts,2019,victor_santiago_massachusetts,False
Victor Snow,FR,WR,10,30,0,5,30,6.00,3.0,buffalo,2023,victor_snow_buffalo,False
Victor Snow,SO,WR,5,21,0,4,21,5.25,4.2,buffalo,2024,victor_snow_buffalo,False
Victor Tucker,SO,WR,13,18,0,3,18,6.00,1.4,charlotte,2019,victor_tucker_charlotte,False
Victor Tucker,JR,WR,6,86,0,8,86,10.75,14.3,charlotte,2020,victor_tucker_charlotte,False
Victor Tucker,SR,WR,11,26,0,4,26,6.50,2.4,charlotte,2021,victor_tucker_charlotte,False
Victor Tucker,SR,WR,10,8,0,3,8,2.67,0.8,charlotte,2022,victor_tucker_charlotte,False
Victor Venn,FR,RB,10,25,0,5,25,5.00,2.5,liberty,2023,victor_venn_liberty,False
Vincent Amendola,FR,QB,3,0,48,4,48,12.00,16.0,north_carolina,2019,vincent_amendola_north_carolina,False
Vincent Davis,FR,RB,11,314,0,61,314,5.15,28.5,pittsburgh,2019,vincent_davis_pittsburgh,False
Vincent Davis,SO,RB,11,632,0,143,632,4.42,57.5,pittsburgh,2020,vincent_davis_pittsburgh,False
Vincent Davis,JR,RB,14,593,0,142,593,4.18,42.4,pittsburgh,2021,vincent_davis_pittsburgh,False
Vincent Davis,SR,RB,13,274,0,52,274,5.27,21.1,pittsburgh,2022,vincent_davis_pittsburgh,False
Vincent Davis Jr.,SR,RB,14,760,0,145,760,5.24,54.3,unlv,2023,vincent_davis_jr._unlv,False
Vincent Terrell Jr.,JR,SB,12,238,0,72,238,3.31,19.8,navy,2022,vincent_terrell_jr._navy,False
Vinny Anthony II,FR,WR,10,14,0,3,14,4.67,1.4,wisconsin,2022,vinny_anthony_ii_wisconsin,False
Vinny Anthony II,SO,WR,13,18,0,1,18,18.00,1.4,wisconsin,2023,vinny_anthony_ii_wisconsin,False
Vinny Emanuele,FR,RB,2,32,0,11,32,2.91,16.0,ohio,2016,vinny_emanuele_ohio,False
Viron Ellison Jr.,FR,RB,6,113,0,16,113,7.06,18.8,tulsa,2024,viron_ellison_jr._tulsa,False
Wade Freebeck,JR,QB,3,9,77,16,86,5.38,28.7,vanderbilt,2016,wade_freebeck_vanderbilt,False
Wade Lees,FR,P,13,0,5,1,5,5.00,0.4,maryland,2016,wade_lees_maryland,False
Wade Lees,JR,P,12,0,15,1,15,15.00,1.3,maryland,2018,wade_lees_maryland,False
Walker Eget,FR,QB,1,-15,8,9,-7,-0.78,-7.0,san_jose_state,2021,walker_eget_san_jose_state,False
Walker Eget,SO,QB,3,1,0,2,1,0.50,0.3,san_jose_state,2022,walker_eget_san_jose_state,False
Walker Eget,JR,QB,4,-4,141,16,137,8.56,34.3,san_jose_state,2024,walker_eget_san_jose_state,False
Walker Howard,FR,QB,2,33,7,10,40,4.00,20.0,lsu,2022,walker_howard_lsu,True
Walker Howard,FR,QB,2,0,56,4,56,14.00,28.0,mississippi,2023,walker_howard_mississippi,False
Walker Howard,SO,QB,2,0,0,2,0,0.00,0.0,mississippi,2024,walker_howard_mississippi,False
Walker Parks,SR,OL,2,2,0,0,2,-,1.0,clemson,2023,walker_parks_clemson,False
Walker Wood,SO,QB,2,22,15,6,37,6.17,18.5,kentucky,2019,walker_wood_kentucky,False
Walter Dawn,FR,WR,12,59,0,15,59,3.93,4.9,utep,2016,walter_dawn_utep,False
Walter Dawn Jr.,SO,RB,12,82,0,26,82,3.15,6.8,utep,2017,walter_dawn_jr._utep,False
Walter Dawn Jr.,JR,WR,4,10,0,1,10,10.00,2.5,utep,2018,walter_dawn_jr._utep,False
Walter Dawn Jr.,SR,WR,8,2,0,2,2,1.00,0.3,utep,2020,walter_dawn_jr._utep,False
Walter Dawn Jr.,SR,WR,11,9,0,1,9,9.00,0.8,utep,2022,walter_dawn_jr._utep,False
Walter Fletcher,SR,RB,12,726,0,132,726,5.50,60.5,ball_state,2019,walter_fletcher_ball_state,False
Walter Taylor,SO,QB,5,103,44,45,147,3.27,29.4,vanderbilt,2023,walter_taylor_vanderbilt,False
Wan'Dale Robinson,FR,WR,10,340,0,88,340,3.86,34.0,nebraska,2019,wan'dale_robinson_nebraska,False
Wan'Dale Robinson,SO,WR,8,240,0,46,240,5.22,30.0,nebraska,2020,wan'dale_robinson_nebraska,True
Wan'Dale Robinson,JR,WR,13,111,0,7,111,15.86,8.5,kentucky,2021,wan'dale_robinson_kentucky,False
Warren Ball,SR,RB,2,181,0,25,181,7.24,90.5,akron,2016,warren_ball_akron,False
Warren Ball,SR,RB,5,332,0,75,332,4.43,66.4,akron,2017,warren_ball_akron,False
Warren Bryan,JR,QB,3,116,38,29,154,5.31,51.3,air_force,2020,warren_bryan_air_force,False
Warren Bryan,SR,QB,5,43,58,20,101,5.05,20.2,air_force,2021,warren_bryan_air_force,False
Warren Long,SR,RB,1,9,0,1,9,9.00,9.0,northwestern,2016,warren_long_northwestern,False
Warren Redix,SO,WR,12,-1,0,2,-1,-0.50,-0.1,utep,2016,warren_redix_utep,False
Warren Redix,JR,WR,12,6,0,1,6,6.00,0.5,utep,2017,warren_redix_utep,False
Warren Thompson,JR,WR,13,0,27,2,27,13.50,2.1,arkansas,2021,warren_thompson_arkansas,False
Warren Wand,SO,RB,13,879,0,201,879,4.37,67.6,arkansas_state,2016,warren_wand_arkansas_state,False
Warren Wand,JR,RB,10,715,0,138,715,5.18,71.5,arkansas_state,2017,warren_wand_arkansas_state,False
Warren Wand,SR,RB,13,792,0,140,792,5.66,60.9,arkansas_state,2018,warren_wand_arkansas_state,False
Wayne Gallman,JR,RB,15,1133,0,232,1133,4.88,75.5,clemson,2016,wayne_gallman_clemson,False
Wayne Knight,FR,RB,8,-8,0,5,-8,-1.60,-1.0,james_madison,2022,wayne_knight_james_madison,False
Wayne Knight,SO,RB,4,23,0,4,23,5.75,5.8,james_madison,2023,wayne_knight_james_madison,False
Wayne Knight,SO,RB,6,129,0,18,129,7.17,21.5,james_madison,2024,wayne_knight_james_madison,False
Wayne Taulapapa,SO,TB,12,473,0,116,473,4.08,39.4,virginia,2019,wayne_taulapapa_virginia,False
Wayne Taulapapa,JR,TB,10,395,0,88,395,4.49,39.5,virginia,2020,wayne_taulapapa_virginia,False
Wayne Taulapapa,SR,TB,10,324,0,62,324,5.23,32.4,virginia,2021,wayne_taulapapa_virginia,True
Wayne Taulapapa,SR,RB,13,887,0,140,887,6.34,68.2,washington,2022,wayne_taulapapa_washington,False
Wayne Toussant,FR,WR,13,18,0,2,18,9.00,1.4,louisiana_tech,2019,wayne_toussant_louisiana_tech,False
Wayne Toussant,SO,WR,10,9,0,1,9,9.00,0.9,louisiana_tech,2020,wayne_toussant_louisiana_tech,False
Wayshawn Parker,FR,RB,5,325,0,62,325,5.24,65.0,washington_state,2024,wayshawn_parker_washington_state,False
Werlean Pollock,FR,DB,1,-3,0,1,-3,-3.00,-3.0,uab,2018,werlean_pollock_uab,False
Wes Brown,SR,RB,8,25,0,33,25,0.76,3.1,maryland,2016,wes_brown_maryland,False
Wes Lunt,SR,QB,8,-65,1376,252,1311,5.20,163.9,illinois,2016,wes_lunt_illinois,False
Wesley Erwin,,,1,5,0,1,5,5.00,5.0,air_force,2022,wesley_erwin_air_force,False
Wesley Fields,SO,RB,10,492,0,94,492,5.23,49.2,georgia_southern,2016,wesley_fields_georgia_southern,False
Wesley Fields,JR,RB,12,811,0,173,811,4.69,67.6,georgia_southern,2017,wesley_fields_georgia_southern,False
Wesley Fields,SR,RB,12,1050,0,200,1050,5.25,87.5,georgia_southern,2018,wesley_fields_georgia_southern,False
Wesley French,SR,C,6,-36,0,1,-36,-36.00,-6.0,western_michigan,2020,wesley_french_western_michigan,False
Wesley Kennedy III,FR,WR,10,108,0,9,108,12.00,10.8,georgia_southern,2017,wesley_kennedy_iii_georgia_southern,False
Wesley Kennedy III,SO,RB,13,502,0,64,502,7.84,38.6,georgia_southern,2018,wesley_kennedy_iii_georgia_southern,False
Wesley Kennedy III,JR,RB,9,824,0,119,824,6.92,91.6,georgia_southern,2019,wesley_kennedy_iii_georgia_southern,False
Wesley Kennedy III,SR,RB,8,447,0,66,447,6.77,55.9,georgia_southern,2020,wesley_kennedy_iii_georgia_southern,False
Wesley Kommer,FR,RB,6,7,0,1,7,7.00,1.2,nevada,2020,wesley_kommer_nevada,False
Wesley Kommer,SO,RB,3,7,0,4,7,1.75,2.3,nevada,2021,wesley_kommer_nevada,False
Wesley Kommer,SO,RB,11,29,0,10,29,2.90,2.6,nevada,2022,wesley_kommer_nevada,False
Westin Elliott,SO,QB,4,13,23,10,36,3.60,9.0,louisiana_tech,2017,westin_elliott_louisiana_tech,False
Westin Elliott,JR,QB,1,0,39,8,39,4.88,39.0,louisiana_tech,2018,westin_elliott_louisiana_tech,False
Westin Elliott,JR,QB,6,-10,67,16,57,3.56,9.5,louisiana_tech,2019,westin_elliott_louisiana_tech,False
Westin Elliott,SR,QB,1,0,7,1,7,7.00,7.0,louisiana_tech,2020,westin_elliott_louisiana_tech,False
Weston Bridges,FR,RB,6,53,0,16,53,3.31,8.8,michigan_state,2018,weston_bridges_michigan_state,False
Weston Eget,FR,QB,2,17,7,14,24,1.71,12.0,new_mexico_state,2021,weston_eget_new_mexico_state,False
Weston Eget,SO,QB,4,7,13,7,20,2.86,5.0,new_mexico_state,2022,weston_eget_new_mexico_state,False
Whop Philyor,FR,WR,11,15,0,5,15,3.00,1.4,indiana,2017,whop_philyor_indiana,False
Whop Philyor,SO,WR,7,68,0,5,68,13.60,9.7,indiana,2018,whop_philyor_indiana,False
Whop Philyor,JR,WR,12,43,0,10,43,4.30,3.6,indiana,2019,whop_philyor_indiana,False
Whop Philyor,SR,WR,8,8,0,1,8,8.00,1.0,indiana,2020,whop_philyor_indiana,False
Wil Appleton,SR,QB,1,0,17,2,17,8.50,17.0,auburn,2019,wil_appleton_auburn,False
Wiley Green,FR,QB,4,34,621,103,655,6.36,163.8,rice,2018,wiley_green_rice,False
Wiley Green,FR,QB,7,-29,787,169,758,4.49,108.3,rice,2019,wiley_green_rice,False
Wiley Green,SO,QB,1,-9,27,14,18,1.29,18.0,rice,2020,wiley_green_rice,False
Wiley Green,SO,QB,4,-9,414,71,405,5.70,101.3,rice,2021,wiley_green_rice,False
Wiley Green,JR,QB,2,-11,95,21,84,4.00,42.0,rice,2022,wiley_green_rice,False
Will Choloh,SR,DT,14,1,0,2,1,0.50,0.1,troy,2022,will_choloh_troy,False
Will Collins,FR,QB,6,105,233,79,338,4.28,56.3,louisiana-monroe,2016,will_collins_louisiana-monroe,False
Will Crowder,FR,QB,1,0,28,2,28,14.00,28.0,west_virginia,2021,will_crowder_west_virginia,False
Will Crowder,FR,QB,2,4,57,7,61,8.71,30.5,west_virginia,2022,will_crowder_west_virginia,False
Will Dabbs,SO,RB,1,-3,0,1,-3,-3.00,-3.0,north_carolina_state,2018,will_dabbs_north_carolina_state,False
Will Dabbs,JR,RB,12,45,0,11,45,4.09,3.8,north_carolina_state,2019,will_dabbs_north_carolina_state,False
Will Derrick,JR,WR,9,0,3,1,3,3.00,0.3,louisiana-monroe,2022,will_derrick_louisiana-monroe,False
Will Drawdy,FR,RB,2,8,0,8,8,1.00,4.0,wake_forest,2018,will_drawdy_wake_forest,False
Will Drawdy,SO,RB,4,4,0,2,4,2.00,1.0,wake_forest,2019,will_drawdy_wake_forest,False
Will Drawdy,JR,RB,4,19,0,4,19,4.75,4.8,wake_forest,2020,will_drawdy_wake_forest,False
Will Eason,FR,RB,1,13,0,2,13,6.50,13.0,north_carolina_state,2017,will_eason_north_carolina_state,False
Will Gleeson,JR,P,12,14,0,1,14,14.00,1.2,mississippi,2016,will_gleeson_mississippi,False
Will Grier,JR,QB,11,122,3490,451,3612,8.01,328.4,west_virginia,2017,will_grier_west_virginia,False
Will Grier,SR,QB,11,-90,3864,445,3774,8.48,343.1,west_virginia,2018,will_grier_west_virginia,False
Will Hammond,FR,QB,1,11,70,9,81,9.00,81.0,texas_tech,2024,will_hammond_texas_tech,False
Will Hart,JR,P,13,-11,0,1,-11,-11.00,-0.8,michigan,2018,will_hart_michigan,False
Will Haskell,FR,QB,3,31,47,13,78,6.00,26.0,san_diego_state,2021,will_haskell_san_diego_state,False
Will Haskell,FR,QB,3,19,12,10,31,3.10,10.3,san_diego_state,2022,will_haskell_san_diego_state,False
Will Hefley III,SO,QB,1,-12,15,8,3,0.38,3.0,tulsa,2017,will_hefley_iii_tulsa,False
Will Henderson III,FR,RB,3,9,0,7,9,1.29,3.0,utsa,2024,will_henderson_iii_utsa,False
Will Howard,FR,QB,9,364,1178,246,1542,6.27,171.3,kansas_state,2020,will_howard_kansas_state,False
Will Howard,SO,QB,6,184,327,87,511,5.87,85.2,kansas_state,2021,will_howard_kansas_state,False
Will Howard,JR,QB,7,22,1633,234,1655,7.07,236.4,kansas_state,2022,will_howard_kansas_state,False
Will Howard,SR,QB,12,351,2643,438,2994,6.84,249.5,kansas_state,2023,will_howard_kansas_state,True
Will Howard,SR,QB,5,64,1248,154,1312,8.52,262.4,ohio_state,2024,will_howard_ohio_state,False
Will Jones,FR,RB,10,154,0,21,154,7.33,15.4,ball_state,2018,will_jones_ball_state,False
Will Jones,SO,RB,12,47,0,9,47,5.22,3.9,ball_state,2019,will_jones_ball_state,False
Will Jones,JR,RB,6,276,0,69,276,4.00,46.0,ball_state,2020,will_jones_ball_state,False
Will Jones,SR,RB,13,314,0,88,314,3.57,24.2,ball_state,2021,will_jones_ball_state,False
Will Jones,SR,RB,12,41,0,15,41,2.73,3.4,ball_state,2022,will_jones_ball_state,False
Will Kacmarek,SO,TE,13,5,0,1,5,5.00,0.4,ohio,2023,will_kacmarek_ohio,True
Will Knight,FR,RB,4,118,0,27,118,4.37,29.5,old_dominion,2018,will_knight_old_dominion,False
Will Koch,FR,QB,3,62,166,61,228,3.74,76.0,massachusetts,2020,will_koch_massachusetts,False
Will Levis,SO,QB,7,213,223,98,436,4.45,62.3,penn_state,2019,will_levis_penn_state,False
Will Levis,SO,QB,8,260,421,137,681,4.97,85.1,penn_state,2020,will_levis_penn_state,True
Will Levis,JR,QB,13,376,2812,460,3188,6.93,245.2,kentucky,2021,will_levis_kentucky,False
Will Levis,SR,QB,11,-107,2406,355,2299,6.48,209.0,kentucky,2022,will_levis_kentucky,False
Will Matthews,FR,RB,9,138,0,31,138,4.45,15.3,kent_state,2016,will_matthews_kent_state,False
Will Matthews,SO,RB,9,188,0,54,188,3.48,20.9,kent_state,2017,will_matthews_kent_state,False
Will Matthews,JR,RB,12,115,0,29,115,3.97,9.6,kent_state,2018,will_matthews_kent_state,False
Will Matthews,SR,RB,8,570,0,123,570,4.63,71.3,kent_state,2019,will_matthews_kent_state,False
Will McBride,FR,QB,2,70,152,58,222,3.83,111.0,tennessee,2017,will_mcbride_tennessee,False
Will Mitchell,FR,RB,5,64,0,11,64,5.82,12.8,middle_tennessee,2017,will_mitchell_middle_tennessee,False
Will Nixon,FR,RB,11,89,0,21,89,4.24,8.1,washington,2022,will_nixon_washington,False
Will Nixon,SO,RB,15,201,0,33,201,6.09,13.4,washington,2023,will_nixon_washington,True
Will Nixon,JR,RB,3,76,0,19,76,4.00,25.3,syracuse,2024,will_nixon_syracuse,False
Will Pauling,SO,WR,13,11,19,2,30,15.00,2.3,wisconsin,2023,will_pauling_wisconsin,False
Will Pelissier,SO,WR,9,38,0,6,38,6.33,4.2,wyoming,2022,will_pelissier_wyoming,False
Will Pelissier,JR,WR,9,6,0,3,6,2.00,0.7,wyoming,2023,will_pelissier_wyoming,False
Will Pelissier,SR,WR,5,3,0,1,3,3.00,0.6,wyoming,2024,will_pelissier_wyoming,False
Will Phillips,FR,TE,12,9,0,4,9,2.25,0.8,rice,2017,will_phillips_rice,False
Will Phillips,SO,FB,7,2,0,1,2,2.00,0.3,rice,2018,will_phillips_rice,False
Will Plummer,FR,QB,3,95,388,109,483,4.43,161.0,arizona,2020,will_plummer_arizona,False
Will Plummer,FR,QB,10,130,1605,327,1735,5.31,173.5,arizona,2021,will_plummer_arizona,False
Will Rogers,FR,QB,9,-41,1976,376,1935,5.15,215.0,mississippi_state,2020,will_rogers_mississippi_state,False
Will Rogers,SO,QB,13,-95,4739,746,4644,6.23,357.2,mississippi_state,2021,will_rogers_mississippi_state,False
Will Rogers,JR,QB,13,-165,3974,654,3809,5.82,293.0,mississippi_state,2022,will_rogers_mississippi_state,False
Will Rogers,SR,QB,8,-13,1626,266,1613,6.06,201.6,mississippi_state,2023,will_rogers_mississippi_state,True
Will Rogers,SR,QB,6,-31,1625,200,1594,7.97,265.7,washington,2024,will_rogers_washington,False
Will Shipley,FR,RB,10,739,2,150,741,4.94,74.1,clemson,2021,will_shipley_clemson,False
